ID	POST
21431	1
21491	1
7920	0
1311	1
1361	1
1391	1
290	0
1951	1
2571	1
630	0
2841	1
2110	0
11661	1
4990	0
7981	1
8061	1
8251	1
8541	1
13801	1
13831	1
5630	0
13841	1
5650	0
7430	0
7820	0
21091	1
18441	1
18471	1
18621	1
31	1
5081	1
10761	1
10951	1
11321	1
16111	1
21051	1
21121	1
7830	0
7840	0
21241	1
7910	0
21341	1
21691	1
1241	1
3261	1
7931	1
13601	1
13621	1
13631	1
13911	1
5670	0
5700	0
14391	1
14411	1
5940	0
5950	0
18421	1
18451	1
5061	1
5091	1
5421	1
10681	1
10701	1
11831	1
12141	1
16101	1
16151	1
16201	1
6780	0
7010	0
16391	1
16851	1
18901	1
20751	1
21311	1
21331	1
1231	1
1301	1
1411	1
1501	1
1511	1
3351	1
7821	1
7971	1
9751	1
10181	1
3710	0
13551	1
14091	1
18391	1
11	1
5001	1
5691	1
10641	1
10651	1
16081	1
21201	1
21221	1
21231	1
7850	0
21371	1
21631	1
1201	1
1211	1
4781	1
7731	1
13451	1
13471	1
13481	1
5420	0
13651	1
13731	1
