ID	DIC	FILLERS	
851	54.5455	0.0000	
1161	71.7949	0.0000	
190	77.6371	0.0000	
1190	79.6296	0.0000	
1351	65.2308	0.0000	
530	71.4286	0.0000	
1631	81.8182	0.0000	
550	71.4286	0.0000	
1711	73.2877	0.0000	
540	73.4043	0.0000	
2121	74.4681	0.0000	
710	81.3953	0.0000	
3331	58.4906	0.0000	
4561	82.1429	0.0000	
4891	63.4146	0.0000	
4951	73.5294	0.0000	
6221	75.2809	0.0000	
6651	69.9301	0.0000	
6851	74.1935	0.0000	
6861	100.0000	0.0000	
10391	82.0225	0.0000	
10411	72.9730	0.0000	
11701	58.5366	0.0000	
7211	85.4610	0.0000	
7531	81.8182	0.0000	
7561	75.0000	0.0000	
7611	75.0000	0.0000	
10461	84.6154	0.0000	
12681	60.0000	0.0000	
13141	65.5172	0.0000	
13611	70.5882	0.0000	
13641	65.5556	0.0000	
5570	96.7742	0.0000	
17961	86.6667	0.0000	
18631	90.0000	0.0000	
7370	78.1250	0.0000	
18761	93.2203	0.0000	
7280	82.7586	0.0000	
19261	94.4444	0.0000	
4231	76.7918	0.0000	
4251	78.4615	0.0000	
4361	73.6842	0.0000	
4481	83.7838	0.0000	
4551	95.0000	0.0000	
4621	93.3333	0.0000	
7151	100.0000	0.0000	
7181	86.9565	0.0000	
10051	85.1852	0.0000	
10101	75.4717	0.0000	
10581	76.9231	0.0000	
15451	57.1429	0.0000	
15491	78.5714	0.0000	
15501	75.0000	0.0000	
15911	72.0000	0.0000	
15921	73.3333	0.0000	
15961	80.0000	0.0000	
15981	85.8974	0.0000	
16161	67.3913	0.0000	
16421	83.3333	0.0000	
19951	69.5652	0.0000	
20161	82.3529	0.0000	
20501	100.0000	0.0000	
20781	76.0563	0.0000	
20821	80.0000	0.0000	
21551	70.4082	0.0000	
701	0.0000	0.0000	
721	55.5556	0.0000	
1641	0.0000	0.0000	
1741	0.0000	0.0000	
1821	0.0000	0.0000	
1901	0.0000	0.0000	
1921	0.0000	0.0000	
2151	50.0000	0.0000	
3931	0.0000	0.0000	
4511	0.0000	0.0000	
1620	0.0000	0.0000	
5731	0.0000	0.0000	
8461	0.0000	0.0000	
10821	0.0000	0.0000	
10891	71.4286	0.0000	
4270	80.7692	0.0000	
12321	0.0000	0.0000	
12541	0.0000	0.0000	
4930	25.0000	0.0000	
12551	50.0000	0.0000	
7201	89.0688	0.0000	
7241	78.9474	0.0000	
3650	75.5556	0.0000	
7541	82.1429	0.0000	
2410	100.0000	0.0000	
7621	77.7778	0.0000	
7841	75.3086	0.0000	
4050	86.4865	0.0000	
7851	88.0000	0.0000	
9801	80.0000	0.0000	
3480	93.3333	0.0000	
3660	87.1429	0.0000	
3960	73.1183	0.0000	
9961	82.8947	0.0000	
10111	88.5246	0.0000	
10121	89.1892	0.0000	
10131	66.6667	0.0000	
10321	89.2562	0.0000	
3790	100.0000	0.0000	
11041	79.1667	0.0000	
4040	87.1795	0.0000	
12671	85.0000	0.0000	
17921	77.2727	0.0000	
17931	83.3333	0.0000	
17981	100.0000	0.0000	
4191	82.1429	0.0000	
10021	14.2857	0.0000	
10271	0.0000	0.0000	
10421	0.0000	0.0000	
10791	15.8416	0.0000	
10921	14.2857	0.0000	
10941	19.6078	0.0000	
11151	12.5000	0.0000	
13681	17.5439	0.0000	
14101	15.0000	0.0000	
15441	77.0115	0.0000	
15511	82.8571	0.0000	
6420	71.3178	0.0000	
6440	46.6667	0.0000	
15541	77.9661	0.0000	
19911	72.6190	0.0000	
691	55.5556	0.0000	
7171	62.0370	0.0000	
11251	52.2388	0.0000	
11391	90.9091	0.0000	
12571	82.9268	0.0000	
