ID	VOTES
800	0
2711	1
2771	1
9211	11
9481	2
9541	3
9681	2
4250	0
9701	0
3450	0
9881	1
9901	0
10981	0
4750	0
11171	0
11231	1
11281	1
12641	0
14681	4
19081	4
20141	1
20201	3
20351	0
7610	2
7620	1
7680	0
20521	2
281	1
941	1
971	2
2141	1
4851	1
8111	0
8131	0
5931	1
6121	1
1940	1
7031	0
8261	1
2630	0
2650	1
8401	0
11901	0
14021	1
14421	0
17211	0
17241	0
17251	2
7050	0
17281	0
17411	1
17541	0
6990	1
7000	0
17601	2
17861	5
17911	0
18021	0
18041	0
18081	0
18281	0
7190	0
18291	0
2051	1
2281	0
1810	0
2180	0
2961	0
1820	0
3211	0
3301	0
1830	0
3741	0
1760	0
1790	0
4041	1
4051	0
1800	0
4091	0
4391	0
4421	0
4981	0
5071	0
1840	0
5851	0
1960	0
6201	0
1850	1
1930	0
1950	0
6381	0
2150	0
9081	1
9291	0
3120	1
3170	6
3180	1
3190	0
3210	0
9331	1
3290	3
3350	4
3440	0
9371	0
3700	0
9561	5
9611	0
9671	1
3260	0
3360	0
9741	1
3370	0
3390	2
3410	0
3420	3
3430	0
3470	0
9841	1
3520	0
3620	2
9911	0
3600	1
3610	0
9981	0
3730	0
3750	0
9991	-6
10171	4
10431	0
3810	1
3830	0
10591	2
10611	2
14651	2
14661	1
14701	2
14811	0
14821	0
14831	0
19071	1
19121	0
19701	1
19771	1
20731	1
21101	1
7870	2
271	3
361	1
401	1
821	0
1251	0
830	1
1590	1
3501	1
870	1
5641	1
9871	1
5970	0
11211	0
12991	0
13411	0
13761	0
13781	0
14481	0
5921	2
6131	1
11881	4
11891	3
12651	3
5070	0
5410	2
5540	2
12831	0
5200	0
5220	0
13171	0
5210	0
5230	1
5910	0
5920	0
17161	0
2041	0
2431	0
2761	0
2821	0
3121	0
3521	0
3591	0
3651	0
3661	0
3751	0
3771	0
960	0
2080	0
3821	0
4121	0
4501	0
5631	0
6361	0
6611	0
9061	0
9101	0
2940	0
2960	0
14631	6
16741	1
18981	0
19871	0
7500	2
7540	0
7550	0
20031	6
7570	0
20421	2
241	1
411	13
60	0
70	0
80	0
861	2
6620	0
15851	0
5781	0
9651	0
13031	0
15571	0
16911	0
18141	0
19031	0
20711	0
11851	2
17111	0
17141	0
17631	0
17851	0
2021	1
9021	0
9041	0
3220	0
3380	0
9621	0
13661	1
14501	0
18961	1
19141	1
231	1
501	1
771	0
5751	1
11801	1
11811	0
4230	1
11821	0
4710	0
12211	1
5180	0
5610	0
12661	2
17031	0
17061	0
6870	1
2011	0
8981	0
9141	1
9431	0
14491	2
14611	0
14691	2
6050	0
6130	0
6150	0
14981	1
6190	0
15011	3
6610	1
15361	0
18941	0
221	12
331	0
471	2
1801	0
2101	10
740	1
3681	0
5741	3
5911	2
6251	0
6281	0
6411	0
6561	3
11091	0
12291	2
4890	0
11791	2
11841	2
4340	1
11921	3
4330	0
4410	0
4450	0
4470	0
12131	0
12151	0
4590	0
12421	4
4740	0
4960	0
12781	1
5040	0
17011	0
17081	0
1981	0
8931	2
8941	1
8971	1
9051	0
3080	0
9301	0
9311	0
3110	0
3130	0
14461	2
14471	0
14551	1
14781	0
15621	2
6590	0
15671	0
15941	1
16381	0
16411	0
18931	3
19051	2
21111	0
21321	0
191	1
391	4
50	2
481	0
621	3
330	0
631	1
360	0
671	0
921	6
961	0
340	1
5671	0
11761	0
16881	1
1871	1
2061	0
750	0
2860	1
2111	0
760	0
2581	0
2681	0
770	0
2721	1
2751	2
780	0
2811	0
2831	0
1230	0
2851	0
2861	0
3111	0
3171	0
3541	0
3631	0
3731	0
3871	0
3901	0
1010	1
1090	2
1100	0
1130	0
1170	0
1690	0
4021	0
4201	0
4241	0
1140	0
4371	0
1180	0
4401	0
4671	0
4691	0
4721	0
4741	0
2850	0
2890	0
4821	0
4881	1
1470	0
5021	0
1410	0
5101	0
5221	0
5281	0
5591	0
5801	0
5821	0
5881	0
1910	0
5891	0
5941	0
6181	0
6231	0
6531	0
8861	3
9001	0
9091	0
9121	1
10451	1
10491	1
14401	0
15231	2
6480	0
18911	6
19061	2
19131	2
181	5
251	3
311	0
371	5
240	3
991	4
250	0
1021	0
260	0
1331	7
270	0
1611	4
5621	0
6811	10
2160	0
2170	3
2360	0
6911	0
6941	0
6951	0
6961	0
6971	0
6981	0
2220	0
7751	0
7871	0
11421	2
11431	0
4160	0
11441	0
4180	0
4240	2
4440	1
4460	0
4480	0
4510	0
4690	0
11451	0
11461	0
4210	1
4520	0
5500	1
11471	3
11481	0
4220	0
4550	0
5510	1
11491	0
11511	0
4370	0
4570	0
11531	0
4380	0
4610	1
11541	0
4620	0
11551	0
4400	0
4630	0
11561	0
4390	0
4640	0
11571	0
12251	2
4680	0
4910	0
4970	0
5100	0
5110	0
5600	0
16671	1
16711	2
16981	1
6910	0
6970	1
17221	1
17401	1
1841	0
1971	0
2001	0
2131	0
2191	0
2641	0
3811	0
3921	0
4151	0
7361	0
15731	0
15891	0
15901	0
8851	1
9171	0
4070	1
9231	2
14381	2
14531	0
14571	3
15101	0
18821	1
19281	0
161	0
5571	0
11411	0
11731	1
4320	0
16641	2
16781	1
16901	2
17761	0
7140	0
1771	1
1831	1
510	0
640	0
8731	0
8781	1
8791	0
14371	5
18801	5
19161	2
19241	1
19271	3
20791	0
151	0
871	0
881	0
3711	0
5531	0
11331	3
11351	1
4350	3
4360	1
4780	1
4820	0
4830	2
4850	0
11361	0
4840	0
11401	0
11581	3
11601	0
11631	0
11641	0
4800	0
11671	0
11691	0
11711	1
12481	0
12521	0
13231	1
13531	0
5450	0
13541	0
5460	0
13561	0
5530	0
5550	1
5640	0
5850	0
16631	0
1751	0
4931	0
8651	1
10141	0
14361	0
15391	1
18791	9
141	3
451	0
130	0
180	2
1221	2
5481	0
5511	0
5871	0
6041	0
6301	0
6521	0
11271	0
16601	2
16961	1
16971	1
16991	0
17041	1
6850	1
17101	2
17561	0
1731	3
8561	1
8901	0
8991	0
14351	0
14431	3
14721	-2
6640	0
6660	0
14861	4
6650	0
14871	3
14921	2
6170	0
15551	0
6500	1
6570	1
6600	1
15811	0
18671	0
18681	1
18691	1
18921	0
131	6
2071	1
2881	0
3791	1
4521	0
1210	0
5471	0
5661	6
1600	0
5701	0
5761	0
11221	0
11301	0
11381	0
4120	0
4150	0
16571	0
16751	0
1691	2
1861	1
610	0
6260	0
6630	0
1911	0
1961	1
600	0
2601	1
8091	0
2620	0
2760	0
5560	0
8681	6
8411	3
8451	0
8551	0
8581	0
9461	0
14271	2
14791	0
6110	0
6120	0
6140	0
14971	2
18661	1
18701	0
18721	1
18861	0
18881	0
18891	0
18951	0
121	9
171	23
10	15
150	3
170	1
670	1
2250	4
2300	0
201	7
20	15
220	1
430	1
480	0
650	5
2330	0
211	1
261	1
321	8
351	6
90	0
1321	17
2801	8
1750	3
2230	0
2320	0
2420	1
5991	2
7081	4
7111	4
2140	3
7581	7
2290	0
2350	1
7711	2
2390	0
8921	-4
2910	0
9031	0
5451	1
5611	1
5651	1
1870	0
5831	1
5841	3
6161	1
6171	1
6571	0
11191	2
11201	1
4100	0
4140	0
4490	0
11371	0
4130	0
4300	0
11591	3
5030	0
5290	1
11611	5
6090	0
11621	2
4420	6
11721	-1
5300	2
5330	0
5520	0
5880	2
11741	0
4500	0
11931	0
4280	0
12371	-2
4870	1
4880	0
4900	0
5000	0
5830	2
6010	0
12561	0
13081	1
13281	1
13341	2
5580	0
13511	0
13671	0
13791	0
5690	0
14281	0
5900	1
5990	0
14291	1
6100	0
14541	1
14561	2
6000	0
14601	1
14641	0
14761	1
14771	0
16561	7
16721	0
16761	0
16771	1
16791	0
16821	0
16951	1
6940	0
17511	0
17521	0
1671	5
2201	0
2271	0
2441	0
2471	0
2561	0
2621	0
660	0
1430	0
4581	0
6081	0
2010	0
2070	0
11061	0
11241	0
14171	0
5840	0
14511	0
7310	0
7320	0
8361	0
8381	0
8831	0
14221	1
14341	0
14581	0
18611	0
19001	0
7300	0
111	0
5381	0
6621	0
2030	0
11181	0
11261	0
16551	0
21861	0
21891	0
1531	0
1591	0
2161	0
3281	1
3841	1
8341	2
9341	0
9411	1
14191	0
14211	2
5960	2
18581	0
19251	0
20451	0
20541	0
101	0
5371	0
11131	2
12771	0
12901	0
16531	4
21811	4
21821	1
21871	1
21881	4
1521	0
1561	1
840	0
860	0
1651	3
940	0
1721	0
1811	0
3511	0
3561	0
3721	0
8301	0
8351	3
8721	0
13121	0
14121	0
18571	4
18591	4
18601	1
18641	2
18711	1
18751	1
18771	2
18811	0
18851	0
18871	0
91	0
5321	1
5391	1
11111	7
13721	0
5590	1
13811	1
5740	0
16481	0
17201	0
21771	0
21781	0
21791	4
21801	0
1491	13
2401	7
4791	2
6741	3
2040	1
7861	1
2460	0
8031	2
2470	0
12301	2
4530	2
7730	0
15841	0
8281	1
8771	0
14031	1
14061	0
5750	0
14151	2
14181	0
14201	2
14251	0
5870	0
5890	0
16661	0
18561	1
21561	0
81	0
5261	1
6461	0
6471	0
7121	0
2100	0
2130	0
2190	0
2340	0
3310	0
7161	3
10841	0
3970	0
11071	0
11751	0
6720	0
12341	0
12791	0
5050	0
11101	0
11291	0
15351	0
16471	3
16611	1
16681	0
16801	0
16891	0
21751	0
21921	1
22091	0
1481	0
8181	0
8741	1
3340	0
14011	0
14051	0
5710	0
5760	0
5770	2
5780	1
6460	0
14111	1
14161	1
6470	0
6490	1
6540	1
6930	0
15701	0
6550	1
6560	1
15721	0
17131	0
17371	0
18521	0
18541	0
71	0
5211	1
5241	0
10971	0
16291	2
16451	0
16521	0
16581	0
16931	0
21661	1
21701	0
1461	0
2731	0
3091	0
3391	0
3471	0
8121	1
8151	1
8221	0
8231	1
8491	0
8761	1
8821	1
13981	0
14081	0
14231	0
14731	0
15561	0
18511	5
18531	3
7270	0
61	0
5151	0
5161	0
5251	1
1520	0
5291	3
5331	0
5351	0
1550	1
10901	7
11141	0
16281	0
16361	0
6790	0
16401	0
16431	0
16621	0
21641	0
21711	0
21721	0
21741	1
1431	0
2311	0
2671	0
3531	0
5401	0
8081	0
8211	0
13961	4
13991	0
14041	0
5720	3
6020	1
6060	1
6070	1
6080	1
6510	1
6580	0
14141	0
5790	2
5800	0
6030	0
6040	0
6520	0
15751	0
18501	0
51	0
5121	1
5501	2
1720	0
5581	0
5601	0
10861	2
10911	0
16271	2
16351	1
16371	1
16651	1
6810	1
21571	1
1421	1
5441	1
1540	1
6761	1
2430	0
4950	0
7991	0
13861	0
13881	0
14131	0
18491	0
41	0
5111	0
5141	0
5191	0
5201	0
6091	0
6671	0
6831	0
7401	0
7891	0
9201	0
3200	0
3500	0
3510	0
3760	0
3890	0
9581	0
3490	0
3590	0
10811	0
17391	0
18071	1
21761	0
10831	0
11311	0
16141	3
16211	0
16221	11
6740	0
16231	6
