ID	ABSOLUTE_POS	RELATIVE_POS	ABSOLUTE_NEG	RELATIVE_NEG
13151	0.0000	0.0000	0.0000	0.0000
5340	0.0000	0.0000	0.0000	0.0000
17611	3.0000	0.0330	3.0000	0.0330
17711	1.0000	0.0476	1.0000	0.0476
17751	7.0000	0.0281	7.0000	0.0281
7640	9.0000	0.0335	9.0000	0.0335
7650	9.0000	0.0312	9.0000	0.0312
17941	8.0000	0.0357	8.0000	0.0357
17991	2.0000	0.0183	2.0000	0.0183
7660	2.0000	0.0121	2.0000	0.0121
20611	8.0000	0.0208	8.0000	0.0208
7700	23.0000	0.0269	23.0000	0.0269
7710	25.0000	0.0272	25.0000	0.0272
20631	8.0000	0.0678	8.0000	0.0678
20701	0.0000	0.0000	0.0000	0.0000
3601	0.0000	0.0000	0.0000	0.0000
3781	0.0000	0.0000	0.0000	0.0000
950	3.0000	0.0238	3.0000	0.0238
6591	3.0000	0.0227	3.0000	0.0227
2000	4.0000	0.0301	4.0000	0.0301
6631	0.0000	0.0000	0.0000	0.0000
9661	0.0000	0.0000	0.0000	0.0000
9691	3.0000	0.0136	3.0000	0.0136
3400	6.0000	0.0238	6.0000	0.0238
3770	13.0000	0.0310	13.0000	0.0310
3780	14.0000	0.0314	14.0000	0.0314
9711	1.0000	0.0833	1.0000	0.0833
10281	0.0000	0.0000	0.0000	0.0000
10301	0.0000	0.0000	0.0000	0.0000
10441	1.0000	0.0179	1.0000	0.0179
15181	3.0000	0.0167	3.0000	0.0167
15201	3.0000	0.0306	3.0000	0.0306
6320	5.0000	0.0338	5.0000	0.0338
6770	5.0000	0.0225	5.0000	0.0225
7070	7.0000	0.0251	7.0000	0.0251
16941	7.0000	0.0547	7.0000	0.0547
17001	1.0000	0.0256	1.0000	0.0256
17171	3.0000	0.0238	3.0000	0.0238
6890	7.0000	0.0252	7.0000	0.0252
6900	14.0000	0.0323	14.0000	0.0323
6920	24.0000	0.0343	24.0000	0.0343
17191	7.0000	0.0493	7.0000	0.0493
17841	2.0000	0.0339	2.0000	0.0339
18731	1.0000	0.0076	1.0000	0.0076
19561	2.0000	0.0185	2.0000	0.0185
19751	1.0000	0.0133	1.0000	0.0133
551	2.0000	0.0290	2.0000	0.0290
3041	3.0000	0.0357	3.0000	0.0357
680	4.0000	0.0331	4.0000	0.0331
3761	2.0000	0.0714	2.0000	0.0714
1360	3.0000	0.0638	3.0000	0.0638
1880	5.0000	0.0847	5.0000	0.0847
4441	1.0000	0.0556	1.0000	0.0556
1220	1.0000	0.0333	1.0000	0.0333
4641	3.0000	0.0316	3.0000	0.0316
4920	3.0000	0.0254	3.0000	0.0254
4651	3.0000	0.0588	3.0000	0.0588
3740	4.0000	0.0714	4.0000	0.0714
4801	0.0000	0.0000	0.0000	0.0000
5181	5.0000	0.0641	5.0000	0.0641
7101	1.0000	0.0175	1.0000	0.0175
7141	2.0000	0.0741	2.0000	0.0741
2240	3.0000	0.1034	3.0000	0.1034
12531	2.0000	0.1818	2.0000	0.1818
12601	7.0000	0.0986	7.0000	0.0986
18841	3.0000	0.0303	3.0000	0.0303
6781	6.0000	0.0385	6.0000	0.0385
10031	0.0000	0.0000	0.0000	0.0000
10061	0.0000	0.0000	0.0000	0.0000
10381	3.0000	0.0326	3.0000	0.0326
12161	3.0000	0.0184	3.0000	0.0184
12171	0.0000	0.0000	0.0000	0.0000
5260	0.0000	0.0000	0.0000	0.0000
12221	3.0000	0.0395	3.0000	0.0395
12231	4.0000	0.0635	4.0000	0.0635
4940	9.0000	0.0672	9.0000	0.0672
12261	4.0000	0.0183	4.0000	0.0183
4600	5.0000	0.0182	5.0000	0.0182
4760	5.0000	0.0167	5.0000	0.0167
5090	8.0000	0.0233	8.0000	0.0233
5240	13.0000	0.0285	13.0000	0.0285
5250	15.0000	0.0273	15.0000	0.0273
5270	18.0000	0.0276	18.0000	0.0276
5470	25.0000	0.0279	25.0000	0.0279
12271	0.0000	0.0000	0.0000	0.0000
12351	6.0000	0.0759	6.0000	0.0759
12411	2.0000	0.0133	2.0000	0.0133
12461	4.0000	0.0296	4.0000	0.0296
12581	0.0000	0.0000	0.0000	0.0000
12691	3.0000	0.0319	3.0000	0.0319
5010	4.0000	0.0417	4.0000	0.0417
5280	4.0000	0.0392	4.0000	0.0392
5480	5.0000	0.0357	5.0000	0.0357
5810	8.0000	0.0383	8.0000	0.0383
12711	0.0000	0.0000	0.0000	0.0000
12751	0.0000	0.0000	0.0000	0.0000
12891	1.0000	0.0185	1.0000	0.0185
5120	3.0000	0.0395	3.0000	0.0395
5130	3.0000	0.0259	3.0000	0.0259
13201	3.0000	0.0238	3.0000	0.0238
13321	5.0000	0.0758	5.0000	0.0758
13591	1.0000	0.0156	1.0000	0.0156
17501	6.0000	0.0306	6.0000	0.0306
3371	1.0000	0.0083	1.0000	0.0083
3411	0.0000	0.0000	0.0000	0.0000
1990	3.0000	0.0238	3.0000	0.0238
3451	0.0000	0.0000	0.0000	0.0000
1460	0.0000	0.0000	0.0000	0.0000
9641	2.0000	0.0741	2.0000	0.0741
15131	1.0000	0.0076	1.0000	0.0076
15151	0.0000	0.0000	0.0000	0.0000
15161	0.0000	0.0000	0.0000	0.0000
6270	0.0000	0.0000	0.0000	0.0000
15191	0.0000	0.0000	0.0000	0.0000
6300	0.0000	0.0000	0.0000	0.0000
19481	2.0000	0.0625	2.0000	0.0625
19731	1.0000	0.0667	1.0000	0.0667
21851	0.0000	0.0000	0.0000	0.0000
7900	2.0000	0.0200	2.0000	0.0200
541	0.0000	0.0000	0.0000	0.0000
751	0.0000	0.0000	0.0000	0.0000
6681	0.0000	0.0000	0.0000	0.0000
6721	2.0000	0.0187	2.0000	0.0187
6751	0.0000	0.0000	0.0000	0.0000
6771	1.0000	0.3333	1.0000	0.3333
12071	1.0000	0.0070	1.0000	0.0070
12181	1.0000	0.0667	1.0000	0.0667
12701	2.0000	0.0690	2.0000	0.0690
17481	5.0000	0.0556	5.0000	0.0556
3311	5.0000	0.0240	5.0000	0.0240
3321	5.0000	0.0575	5.0000	0.0575
3991	1.0000	0.0256	1.0000	0.0256
4211	1.0000	0.0098	1.0000	0.0098
4411	0.0000	0.0000	0.0000	0.0000
4471	1.0000	0.0070	1.0000	0.0070
4661	0.0000	0.0000	0.0000	0.0000
4831	2.0000	0.0217	2.0000	0.0217
4861	3.0000	0.0219	3.0000	0.0219
4871	2.0000	0.0233	2.0000	0.0233
4901	0.0000	0.0000	0.0000	0.0000
4911	0.0000	0.0000	0.0000	0.0000
5681	1.0000	0.0588	1.0000	0.0588
5721	2.0000	0.0111	2.0000	0.0111
1610	4.0000	0.0089	4.0000	0.0089
5861	0.0000	0.0000	0.0000	0.0000
9551	4.0000	0.0455	4.0000	0.0455
10311	1.0000	0.0164	1.0000	0.0164
10361	0.0000	0.0000	0.0000	0.0000
15091	4.0000	0.0241	4.0000	0.0241
19431	0.0000	0.0000	0.0000	0.0000
19451	2.0000	0.2222	2.0000	0.2222
19491	3.0000	0.0462	3.0000	0.0462
19501	0.0000	0.0000	0.0000	0.0000
19521	0.0000	0.0000	0.0000	0.0000
19531	0.0000	0.0000	0.0000	0.0000
19541	1.0000	0.0667	1.0000	0.0667
7400	2.0000	0.0333	2.0000	0.0333
19551	3.0000	0.0448	3.0000	0.0448
19581	1.0000	0.0345	1.0000	0.0345
7520	1.0000	0.0303	1.0000	0.0303
7530	3.0000	0.0411	3.0000	0.0411
20001	1.0000	0.0263	1.0000	0.0263
20511	0.0000	0.0000	0.0000	0.0000
7690	0.0000	0.0000	0.0000	0.0000
20691	0.0000	0.0000	0.0000	0.0000
531	2.0000	0.0465	2.0000	0.0465
761	0.0000	0.0000	0.0000	0.0000
6441	2.0000	0.0317	2.0000	0.0317
8571	4.0000	0.0645	4.0000	0.0645
8641	4.0000	0.0930	4.0000	0.0930
8751	4.0000	0.0563	4.0000	0.0563
8871	1.0000	0.0147	1.0000	0.0147
9491	4.0000	0.0667	4.0000	0.0667
9921	0.0000	0.0000	0.0000	0.0000
10161	0.0000	0.0000	0.0000	0.0000
10191	1.0000	0.0238	1.0000	0.0238
10201	0.0000	0.0000	0.0000	0.0000
10211	1.0000	0.0833	1.0000	0.0833
10221	2.0000	0.0488	2.0000	0.0488
10241	3.0000	0.0682	3.0000	0.0682
10771	0.0000	0.0000	0.0000	0.0000
10801	3.0000	0.0789	3.0000	0.0789
10871	2.0000	0.0426	2.0000	0.0426
11121	2.0000	0.0392	2.0000	0.0392
11161	3.0000	0.0492	3.0000	0.0492
11771	6.0000	0.0800	6.0000	0.0800
21841	3.0000	0.0769	3.0000	0.0769
22041	1.0000	0.0169	1.0000	0.0169
22151	2.0000	0.0513	2.0000	0.0513
12061	0.0000	0.0000	0.0000	0.0000
12091	2.0000	0.0513	2.0000	0.0513
12101	1.0000	0.0333	1.0000	0.0333
12111	2.0000	0.0400	2.0000	0.0400
12401	3.0000	0.0291	3.0000	0.0291
13011	0.0000	0.0000	0.0000	0.0000
14301	1.0000	0.0244	1.0000	0.0244
14671	1.0000	0.0312	1.0000	0.0312
14711	1.0000	0.0115	1.0000	0.0115
17471	1.0000	0.0099	1.0000	0.0099
3231	3.0000	0.0349	3.0000	0.0349
9531	1.0000	0.0105	1.0000	0.0105
9761	0.0000	0.0000	0.0000	0.0000
15021	1.0000	0.0110	1.0000	0.0110
15031	0.0000	0.0000	0.0000	0.0000
15051	1.0000	0.0086	1.0000	0.0086
6220	1.0000	0.0066	1.0000	0.0066
6230	2.0000	0.0104	2.0000	0.0104
6240	4.0000	0.0184	4.0000	0.0184
6430	5.0000	0.0207	5.0000	0.0207
15341	0.0000	0.0000	0.0000	0.0000
6450	0.0000	0.0000	0.0000	0.0000
15381	1.0000	0.0125	1.0000	0.0125
15471	0.0000	0.0000	0.0000	0.0000
15481	3.0000	0.0191	3.0000	0.0191
6370	7.0000	0.0222	7.0000	0.0222
6390	9.0000	0.0127	9.0000	0.0127
16461	1.0000	0.0476	1.0000	0.0476
19411	5.0000	0.0246	5.0000	0.0246
19881	6.0000	0.0659	6.0000	0.0659
7480	13.0000	0.0430	13.0000	0.0430
19901	3.0000	0.0132	3.0000	0.0132
19931	3.0000	0.1500	3.0000	0.1500
20381	1.0000	0.0185	1.0000	0.0185
521	1.0000	0.0094	1.0000	0.0094
591	0.0000	0.0000	0.0000	0.0000
901	1.0000	0.0182	1.0000	0.0182
1571	0.0000	0.0000	0.0000	0.0000
2341	0.0000	0.0000	0.0000	0.0000
4331	2.0000	0.0112	2.0000	0.0112
6331	0.0000	0.0000	0.0000	0.0000
6341	1.0000	0.0385	1.0000	0.0385
6481	2.0000	0.3333	2.0000	0.3333
6661	0.0000	0.0000	0.0000	0.0000
12041	4.0000	0.0325	4.0000	0.0325
12081	2.0000	0.0690	2.0000	0.0690
12121	2.0000	0.0870	2.0000	0.0870
12191	2.0000	0.0377	2.0000	0.0377
17361	0.0000	0.0000	0.0000	0.0000
17421	0.0000	0.0000	0.0000	0.0000
17441	1.0000	0.0769	1.0000	0.0769
3221	3.0000	0.0191	3.0000	0.0191
3421	1.0000	0.0081	1.0000	0.0081
1450	4.0000	0.0187	4.0000	0.0187
3441	4.0000	0.0388	4.0000	0.0388
1240	8.0000	0.0343	8.0000	0.0343
4011	5.0000	0.0562	5.0000	0.0562
1280	9.0000	0.0411	9.0000	0.0411
4141	3.0000	0.0197	3.0000	0.0197
1200	5.0000	0.0176	5.0000	0.0176
1250	8.0000	0.0229	8.0000	0.0229
4381	2.0000	0.0303	2.0000	0.0303
4541	6.0000	0.0375	6.0000	0.0375
1260	8.0000	0.0340	8.0000	0.0340
4611	5.0000	0.0159	5.0000	0.0159
1270	5.0000	0.0118	5.0000	0.0118
1300	11.0000	0.0167	11.0000	0.0167
1700	15.0000	0.0213	15.0000	0.0213
4631	1.0000	0.0182	1.0000	0.0182
5171	4.0000	0.0367	4.0000	0.0367
5231	8.0000	0.0250	8.0000	0.0250
1490	12.0000	0.0283	12.0000	0.0283
1500	17.0000	0.0260	17.0000	0.0260
1580	22.0000	0.0303	22.0000	0.0303
1680	24.0000	0.0312	24.0000	0.0312
1860	30.0000	0.0346	30.0000	0.0346
5491	8.0000	0.0196	8.0000	0.0196
1570	9.0000	0.0169	9.0000	0.0169
1780	13.0000	0.0221	13.0000	0.0221
5551	1.0000	0.0081	1.0000	0.0081
1710	4.0000	0.0167	4.0000	0.0167
5561	5.0000	0.0505	5.0000	0.0505
1770	6.0000	0.0531	6.0000	0.0531
6141	7.0000	0.0551	7.0000	0.0551
6511	1.0000	0.0111	1.0000	0.0111
7061	3.0000	0.0366	3.0000	0.0366
8331	7.0000	0.0374	7.0000	0.0374
12971	3.0000	0.0180	3.0000	0.0180
9501	2.0000	0.0247	2.0000	0.0247
9721	0.0000	0.0000	0.0000	0.0000
3530	0.0000	0.0000	0.0000	0.0000
3580	1.0000	0.0156	1.0000	0.0156
14991	1.0000	0.0323	1.0000	0.0323
15141	0.0000	0.0000	0.0000	0.0000
15281	1.0000	0.0278	1.0000	0.0278
15711	2.0000	0.0513	2.0000	0.0513
15861	3.0000	0.0469	3.0000	0.0469
16301	0.0000	0.0000	0.0000	0.0000
6750	0.0000	0.0000	0.0000	0.0000
19371	1.0000	0.0085	1.0000	0.0085
19391	6.0000	0.0769	6.0000	0.0769
511	3.0000	0.0411	3.0000	0.0411
571	2.0000	0.0364	2.0000	0.0364
2421	0.0000	0.0000	0.0000	0.0000
6261	1.0000	0.0208	1.0000	0.0208
12031	0.0000	0.0000	0.0000	0.0000
13001	1.0000	0.0370	1.0000	0.0370
18151	0.0000	0.0000	0.0000	0.0000
18241	0.0000	0.0000	0.0000	0.0000
19321	1.0000	0.0035	1.0000	0.0035
19381	3.0000	0.0110	3.0000	0.0110
7410	4.0000	0.0112	4.0000	0.0112
17351	1.0000	0.0147	1.0000	0.0147
17811	1.0000	0.0556	1.0000	0.0556
20771	5.0000	0.0238	5.0000	0.0238
3191	0.0000	0.0000	0.0000	0.0000
9401	0.0000	0.0000	0.0000	0.0000
9631	2.0000	0.0833	2.0000	0.0833
9771	4.0000	0.0328	4.0000	0.0328
9791	0.0000	0.0000	0.0000	0.0000
3900	1.0000	0.0074	1.0000	0.0074
14941	1.0000	0.0048	1.0000	0.0048
15061	6.0000	0.0160	6.0000	0.0160
15071	10.0000	0.0152	10.0000	0.0152
15081	4.0000	0.0122	4.0000	0.0122
19361	4.0000	0.0667	4.0000	0.0667
461	3.0000	0.0600	3.0000	0.0600
491	1.0000	0.1429	1.0000	0.1429
781	0.0000	0.0000	0.0000	0.0000
6211	2.0000	0.0155	2.0000	0.0155
6601	2.0000	0.0909	2.0000	0.0909
6641	3.0000	0.0588	3.0000	0.0588
7001	1.0000	0.0312	1.0000	0.0312
2060	5.0000	0.0368	5.0000	0.0368
2260	9.0000	0.0452	9.0000	0.0452
7421	4.0000	0.0597	4.0000	0.0597
2280	13.0000	0.0573	13.0000	0.0573
7741	3.0000	0.0300	3.0000	0.0300
8841	0.0000	0.0000	0.0000	0.0000
13491	2.0000	0.0426	2.0000	0.0426
13691	4.0000	0.0250	4.0000	0.0250
14001	5.0000	0.0435	5.0000	0.0435
16701	5.0000	0.0329	5.0000	0.0329
7150	8.0000	0.0289	8.0000	0.0289
17121	5.0000	0.0397	5.0000	0.0397
7340	8.0000	0.0563	8.0000	0.0563
17681	1.0000	0.0112	1.0000	0.0112
19231	8.0000	0.0348	8.0000	0.0348
19301	2.0000	0.0625	2.0000	0.0625
12011	3.0000	0.0182	3.0000	0.0182
12051	0.0000	0.0000	0.0000	0.0000
13351	2.0000	0.0317	2.0000	0.0317
17341	1.0000	0.0074	1.0000	0.0074
2921	0.0000	0.0000	0.0000	0.0000
3271	1.0000	0.0263	1.0000	0.0263
9351	1.0000	0.0156	1.0000	0.0156
9361	4.0000	0.0360	4.0000	0.0360
9391	0.0000	0.0000	0.0000	0.0000
9441	1.0000	0.0189	1.0000	0.0189
9451	1.0000	0.0179	1.0000	0.0179
14881	0.0000	0.0000	0.0000	0.0000
14891	0.0000	0.0000	0.0000	0.0000
14901	0.0000	0.0000	0.0000	0.0000
6160	1.0000	0.0156	1.0000	0.0156
15241	4.0000	0.0339	4.0000	0.0339
19211	22.0000	0.0361	22.0000	0.0361
19291	20.0000	0.0160	20.0000	0.0160
7350	30.0000	0.0162	30.0000	0.0162
421	3.0000	0.0326	3.0000	0.0326
791	0.0000	0.0000	0.0000	0.0000
2781	1.0000	0.0222	1.0000	0.0222
690	3.0000	0.0600	3.0000	0.0600
720	12.0000	0.0545	12.0000	0.0545
850	16.0000	0.0365	16.0000	0.0365
920	22.0000	0.0421	22.0000	0.0421
930	28.0000	0.0367	28.0000	0.0367
3101	1.0000	0.0106	1.0000	0.0106
3151	1.0000	0.0435	1.0000	0.0435
8291	1.0000	0.0667	1.0000	0.0667
8391	3.0000	0.0256	3.0000	0.0256
3670	4.0000	0.0286	4.0000	0.0286
6051	2.0000	0.0168	2.0000	0.0168
6111	6.0000	0.0324	6.0000	0.0324
6491	0.0000	0.0000	0.0000	0.0000
11981	1.0000	0.0227	1.0000	0.0227
12001	0.0000	0.0000	0.0000	0.0000
12281	0.0000	0.0000	0.0000	0.0000
12881	0.0000	0.0000	0.0000	0.0000
12911	1.0000	0.0074	1.0000	0.0074
13101	2.0000	0.0233	2.0000	0.0233
13211	2.0000	0.2222	2.0000	0.2222
17321	1.0000	0.0526	1.0000	0.0526
2631	2.0000	0.0106	2.0000	0.0106
11941	1.0000	0.0048	1.0000	0.0048
11951	1.0000	0.0435	1.0000	0.0435
9281	2.0000	0.0225	2.0000	0.0225
9381	1.0000	0.0286	1.0000	0.0286
9731	4.0000	0.0201	4.0000	0.0201
9821	0.0000	0.0000	0.0000	0.0000
14851	0.0000	0.0000	0.0000	0.0000
15121	0.0000	0.0000	0.0000	0.0000
6280	2.0000	0.0206	2.0000	0.0206
6290	3.0000	0.0217	3.0000	0.0217
15171	0.0000	0.0000	0.0000	0.0000
19201	4.0000	0.0323	4.0000	0.0323
19221	2.0000	0.0183	2.0000	0.0183
7360	15.0000	0.0390	15.0000	0.0390
7380	24.0000	0.0374	24.0000	0.0374
7390	29.0000	0.0352	29.0000	0.0352
7420	34.0000	0.0369	34.0000	0.0369
7450	34.0000	0.0369	34.0000	0.0369
19311	4.0000	0.0348	4.0000	0.0348
19331	1.0000	0.0400	1.0000	0.0400
19341	0.0000	0.0000	0.0000	0.0000
19351	2.0000	0.0267	2.0000	0.0267
19421	0.0000	0.0000	0.0000	0.0000
19471	4.0000	0.0286	4.0000	0.0286
19861	9.0000	0.0380	9.0000	0.0380
7460	12.0000	0.0385	12.0000	0.0385
381	1.0000	0.0263	1.0000	0.0263
831	0.0000	0.0000	0.0000	0.0000
1001	1.0000	0.0294	1.0000	0.0294
3571	0.0000	0.0000	0.0000	0.0000
3621	0.0000	0.0000	0.0000	0.0000
7251	0.0000	0.0000	0.0000	0.0000
5961	3.0000	0.0323	3.0000	0.0323
5981	4.0000	0.0381	4.0000	0.0381
1890	6.0000	0.0294	6.0000	0.0294
6061	5.0000	0.0296	5.0000	0.0296
6101	11.0000	0.0317	11.0000	0.0317
6311	15.0000	0.0464	15.0000	0.0464
6321	14.0000	0.0491	14.0000	0.0491
7071	3.0000	0.0330	3.0000	0.0330
7191	2.0000	0.0169	2.0000	0.0169
7221	5.0000	0.0376	5.0000	0.0376
7411	1.0000	0.0076	1.0000	0.0076
8271	17.0000	0.0520	17.0000	0.0520
11971	0.0000	0.0000	0.0000	0.0000
17291	2.0000	0.0085	2.0000	0.0085
17311	0.0000	0.0000	0.0000	0.0000
17331	0.0000	0.0000	0.0000	0.0000
17431	0.0000	0.0000	0.0000	0.0000
17451	1.0000	0.2500	1.0000	0.2500
17531	1.0000	1.0000	1.0000	1.0000
17551	1.0000	0.0204	1.0000	0.0204
17571	3.0000	0.0411	3.0000	0.0411
17641	1.0000	0.0200	1.0000	0.0200
17781	0.0000	0.0000	0.0000	0.0000
17791	1.0000	0.1667	1.0000	0.1667
7060	3.0000	0.0938	3.0000	0.0938
17951	0.0000	0.0000	0.0000	0.0000
18311	1.0000	0.0667	1.0000	0.0667
2381	8.0000	0.0248	8.0000	0.0248
4171	1.0000	0.0238	1.0000	0.0238
1330	1.0000	0.0172	1.0000	0.0172
1440	1.0000	0.0147	1.0000	0.0147
1510	2.0000	0.0256	2.0000	0.0256
1650	3.0000	0.0357	3.0000	0.0357
1900	3.0000	0.0326	3.0000	0.0326
4261	2.0000	0.0714	2.0000	0.0714
1320	2.0000	0.0370	2.0000	0.0370
4271	0.0000	0.0000	0.0000	0.0000
1150	2.0000	0.0241	2.0000	0.0241
1730	3.0000	0.0333	3.0000	0.0333
1920	3.0000	0.0244	3.0000	0.0244
4080	8.0000	0.0325	8.0000	0.0325
4321	5.0000	0.0391	5.0000	0.0391
1160	6.0000	0.0455	6.0000	0.0455
4681	8.0000	0.0503	8.0000	0.0503
1310	13.0000	0.0442	13.0000	0.0442
1560	14.0000	0.0391	14.0000	0.0391
4701	2.0000	0.1818	2.0000	0.1818
4961	1.0000	0.0244	1.0000	0.0244
5011	2.0000	0.1818	2.0000	0.1818
5521	1.0000	0.1000	1.0000	0.1000
5771	3.0000	0.1304	3.0000	0.1304
5791	2.0000	0.2222	2.0000	0.2222
5901	1.0000	0.0833	1.0000	0.0833
6011	5.0000	0.0459	5.0000	0.0459
6191	0.0000	0.0000	0.0000	0.0000
6371	0.0000	0.0000	0.0000	0.0000
7791	2.0000	0.0909	2.0000	0.0909
2480	4.0000	0.1333	4.0000	0.1333
8021	1.0000	0.1000	1.0000	0.1000
8521	0.0000	0.0000	0.0000	0.0000
8611	1.0000	0.0200	1.0000	0.0200
9251	0.0000	0.0000	0.0000	0.0000
9271	1.0000	0.0094	1.0000	0.0094
14741	6.0000	0.0213	6.0000	0.0213
14801	4.0000	0.0364	4.0000	0.0364
14841	8.0000	0.0513	8.0000	0.0513
15321	4.0000	0.0909	4.0000	0.0909
15601	4.0000	0.0580	4.0000	0.0580
16841	1.0000	0.0357	1.0000	0.0357
19171	1.0000	0.0175	1.0000	0.0175
291	4.0000	0.0348	4.0000	0.0348
341	3.0000	0.0244	3.0000	0.0244
30	5.0000	0.0294	5.0000	0.0294
40	6.0000	0.0208	6.0000	0.0208
431	0.0000	0.0000	0.0000	0.0000
441	4.0000	0.0288	4.0000	0.0288
801	0.0000	0.0000	0.0000	0.0000
1051	3.0000	0.0577	3.0000	0.0577
3691	1.0000	0.0556	1.0000	0.0556
7381	3.0000	0.0309	3.0000	0.0309
5951	0.0000	0.0000	0.0000	0.0000
6151	4.0000	0.0345	4.0000	0.0345
11911	2.0000	0.0153	2.0000	0.0153
17231	2.0000	0.0541	2.0000	0.0541
17261	0.0000	0.0000	0.0000	0.0000
17271	0.0000	0.0000	0.0000	0.0000
17301	1.0000	0.0769	1.0000	0.0769
17461	1.0000	0.0556	1.0000	0.0556
17491	1.0000	0.0625	1.0000	0.0625
17591	0.0000	0.0000	0.0000	0.0000
2171	0.0000	0.0000	0.0000	0.0000
2691	5.0000	0.0207	5.0000	0.0207
800	15.0000	0.0348	15.0000	0.0348
2711	2.0000	0.0286	2.0000	0.0286
2771	8.0000	0.0254	8.0000	0.0254
9211	7.0000	0.0202	7.0000	0.0202
9481	0.0000	0.0000	0.0000	0.0000
9541	3.0000	0.0172	3.0000	0.0172
9681	2.0000	0.0274	2.0000	0.0274
4250	5.0000	0.0329	5.0000	0.0329
9701	3.0000	0.0236	3.0000	0.0236
3450	3.0000	0.0131	3.0000	0.0131
9881	3.0000	0.0129	3.0000	0.0129
9901	3.0000	0.0435	3.0000	0.0435
10981	1.0000	0.0042	1.0000	0.0042
4750	2.0000	0.0059	2.0000	0.0059
11171	0.0000	0.0000	0.0000	0.0000
11231	3.0000	0.0309	3.0000	0.0309
11281	3.0000	0.0229	3.0000	0.0229
12641	6.0000	0.0226	6.0000	0.0226
14681	4.0000	0.0930	4.0000	0.0930
19081	1.0000	0.0111	1.0000	0.0111
20141	0.0000	0.0000	0.0000	0.0000
20201	7.0000	0.0239	7.0000	0.0239
20351	0.0000	0.0000	0.0000	0.0000
7610	0.0000	0.0000	0.0000	0.0000
7620	1.0000	0.0179	1.0000	0.0179
7680	2.0000	0.0274	2.0000	0.0274
20521	0.0000	0.0000	0.0000	0.0000
281	0.0000	0.0000	0.0000	0.0000
941	4.0000	0.0426	4.0000	0.0426
971	4.0000	0.0519	4.0000	0.0519
2141	1.0000	0.0294	1.0000	0.0294
4851	3.0000	0.0508	3.0000	0.0508
8111	2.0000	0.0476	2.0000	0.0476
8131	2.0000	0.0260	2.0000	0.0260
5931	3.0000	0.0088	3.0000	0.0088
6121	0.0000	0.0000	0.0000	0.0000
1940	1.0000	0.0175	1.0000	0.0175
7031	3.0000	0.0163	3.0000	0.0163
8261	0.0000	0.0000	0.0000	0.0000
2630	1.0000	0.0119	1.0000	0.0119
2650	1.0000	0.0073	1.0000	0.0073
8401	2.0000	0.0741	2.0000	0.0741
11901	0.0000	0.0000	0.0000	0.0000
14021	7.0000	0.0504	7.0000	0.0504
14421	0.0000	0.0000	0.0000	0.0000
17211	3.0000	0.0288	3.0000	0.0288
17241	1.0000	0.0263	1.0000	0.0263
17251	1.0000	0.0370	1.0000	0.0370
7050	4.0000	0.0476	4.0000	0.0476
17281	4.0000	0.0563	4.0000	0.0563
17411	3.0000	0.0297	3.0000	0.0297
17541	2.0000	0.0588	2.0000	0.0588
6990	3.0000	0.0667	3.0000	0.0667
7000	5.0000	0.0833	5.0000	0.0833
17601	6.0000	0.0324	6.0000	0.0324
17861	11.0000	0.0357	11.0000	0.0357
17911	4.0000	0.0167	4.0000	0.0167
18021	1.0000	0.0068	1.0000	0.0068
18041	3.0000	0.0196	3.0000	0.0196
18081	4.0000	0.0455	4.0000	0.0455
18281	5.0000	0.0357	5.0000	0.0357
7190	7.0000	0.0438	7.0000	0.0438
18291	4.0000	0.0230	4.0000	0.0230
2051	0.0000	0.0000	0.0000	0.0000
2281	3.0000	0.0333	3.0000	0.0333
1810	7.0000	0.0203	7.0000	0.0203
2180	9.0000	0.0206	9.0000	0.0206
2961	4.0000	0.0784	4.0000	0.0784
1820	6.0000	0.0408	6.0000	0.0408
3211	1.0000	0.0303	1.0000	0.0303
3301	5.0000	0.0420	5.0000	0.0420
1830	9.0000	0.0369	9.0000	0.0369
3741	3.0000	0.0210	3.0000	0.0210
1760	7.0000	0.0368	7.0000	0.0368
1790	9.0000	0.0316	9.0000	0.0316
4041	2.0000	0.0625	2.0000	0.0625
4051	1.0000	0.0312	1.0000	0.0312
1800	2.0000	0.0286	2.0000	0.0286
4091	1.0000	0.0588	1.0000	0.0588
4391	1.0000	0.0263	1.0000	0.0263
4421	2.0000	0.0370	2.0000	0.0370
4981	3.0000	0.0159	3.0000	0.0159
5071	3.0000	0.0238	3.0000	0.0238
1840	5.0000	0.0269	5.0000	0.0269
5851	0.0000	0.0000	0.0000	0.0000
1960	1.0000	0.0476	1.0000	0.0476
6201	1.0000	0.0500	1.0000	0.0500
1850	1.0000	0.0213	1.0000	0.0213
1930	1.0000	0.0208	1.0000	0.0208
1950	1.0000	0.0204	1.0000	0.0204
6381	1.0000	0.0182	1.0000	0.0182
2150	2.0000	0.0241	2.0000	0.0241
9081	5.0000	0.0331	5.0000	0.0331
9291	1.0000	0.0435	1.0000	0.0435
3120	5.0000	0.0435	5.0000	0.0435
3170	5.0000	0.0305	5.0000	0.0305
3180	5.0000	0.0269	5.0000	0.0269
3190	5.0000	0.0234	5.0000	0.0234
3210	8.0000	0.0333	8.0000	0.0333
9331	1.0000	0.0256	1.0000	0.0256
3290	2.0000	0.0294	2.0000	0.0294
3350	4.0000	0.0234	4.0000	0.0234
