ID	RELIGION	LEISURE	ACHIEVEMENT	HOME	WORK	MONEY	DEATH	
18281	0.0000	3.3613	3.3613	0.0000	10.9244	0.8403	0.0000	
7190	0.0000	5.5556	5.5556	0.0000	11.1111	0.0000	0.0000	
18291	0.0000	0.0000	1.3072	0.0000	1.3072	0.0000	0.0000	
2051	0.0000	0.0000	4.7619	0.0000	4.7619	0.0000	0.0000	
2281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1810	0.0000	3.5714	1.7857	0.0000	3.1250	0.0000	0.0000	
2180	0.0000	1.2987	0.0000	0.0000	0.0000	0.0000	0.0000	
2961	0.0000	0.0000	4.0816	0.0000	0.0000	0.0000	0.0000	
1820	0.0000	3.2967	5.4945	0.0000	2.1978	0.0000	0.0000	
3211	0.0000	0.0000	3.4483	0.0000	0.0000	0.0000	0.0000	
3301	0.0000	3.6697	0.9174	0.0000	0.9174	0.0000	0.0000	
1830	0.0000	0.8929	3.5714	0.0000	1.7857	0.0000	0.0000	
3741	0.0000	0.8197	2.4590	0.8197	1.6393	0.0000	0.0000	
1760	0.0000	2.4390	2.4390	0.0000	2.4390	0.0000	0.0000	
1790	0.0000	0.0000	4.8780	0.0000	6.0976	0.0000	0.0000	
4041	0.0000	3.4483	6.8966	0.0000	0.0000	0.0000	0.0000	
4051	0.0000	3.3333	0.0000	0.0000	0.0000	0.0000	0.0000	
1800	0.0000	0.0000	2.7778	0.0000	0.0000	0.0000	0.0000	
4091	0.0000	0.0000	5.8824	0.0000	5.8824	0.0000	0.0000	
4391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4421	2.1277	0.0000	2.1277	0.0000	2.1277	0.0000	0.0000	
4981	0.0000	0.0000	1.2048	0.0000	0.6024	0.0000	0.0000	
5071	0.0000	0.9091	2.7273	0.0000	1.8182	0.0000	0.0000	
1840	0.0000	1.8868	3.7736	0.0000	0.0000	0.0000	0.0000	
5851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1960	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6381	0.0000	2.0000	4.0000	0.0000	0.0000	0.0000	0.0000	
2150	0.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	
9081	0.0000	0.0000	0.8475	0.0000	3.3898	0.0000	0.0000	
9291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3120	0.0000	0.0000	4.2254	0.0000	2.8169	0.0000	0.0000	
3170	0.0000	5.4054	2.7027	0.0000	2.7027	0.0000	0.0000	
3180	0.0000	5.0000	0.0000	0.0000	5.0000	0.0000	0.0000	
3190	0.0000	4.0000	12.0000	0.0000	4.0000	0.0000	0.0000	
3210	0.0000	5.2632	0.0000	0.0000	5.2632	0.0000	0.0000	
9331	0.0000	2.8571	0.0000	0.0000	5.7143	0.0000	0.0000	
3290	0.0000	0.0000	4.1667	0.0000	20.8333	0.0000	0.0000	
3350	0.0000	0.0000	1.0870	0.0000	3.2609	1.0870	0.0000	
3440	0.0000	4.1667	4.1667	0.0000	4.1667	0.0000	0.0000	
9371	0.0000	0.0000	4.2857	1.4286	1.4286	0.0000	0.0000	
3700	0.0000	0.0000	0.0000	0.0000	1.2658	0.0000	0.0000	
9561	0.0000	0.0000	4.2105	1.0526	4.2105	0.0000	0.0000	
9611	0.0000	1.3889	2.7778	0.0000	2.7778	0.0000	0.0000	
9671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3260	0.0000	0.0000	7.6923	0.0000	3.8462	1.9231	0.0000	
3360	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9741	0.0000	0.0000	0.0000	0.0000	1.9231	0.0000	0.0000	
3370	0.0000	0.0000	4.4776	0.0000	1.4925	0.0000	0.0000	
3390	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3410	0.0000	0.0000	3.3333	0.0000	6.6667	0.0000	0.0000	
3420	0.0000	4.1667	0.0000	0.0000	4.1667	0.0000	0.0000	
3430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3470	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3620	0.0000	0.8969	0.8969	0.0000	2.6906	0.8969	0.0000	
9911	0.0000	0.0000	4.4643	0.0000	3.5714	0.0000	0.0000	
3600	0.0000	0.0000	3.8462	0.0000	3.8462	3.8462	0.0000	
3610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9981	0.0000	0.0000	9.5238	0.0000	4.7619	0.0000	0.0000	
3730	0.0000	0.0000	2.2388	0.0000	0.7463	0.0000	1.4925	
3750	0.0000	0.0000	4.5455	0.0000	6.8182	2.2727	0.0000	
9991	0.0000	4.3478	0.0000	0.0000	4.3478	0.0000	0.0000	
10171	0.0000	0.0000	7.6923	0.0000	7.6923	0.0000	0.0000	
10431	0.0000	0.0000	3.0769	0.0000	0.0000	0.0000	0.0000	
3810	0.0000	1.3937	1.0453	0.0000	2.7875	0.6969	0.0000	
3830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10591	0.0000	0.0000	12.9032	0.0000	6.4516	0.0000	0.0000	
10611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14651	0.0000	1.4493	0.0000	0.0000	2.8986	0.0000	0.0000	
14661	0.0000	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	
14701	0.0000	0.0000	0.0000	0.0000	0.0000	2.0833	0.0000	
14811	0.0000	0.0000	0.0000	0.0000	4.5455	0.0000	0.0000	
14821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14831	0.0000	0.0000	0.0000	0.0000	30.0000	0.0000	0.0000	
19071	0.0000	0.0000	0.0000	0.0000	1.3514	0.0000	0.0000	
19121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19771	0.0000	0.0000	0.0000	0.0000	1.6949	0.0000	0.0000	
20731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
21101	0.0000	2.1739	0.0000	0.0000	2.1739	0.0000	0.0000	
7870	0.0000	0.0000	0.0000	0.0000	1.8519	0.0000	0.0000	
271	0.0000	4.5455	2.2727	0.0000	2.2727	0.0000	0.0000	
361	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
821	0.0000	0.0000	4.5455	0.0000	9.0909	0.0000	0.0000	
1251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9871	0.0000	0.0000	11.1111	0.0000	0.0000	0.0000	0.0000	
5970	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12991	0.0000	0.0000	0.0000	0.0000	5.2632	0.0000	0.0000	
13411	0.0000	5.5556	0.0000	0.0000	0.0000	0.0000	0.0000	
13761	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5921	0.0000	4.4503	1.5707	1.0471	1.5707	1.8325	0.0000	
6131	0.0000	3.7736	2.8302	0.0000	4.7170	0.0000	0.0000	
11881	0.0000	0.7491	1.8727	0.0000	2.2472	0.0000	0.0000	
11891	0.0000	0.0000	0.0000	0.0000	2.1277	0.0000	0.0000	
12651	0.0000	0.0000	0.4082	0.0000	1.2245	0.0000	0.0000	
5070	0.0000	0.0000	0.0000	0.0000	3.1746	0.0000	0.0000	
5410	0.0000	0.0000	2.0202	0.0000	2.0202	0.0000	0.0000	
5540	0.0000	0.0000	5.2632	0.0000	2.6316	0.0000	0.0000	
12831	0.0000	0.0000	0.0000	0.0000	0.0000	0.8000	0.0000	
5200	0.0000	0.0000	0.0000	0.0000	0.8403	0.0000	0.0000	
5220	0.0000	0.6849	0.6849	0.0000	0.6849	0.0000	0.0000	
13171	0.0000	0.0000	1.9231	0.0000	1.9231	0.0000	0.0000	
5210	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	0.0000	
5230	0.0000	1.5385	1.5385	0.0000	1.5385	0.0000	0.0000	
5910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5920	0.0000	0.7246	0.7246	0.0000	3.6232	0.0000	0.0000	
17161	0.0000	0.0000	0.0000	8.3333	8.3333	0.0000	0.0000	
2041	0.0000	0.0000	5.0000	0.0000	12.5000	0.0000	0.0000	
2431	0.0000	0.0000	9.3750	0.0000	15.6250	0.0000	0.0000	
2761	0.0000	0.0000	8.3333	0.0000	14.5833	2.0833	0.0000	
2821	0.0000	0.0000	4.0000	0.0000	8.0000	0.0000	0.0000	
3121	0.0000	0.0000	1.5625	0.0000	3.1250	0.0000	0.0000	
3521	0.0000	0.0000	5.3763	0.0000	7.5269	0.0000	0.0000	
3591	0.0000	0.0000	5.5556	0.0000	11.1111	0.0000	0.0000	
3651	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3751	0.0000	0.0000	2.5641	0.0000	6.4103	1.2821	0.0000	
3771	0.0000	0.0000	5.4054	0.0000	8.1081	0.0000	0.0000	
960	0.0000	2.5000	2.5000	0.0000	8.7500	0.0000	0.0000	
2080	0.0000	0.0000	4.5455	0.0000	6.8182	2.2727	0.0000	
3821	0.0000	0.7937	3.9683	0.7937	10.3175	1.5873	0.0000	
4121	0.0000	0.0000	4.3103	0.0000	2.5862	0.0000	0.0000	
4501	0.0000	0.0000	8.6957	0.0000	8.6957	0.0000	0.0000	
5631	0.0000	0.0000	0.0000	0.0000	25.0000	10.0000	0.0000	
6361	0.0000	0.0000	4.1667	0.0000	4.1667	0.0000	0.0000	
6611	0.0000	0.0000	5.8824	0.0000	4.4118	0.0000	0.0000	
9061	0.0000	0.0000	4.7619	0.0000	1.9048	0.9524	0.0000	
9101	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2940	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2960	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14631	0.0000	0.0000	0.0000	0.0000	3.5714	1.7857	0.0000	
16741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
18981	0.0000	0.0000	2.4390	0.0000	7.3171	0.0000	0.0000	
19871	0.0000	0.0000	0.0000	0.0000	1.9608	0.0000	0.0000	
7500	0.0000	1.2048	3.0120	0.0000	4.2169	0.6024	0.0000	
7540	0.0000	0.0000	0.0000	0.0000	6.6667	0.0000	0.0000	
7550	0.0000	0.0000	0.0000	0.0000	5.7971	0.0000	0.0000	
20031	0.0000	0.5236	2.6178	0.0000	6.8063	0.0000	0.0000	
7570	0.0000	0.0000	6.6667	0.0000	6.6667	0.0000	0.0000	
20421	0.0000	0.0000	3.4483	0.0000	10.3448	0.0000	0.0000	
241	0.0000	6.0606	0.0000	0.0000	9.0909	0.0000	0.0000	
411	0.0000	0.8547	3.4188	0.0000	11.1111	0.0000	0.0000	
60	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
70	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
80	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
861	0.0000	0.0000	4.5455	0.0000	9.0909	0.0000	0.0000	
6620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15851	0.0000	0.0000	2.6316	0.0000	5.2632	0.0000	0.0000	
5781	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
9651	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
13031	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
15571	0.0000	3.0769	0.0000	0.0000	7.6923	0.0000	0.0000	
16911	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
18141	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
19031	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
20711	0.0000	3.0303	0.0000	0.0000	7.5758	0.0000	0.0000	
11851	0.0000	1.3889	1.3889	0.0000	5.5556	0.0000	0.0000	
17111	0.0000	1.6393	0.0000	0.0000	0.0000	0.0000	0.0000	
17141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17631	0.0000	0.0000	0.0000	0.0000	6.6667	0.0000	0.0000	
17851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2021	0.0000	2.2222	0.0000	1.1111	2.2222	0.0000	0.0000	
9021	0.0000	1.1696	1.1696	0.0000	1.7544	0.0000	0.0000	
9041	0.0000	4.8780	0.0000	0.0000	0.0000	0.0000	0.0000	
3220	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3380	0.0000	0.0000	1.9608	1.9608	5.8824	3.9216	0.0000	
9621	2.0408	2.0408	0.0000	2.0408	4.0816	4.0816	0.0000	
13661	0.0000	0.0000	0.0000	0.0000	1.5152	1.0101	0.0000	
14501	0.0000	0.0000	0.0000	0.7463	6.7164	0.0000	0.0000	
18961	0.0000	4.2553	0.0000	0.0000	8.5106	0.0000	0.0000	
19141	0.0000	0.0000	2.6144	0.0000	8.4967	2.6144	0.0000	
231	0.0000	0.0000	0.0000	0.0000	5.5556	2.7778	0.0000	
501	0.0000	0.0000	0.0000	0.0000	3.5714	0.0000	0.0000	
771	0.0000	0.0000	4.7619	0.0000	9.5238	0.0000	0.0000	
5751	0.0000	0.0000	0.0000	0.0000	4.1667	0.0000	0.0000	
11801	0.0000	0.0000	2.6316	0.0000	5.2632	0.0000	0.0000	
11811	0.0000	5.2632	0.0000	0.0000	5.2632	0.0000	0.0000	
4230	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	
11821	0.0000	0.0000	0.8696	0.0000	4.3478	0.0000	0.0000	
4710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12211	0.0000	0.0000	1.3699	0.0000	8.2192	0.0000	0.0000	
5180	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	0.0000	
5610	0.0000	0.0000	3.5088	0.0000	10.5263	0.0000	0.0000	
12661	0.0000	0.0000	5.0000	0.0000	1.6667	0.0000	0.0000	
17031	0.0000	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	
17061	0.0000	0.0000	1.5385	0.0000	6.1538	0.0000	0.0000	
6870	0.0000	0.4425	1.7699	1.3274	9.2920	0.4425	0.0000	
2011	0.0000	0.0000	8.3333	0.0000	8.3333	0.0000	0.0000	
8981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9141	0.0000	0.0000	0.0000	0.0000	3.4483	0.0000	0.0000	
9431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14491	0.0000	4.0000	2.0000	2.0000	2.0000	0.0000	0.0000	
14611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14691	0.0000	4.1420	0.5917	1.7751	2.3669	1.1834	0.0000	
6050	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6130	0.0000	0.0000	0.0000	2.8571	2.8571	2.8571	0.0000	
6150	0.0000	2.0000	0.0000	2.0000	2.0000	0.0000	0.0000	
14981	0.0000	0.0000	1.0204	0.0000	4.0816	1.0204	0.0000	
6190	0.0000	0.0000	1.8072	0.0000	6.0241	0.0000	0.0000	
15011	0.0000	0.0000	0.0000	0.0000	1.5873	1.5873	0.0000	
6610	0.0000	1.9608	5.8824	0.0000	0.0000	0.0000	0.0000	
15361	0.0000	0.0000	0.0000	0.0000	8.6957	0.0000	0.0000	
18941	0.0000	0.0000	3.8462	0.0000	3.8462	0.0000	0.0000	
221	0.0000	0.0000	3.1250	0.0000	7.8125	0.0000	0.0000	
331	0.0000	0.0000	2.1277	0.0000	2.1277	0.0000	0.0000	
471	0.0000	0.0000	0.0000	0.0000	13.6364	0.0000	0.0000	
1801	0.0000	0.0000	6.4516	0.0000	6.4516	0.0000	0.0000	
2101	0.0000	0.0000	1.1765	1.1765	7.0588	0.0000	0.0000	
740	0.0000	0.0000	3.7037	0.0000	7.4074	0.0000	0.0000	
3681	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	
5741	0.0000	0.0000	3.0303	0.0000	6.0606	0.0000	0.0000	
5911	0.0000	0.9346	0.9346	0.9346	10.2804	0.0000	0.0000	
6251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6411	0.0000	0.0000	2.2727	0.0000	11.3636	0.0000	0.0000	
6561	0.0000	0.0000	4.7244	0.0000	9.4488	0.0000	0.0000	
11091	0.0000	1.8051	1.0830	0.0000	6.8592	0.3610	0.0000	
12291	0.0000	0.0000	1.3393	1.7857	7.1429	0.0000	0.0000	
4890	0.0000	0.0000	0.0000	3.5714	5.3571	0.0000	0.0000	
11791	0.0000	0.0000	0.0000	0.0000	5.3097	0.0000	0.0000	
11841	0.0000	0.0000	1.9231	0.0000	3.8462	0.0000	0.0000	
4340	0.0000	0.0000	0.5988	0.0000	2.3952	0.0000	0.0000	
11921	0.0000	0.0000	1.1236	0.0000	0.0000	0.0000	0.0000	
4330	0.0000	0.0000	0.0000	0.0000	1.5873	0.0000	0.0000	
4410	0.0000	0.0000	1.5873	0.0000	0.0000	0.0000	0.0000	
4450	0.0000	0.8772	0.8772	0.0000	2.0468	0.2924	0.0000	
4470	0.0000	0.0000	1.7857	0.0000	0.8929	1.7857	0.0000	
12131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12151	0.0000	1.3043	0.8696	0.0000	1.3043	0.4348	0.0000	
4590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12421	0.0000	0.0000	1.7857	0.0000	0.0000	0.5952	0.0000	
4740	0.0000	0.0000	1.6949	0.0000	1.6949	0.0000	0.0000	
4960	0.0000	1.2579	0.6289	0.0000	2.5157	0.0000	0.0000	
12781	0.0000	0.9709	2.4272	0.0000	1.4563	0.0000	0.0000	
5040	0.0000	1.0753	4.3011	1.0753	1.0753	1.0753	0.0000	
17011	0.0000	0.0000	1.8692	0.9346	2.8037	0.0000	0.0000	
17081	0.0000	0.0000	0.0000	0.0000	20.8333	0.0000	0.0000	
1981	0.0000	3.3333	0.8333	0.5556	3.3333	1.9444	0.0000	
8931	0.0000	5.4545	1.8182	0.0000	9.0909	0.0000	0.0000	
8941	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8971	0.0000	3.0303	0.0000	0.0000	0.0000	0.0000	0.0000	
9051	0.0000	0.0000	4.5455	0.0000	0.0000	0.0000	0.0000	
3080	0.0000	0.0000	3.7037	0.0000	0.0000	0.0000	0.0000	
9301	0.0000	0.0000	0.0000	0.0000	3.7037	0.0000	0.0000	
9311	0.0000	0.0000	1.4286	0.0000	1.4286	2.8571	0.0000	
3110	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	
3130	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	
14461	0.0000	0.0000	1.5385	0.0000	3.0769	0.0000	0.0000	
14471	0.0000	0.6173	1.8519	0.0000	2.4691	0.0000	0.0000	
14551	0.0000	1.3514	2.7027	0.0000	1.3514	0.0000	0.0000	
14781	0.0000	0.9091	0.9091	0.0000	0.9091	0.0000	0.0000	
15621	0.0000	4.0650	2.4390	0.0000	1.6260	0.8130	0.0000	
6590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15941	0.0000	0.0000	3.5714	0.0000	0.0000	0.0000	0.0000	
16381	5.5556	5.5556	0.0000	0.0000	2.7778	0.0000	0.0000	
16411	0.0000	0.0000	0.0000	0.0000	7.5000	0.0000	0.0000	
18931	0.0000	0.4831	7.7295	0.0000	7.7295	0.0000	0.0000	
19051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
21111	0.0000	2.6667	2.6667	0.0000	5.3333	0.0000	0.0000	
21321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
191	0.0000	4.5455	1.1364	0.0000	1.1364	0.0000	0.0000	
391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
50	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
621	0.0000	1.4493	0.0000	0.0000	2.8986	0.0000	0.0000	
330	0.0000	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	
631	0.0000	2.0000	1.0000	0.0000	2.0000	0.0000	0.0000	
360	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
921	0.0000	0.0000	11.8421	0.0000	5.2632	0.0000	0.0000	
961	0.0000	0.0000	5.6338	0.0000	9.8592	0.0000	0.0000	
340	0.0000	0.0000	2.7778	0.0000	2.7778	0.0000	0.0000	
5671	0.0000	0.0000	5.1948	0.0000	9.0909	0.0000	0.0000	
11761	0.0000	0.0000	7.8652	0.0000	2.2472	0.0000	0.0000	
16881	0.0000	0.0000	0.0000	0.0000	1.6949	1.6949	0.0000	
1871	0.0000	0.0000	3.8462	0.0000	7.6923	0.0000	0.0000	
2061	0.0000	0.0000	1.8519	0.0000	9.2593	0.0000	0.0000	
750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2860	0.0000	3.6364	0.0000	0.0000	12.7273	0.0000	0.0000	
2111	0.0000	1.7544	1.7544	0.0000	10.5263	0.0000	0.0000	
760	0.0000	5.8824	0.0000	0.0000	0.0000	0.0000	0.0000	
2581	0.0000	0.0000	2.9412	0.0000	8.8235	0.0000	0.0000	
2681	0.0000	0.0000	6.4103	0.0000	10.2564	0.0000	0.0000	
770	0.0000	0.0000	0.0000	0.0000	6.6667	0.0000	0.0000	
2721	0.0000	0.0000	1.6393	0.0000	9.8361	0.0000	0.0000	
2751	0.0000	1.4493	4.3478	0.0000	5.7971	0.0000	0.0000	
780	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2811	0.0000	2.7027	8.1081	0.0000	8.1081	0.0000	0.0000	
2831	0.0000	0.0000	1.7699	0.0000	7.0796	0.0000	0.0000	
1230	0.0000	0.0000	0.0000	0.0000	7.6923	0.0000	0.0000	
2851	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	
2861	0.0000	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	
3111	0.0000	0.0000	4.8387	0.0000	12.9032	1.6129	0.0000	
3171	0.0000	0.0000	0.0000	0.0000	10.9091	0.0000	0.0000	
3541	0.0000	0.0000	4.4776	0.0000	4.4776	0.0000	0.0000	
3631	0.0000	0.0000	4.0816	0.0000	10.2041	0.0000	0.0000	
3731	0.0000	0.0000	2.2989	0.0000	2.2989	0.0000	0.0000	
3871	0.0000	0.0000	0.0000	0.0000	6.9767	0.0000	0.0000	
3901	0.0000	0.0000	4.8780	0.0000	7.3171	0.0000	0.0000	
1010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1090	0.0000	0.0000	0.0000	0.0000	10.5263	0.0000	0.0000	
1100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1130	0.0000	0.0000	0.0000	0.0000	11.3208	1.8868	0.0000	
1170	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	
1690	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4021	0.0000	0.0000	11.7647	0.0000	17.6471	2.9412	0.0000	
4201	0.0000	0.0000	5.7143	0.0000	2.8571	0.0000	0.0000	
4241	1.5625	1.5625	4.6875	0.0000	7.8125	0.0000	0.0000	
1140	0.0000	0.0000	4.3478	0.0000	10.1449	0.0000	0.0000	
4371	0.0000	0.0000	9.6774	0.0000	19.3548	3.2258	0.0000	
1180	0.0000	0.0000	7.6923	0.0000	7.6923	0.0000	0.0000	
4401	0.0000	0.0000	4.7619	0.0000	14.2857	0.0000	0.0000	
4671	0.0000	0.6623	3.9735	0.0000	6.6225	0.6623	0.0000	
4691	0.0000	1.5152	4.5455	0.0000	18.1818	1.5152	0.0000	
4721	0.0000	0.0000	4.3478	0.0000	10.1449	0.0000	0.0000	
4741	0.0000	3.4483	4.5977	0.0000	14.9425	0.0000	0.0000	
2850	0.0000	6.3830	4.2553	0.0000	6.3830	0.0000	0.0000	
2890	0.0000	4.4643	2.6786	0.0000	5.3571	3.5714	0.0000	
4821	0.0000	1.8519	0.0000	0.0000	9.2593	0.0000	0.0000	
4881	0.0000	2.0833	5.2083	0.0000	9.3750	0.0000	2.0833	
1470	0.0000	0.0000	6.6667	0.0000	13.3333	0.0000	0.0000	
5021	0.0000	0.0000	7.1429	0.0000	10.7143	1.7857	0.0000	
1410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5101	0.0000	0.0000	6.5217	0.0000	13.0435	0.0000	0.0000	
5221	0.0000	0.0000	4.9180	0.0000	9.8361	0.0000	0.0000	
5281	0.0000	2.0270	4.7297	0.0000	4.7297	0.0000	0.0000	
5591	0.0000	2.9851	1.4925	0.0000	10.4478	0.0000	0.0000	
5801	0.0000	0.0000	8.1967	0.0000	11.4754	1.6393	0.0000	
5821	0.0000	0.0000	2.6667	0.0000	13.3333	0.0000	0.0000	
5881	0.0000	2.6316	2.6316	0.0000	2.6316	0.0000	0.0000	
1910	0.0000	0.0000	0.0000	0.0000	9.3750	0.0000	0.0000	
5891	0.0000	1.8182	3.6364	0.0000	12.7273	0.0000	0.0000	
5941	0.0000	0.0000	1.9231	0.0000	7.6923	0.0000	0.0000	
6181	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	
6231	0.0000	0.0000	0.0000	0.0000	13.0435	4.3478	0.0000	
6531	0.0000	0.0000	0.0000	0.0000	10.5263	0.0000	0.0000	
8861	0.0000	0.0000	3.5714	0.0000	4.7619	2.3810	0.0000	
9001	0.0000	0.0000	0.0000	0.0000	3.7037	0.0000	0.0000	
9091	0.0000	0.0000	2.3529	0.0000	2.9412	0.0000	0.0000	
9121	0.0000	0.0000	1.7094	0.0000	1.7094	0.8547	0.0000	
10451	0.0000	0.0000	1.2658	0.0000	1.8987	0.0000	0.0000	
10491	0.0000	1.2000	2.4000	0.0000	6.4000	1.6000	0.0000	
14401	0.0000	0.0000	5.7143	0.0000	0.0000	0.0000	0.0000	
