ID	FIRST	PREV	AVG	MIN	MAX	STDEV
13941	0.0505	0.1227	0.1009	0.0001	0.2454	0.0838
13971	0.0643	0.1298	0.1134	0.0276	0.2288	0.0604
14261	0.1685	0.1237	0.2366	0.0274	0.4666	0.1406
14321	0.2240	0.3024	0.2415	0.1005	0.4943	0.1100
14331	0.0245	0.0839	0.0900	0.0000	0.2457	0.0700
14451	0.2121	0.0000	0.2170	0.0000	0.4159	0.1222
14521	0.1311	0.2977	0.1171	0.0000	0.2977	0.0776
14591	0.1411	0.0986	0.2080	0.0094	0.3894	0.1211
14621	0.1710	0.2577	0.2335	0.0503	0.4656	0.1289
15951	0.2717	0.1847	0.1970	0.0016	0.4092	0.0977
6670	0.1730	0.1223	0.0779	0.0000	0.1730	0.0456
6680	0.0253	0.0038	0.0968	0.0000	0.3998	0.1031
6690	0.2736	0.0039	0.1082	0.0000	0.3884	0.1007
16131	0.0793	0.0476	0.0690	0.0000	0.1795	0.0460
16261	0.0367	0.0119	0.1204	0.0019	0.3099	0.0908
17971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18221	0.3536	0.3536	0.3536	0.3536	0.3536	0.0000
4301	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4341	0.2029	0.2029	0.2029	0.2029	0.2029	0.0000
10231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20021	0.1681	0.1681	0.1681	0.1681	0.1681	0.0000
20271	0.1060	0.0252	0.0656	0.0252	0.1060	0.0571
731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
851	0.0108	0.0108	0.0108	0.0108	0.0108	0.0000
1161	0.2559	0.0188	0.1374	0.0188	0.2559	0.1677
190	0.2774	0.4075	0.2348	0.0196	0.4075	0.1974
1190	0.2170	0.4640	0.2830	0.0250	0.4640	0.2034
1351	0.2925	0.4717	0.3618	0.0304	0.5481	0.2075
530	0.0236	0.0151	0.0131	0.0003	0.0236	0.0092
1631	0.1695	0.0027	0.1930	0.0027	0.3348	0.1320
550	0.1001	0.1274	0.0951	0.0072	0.1964	0.0621
1711	0.2147	0.1357	0.1256	0.0251	0.2147	0.0605
540	0.1648	0.0941	0.0939	0.0220	0.1670	0.0585
2121	0.1536	0.0466	0.0704	0.0035	0.1536	0.0438
710	0.1215	0.3148	0.1072	0.0063	0.3148	0.0829
3331	0.1827	0.0946	0.0970	0.0033	0.2681	0.0697
4561	0.0928	0.1237	0.0823	0.0015	0.1550	0.0407
4891	0.1244	0.1369	0.0924	0.0056	0.2114	0.0554
4951	0.1080	0.0988	0.0700	0.0058	0.1808	0.0469
6221	0.1274	0.0604	0.1150	0.0387	0.2181	0.0585
6651	0.1156	0.1107	0.0876	0.0042	0.2162	0.0496
6851	0.1571	0.1749	0.1217	0.0035	0.2667	0.0723
6861	0.0067	0.0513	0.0220	0.0000	0.1559	0.0363
10391	0.1039	0.0308	0.0629	0.0173	0.1106	0.0282
10411	0.2352	0.0751	0.1257	0.0142	0.2694	0.0681
11701	0.0610	0.1693	0.0606	0.0027	0.1693	0.0410
7211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7531	0.2304	0.2304	0.2304	0.2304	0.2304	0.0000
7561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7611	0.0140	0.0000	0.0047	0.0000	0.0140	0.0080
10461	0.3167	0.0324	0.1610	0.0000	0.3167	0.1679
12681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13141	0.2460	0.2460	0.2460	0.2460	0.2460	0.0000
13611	0.2501	0.0877	0.1689	0.0877	0.2501	0.1148
13641	0.3349	0.1966	0.3291	0.1966	0.4559	0.1297
5570	0.0119	0.0335	0.0276	0.0119	0.0503	0.0179
17961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18631	0.1503	0.1503	0.1503	0.1503	0.1503	0.0000
7370	0.0805	0.0105	0.0455	0.0105	0.0805	0.0495
18761	0.0967	0.0646	0.1331	0.0646	0.2381	0.0923
7280	0.0221	0.1989	0.1123	0.0221	0.1989	0.0950
19261	0.0360	0.0048	0.0619	0.0048	0.1503	0.0651
4231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4251	0.1553	0.1553	0.1553	0.1553	0.1553	0.0000
4361	0.1078	0.1416	0.1247	0.1078	0.1416	0.0239
4481	0.4100	0.0170	0.1705	0.0170	0.4100	0.2102
4551	0.2195	0.2215	0.1388	0.0112	0.2215	0.1015
4621	0.2892	0.0970	0.1518	0.0629	0.2892	0.1038
7151	0.2608	0.0927	0.1330	0.0143	0.2608	0.0923
7181	0.1642	0.1076	0.1047	0.0048	0.1963	0.0636
10051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10101	0.0210	0.0210	0.0210	0.0210	0.0210	0.0000
10581	0.0637	0.0410	0.0523	0.0410	0.0637	0.0160
15451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15491	0.1427	0.1427	0.1427	0.1427	0.1427	0.0000
15501	0.1396	0.2869	0.2133	0.1396	0.2869	0.1042
15911	0.0690	0.0941	0.0770	0.0680	0.0941	0.0148
15921	0.0891	0.0063	0.0266	0.0002	0.0891	0.0419
15961	0.0001	0.0001	0.0036	0.0001	0.0137	0.0059
15981	0.0816	0.0031	0.0889	0.0031	0.1424	0.0488
16161	0.0467	0.0689	0.0458	0.0042	0.1182	0.0409
16421	0.0186	0.0186	0.0315	0.0001	0.0983	0.0315
19951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20161	0.0661	0.0661	0.0661	0.0661	0.0661	0.0000
20501	0.0047	0.0021	0.0034	0.0021	0.0047	0.0018
20781	0.1905	0.0034	0.1596	0.0034	0.2850	0.1433
20821	0.1516	0.2532	0.1166	0.0025	0.2532	0.1099
21551	0.1550	0.0943	0.0999	0.0031	0.1550	0.0583
701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
721	0.0193	0.0193	0.0193	0.0193	0.0193	0.0000
1641	1.0000	0.0193	0.5097	0.0193	1.0000	0.6934
1741	1.0000	1.0000	0.6731	0.0193	1.0000	0.5662
1821	1.0000	1.0000	0.7548	0.0193	1.0000	0.4903
1901	1.0000	1.0000	0.8039	0.0193	1.0000	0.4386
1921	1.0000	1.0000	0.8366	0.0193	1.0000	0.4004
2151	0.1242	0.1242	0.1068	0.0024	0.1242	0.0460
3931	1.0000	0.1242	0.7679	0.0193	1.0000	0.4306
4511	1.0000	1.0000	0.7937	0.0193	1.0000	0.4102
1620	1.0000	1.0000	0.8144	0.0193	1.0000	0.3922
5731	1.0000	1.0000	0.8312	0.0193	1.0000	0.3762
8461	1.0000	1.0000	0.8453	0.0193	1.0000	0.3620
10821	1.0000	1.0000	0.8572	0.0193	1.0000	0.3492
10891	0.1917	0.1917	0.1677	0.0226	0.1917	0.0612
4270	0.4194	0.0809	0.3474	0.0453	0.4194	0.1492
12321	1.0000	0.4194	0.7972	0.0193	1.0000	0.3707
12541	1.0000	1.0000	0.8091	0.0193	1.0000	0.3623
4930	0.7337	0.7337	0.6014	0.0142	0.7337	0.2600
12551	0.6760	0.4960	0.5802	0.0840	0.6760	0.1906
7201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7241	0.0560	0.0560	0.0560	0.0560	0.0560	0.0000
3650	0.2124	0.0422	0.1273	0.0422	0.2124	0.1204
7541	0.0788	0.0702	0.0751	0.0702	0.0788	0.0044
2410	0.0515	0.1494	0.0740	0.0410	0.1494	0.0506
7621	0.1241	0.0125	0.0517	0.0125	0.1241	0.0468
7841	0.0962	0.0942	0.0796	0.0401	0.1139	0.0267
4050	0.1023	0.0424	0.0410	0.0114	0.1023	0.0321
7851	0.1056	0.0705	0.0886	0.0246	0.1563	0.0420
9801	0.0917	0.1143	0.1169	0.0167	0.2673	0.0725
3480	0.1132	0.1232	0.0802	0.0282	0.1456	0.0425
3660	0.1042	0.0221	0.0620	0.0087	0.1148	0.0410
3960	0.0994	0.1121	0.0618	0.0173	0.1413	0.0402
9961	0.1163	0.1209	0.1140	0.0111	0.3718	0.0898
10111	0.1506	0.1431	0.0952	0.0230	0.1642	0.0479
10121	0.1751	0.0871	0.1149	0.0179	0.2070	0.0498
10131	0.2008	0.0803	0.0494	0.0000	0.2008	0.0645
10321	0.1345	0.0298	0.0697	0.0168	0.1350	0.0396
3790	0.0343	0.0202	0.0367	0.0030	0.1012	0.0246
11041	0.0382	0.0275	0.0430	0.0045	0.1267	0.0369
4040	0.3030	0.0550	0.0886	0.0107	0.3797	0.0958
12671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17931	0.2972	0.2972	0.2972	0.2972	0.2972	0.0000
17981	0.0003	0.0084	0.0043	0.0003	0.0084	0.0057
4191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10271	0.0001	0.0001	0.0001	0.0001	0.0001	0.0000
10421	0.3194	0.0000	0.1597	0.0000	0.3194	0.2259
10791	0.2129	0.1879	0.1336	0.0001	0.2129	0.1163
10921	0.0778	0.3035	0.1261	0.0001	0.3035	0.1287
10941	0.0966	0.1538	0.1750	0.0002	0.4501	0.1680
11151	0.0434	0.1776	0.1004	0.0001	0.2017	0.0812
13681	0.0960	0.1672	0.2052	0.0001	0.3723	0.1488
14101	0.1053	0.2887	0.1781	0.0001	0.3030	0.1099
15441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15511	0.0369	0.0369	0.0369	0.0369	0.0369	0.0000
6420	0.1219	0.0680	0.0949	0.0680	0.1219	0.0381
6440	0.0276	0.1508	0.0661	0.0198	0.1508	0.0735
15541	0.1300	0.0097	0.0529	0.0097	0.1300	0.0529
19911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11251	0.0075	0.0075	0.0075	0.0075	0.0075	0.0000
11391	0.0228	0.0206	0.0217	0.0206	0.0228	0.0015
12571	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12611	0.1553	0.1553	0.1553	0.1553	0.1553	0.0000
17891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18011	0.2233	0.2233	0.2233	0.2233	0.2233	0.0000
18061	0.1137	0.2328	0.1733	0.1137	0.2328	0.0842
4111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10071	0.2375	0.2375	0.2375	0.2375	0.2375	0.0000
10091	0.1441	0.1901	0.1671	0.1441	0.1901	0.0326
3640	0.1859	0.2730	0.2262	0.1859	0.2730	0.0439
3690	0.0439	0.1159	0.1228	0.0439	0.1874	0.0603
3720	0.2295	0.1173	0.1820	0.0829	0.2759	0.0800
3990	0.0291	0.0754	0.1370	0.0291	0.2721	0.0923
15431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15461	0.1156	0.1156	0.1156	0.1156	0.1156	0.0000
15521	0.0718	0.0189	0.0454	0.0189	0.0718	0.0374
19831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20051	0.2022	0.2022	0.2022	0.2022	0.2022	0.0000
681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
981	0.1320	0.1320	0.1320	0.1320	0.1320	0.0000
1881	0.0856	0.1285	0.1070	0.0856	0.1285	0.0303
440	0.0539	0.1759	0.0966	0.0539	0.1759	0.0688
7131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20431	0.1098	0.1098	0.1098	0.1098	0.1098	0.0000
20441	0.1059	0.2397	0.1728	0.1059	0.2397	0.0946
12491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17881	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4101	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4131	0.0167	0.0167	0.0167	0.0167	0.0167	0.0000
4311	0.2444	0.0133	0.1288	0.0133	0.2444	0.1634
4351	0.1276	0.1716	0.1007	0.0029	0.1716	0.0875
1350	0.1088	0.1920	0.1085	0.0191	0.1920	0.0707
1390	0.1197	0.4305	0.1864	0.0000	0.4305	0.1580
15371	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15641	0.1313	0.1313	0.1313	0.1313	0.1313	0.0000
19801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20041	0.3123	0.3123	0.3123	0.3123	0.3123	0.0000
20071	0.1338	0.1395	0.1367	0.1338	0.1395	0.0040
20101	0.2176	0.1477	0.1888	0.1477	0.2176	0.0366
20641	0.1797	0.0823	0.1337	0.0823	0.1797	0.0422
641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
711	0.2135	0.2135	0.2135	0.2135	0.2135	0.0000
841	0.1281	0.0908	0.1095	0.0908	0.1281	0.0264
891	0.1666	0.3431	0.2228	0.1588	0.3431	0.1042
5031	0.1383	0.2617	0.1820	0.1383	0.2617	0.0553
1400	0.1435	0.3491	0.2679	0.1165	0.3662	0.1265
2090	0.2203	0.2330	0.1942	0.0910	0.2539	0.0636
2200	0.1130	0.3524	0.1894	0.0440	0.3524	0.1049
7091	0.3283	0.1506	0.2216	0.0041	0.3876	0.1157
2120	0.2892	0.5054	0.2134	0.0024	0.5054	0.1378
2210	0.1876	0.2564	0.1376	0.0104	0.2564	0.0712
6530	0.0306	0.2319	0.0511	0.0031	0.2319	0.0625
7271	0.0571	0.0171	0.2156	0.0171	0.4412	0.1562
6991	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7011	0.3133	0.3133	0.3133	0.3133	0.3133	0.0000
7341	0.3194	0.2218	0.2706	0.2218	0.3194	0.0690
7881	0.0744	0.0787	0.0793	0.0744	0.0848	0.0052
12471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12721	0.1458	0.1458	0.1458	0.1458	0.1458	0.0000
12811	0.0463	0.1975	0.1219	0.0463	0.1975	0.1069
7200	0.5807	0.0863	0.2472	0.0747	0.5807	0.2888
18551	0.0488	0.1090	0.2219	0.0488	0.4427	0.1786
17741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17801	0.1107	0.1107	0.1107	0.1107	0.1107	0.0000
7230	0.1584	0.1029	0.1306	0.1029	0.1584	0.0393
17901	0.0645	0.1598	0.1141	0.0645	0.1598	0.0478
18321	0.0337	0.1520	0.0858	0.0000	0.1573	0.0807
18361	0.0183	0.0875	0.0491	0.0000	0.0875	0.0377
18651	0.2000	0.1181	0.2452	0.0959	0.5215	0.1536
18741	0.0384	0.2490	0.1239	0.0000	0.2490	0.0853
18781	0.0880	0.0000	0.0617	0.0000	0.2290	0.0752
3981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15291	0.0101	0.0101	0.0101	0.0101	0.0101	0.0000
15611	0.0146	0.0365	0.0255	0.0146	0.0365	0.0155
15631	0.2249	0.0235	0.0833	0.0016	0.2249	0.1231
15691	0.2271	0.0976	0.0941	0.0170	0.2271	0.0952
15821	0.0396	0.0555	0.0520	0.0320	0.0691	0.0158
16011	0.0430	0.0949	0.0607	0.0049	0.1426	0.0504
6800	0.0294	0.0819	0.0456	0.0229	0.0819	0.0238
16731	0.0309	0.0295	0.0541	0.0091	0.1010	0.0310
17731	0.0846	0.0809	0.0601	0.0120	0.1033	0.0282
19671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19681	0.2106	0.2106	0.2106	0.2106	0.2106	0.0000
19711	0.1595	0.1624	0.1609	0.1595	0.1624	0.0020
7440	0.0077	0.0055	0.0054	0.0030	0.0077	0.0024
7590	0.0301	0.0036	0.0100	0.0001	0.0301	0.0136
19741	0.0058	0.0180	0.0122	0.0058	0.0215	0.0072
7600	0.0020	0.1857	0.0324	0.0000	0.1857	0.0751
7670	0.0532	0.2387	0.0899	0.0002	0.3156	0.1310
19761	0.1470	0.0086	0.0748	0.0060	0.1690	0.0644
19781	0.0470	0.0359	0.1230	0.0016	0.4070	0.1658
19791	0.0856	0.5420	0.1332	0.0014	0.5420	0.1783
7470	0.0203	0.2638	0.0618	0.0027	0.2638	0.0805
7490	0.0151	0.1206	0.0191	0.0001	0.1206	0.0329
611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
651	0.5014	0.5014	0.5014	0.5014	0.5014	0.0000
110	0.0656	0.1421	0.1039	0.0656	0.1421	0.0541
500	0.2274	0.4709	0.2333	0.0017	0.4709	0.2346
741	0.0091	0.1092	0.0329	0.0018	0.1092	0.0510
100	0.1196	0.0001	0.1103	0.0001	0.4290	0.1854
1781	0.1273	0.0043	0.0638	0.0036	0.2142	0.0877
490	0.0584	0.0394	0.0370	0.0027	0.0646	0.0248
6921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7041	0.2422	0.2422	0.2422	0.2422	0.2422	0.0000
7051	0.2363	0.2599	0.2481	0.2363	0.2599	0.0166
12451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12631	0.0971	0.0971	0.0971	0.0971	0.0971	0.0000
17651	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17701	0.5435	0.5435	0.5435	0.5435	0.5435	0.0000
17721	0.3257	0.4520	0.3888	0.3257	0.4520	0.0894
17821	0.1096	0.0389	0.0777	0.0389	0.1096	0.0359
7130	0.2117	0.2123	0.1707	0.1135	0.2123	0.0494
7250	0.0407	0.2463	0.0842	0.0176	0.2463	0.0942
17831	0.2725	0.0863	0.2069	0.0613	0.3555	0.1286
7080	0.0510	0.0537	0.0319	0.0025	0.0537	0.0190
18051	0.2659	0.0429	0.2161	0.0429	0.4038	0.1447
7120	0.1711	0.1045	0.1542	0.0249	0.4338	0.1202
18371	0.1813	0.1249	0.1307	0.0024	0.2795	0.0922
7210	0.1065	0.0746	0.0817	0.0330	0.1639	0.0349
18431	0.1116	0.0604	0.0787	0.0241	0.1166	0.0305
7220	0.0767	0.0863	0.0753	0.0014	0.1397	0.0409
7240	0.0955	0.3372	0.0926	0.0199	0.3372	0.0787
7260	0.0848	0.1680	0.0375	0.0004	0.1680	0.0446
18831	0.1735	0.0029	0.0656	0.0029	0.1752	0.0524
3941	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5051	0.0488	0.0488	0.0488	0.0488	0.0488	0.0000
9811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12951	0.0013	0.0013	0.0013	0.0013	0.0013	0.0000
13251	0.0024	0.0289	0.0156	0.0024	0.0289	0.0188
13271	0.0637	0.0257	0.2060	0.0257	0.5287	0.2801
14071	0.0551	0.1943	0.1221	0.0364	0.2026	0.0885
15261	0.0120	0.0195	0.0299	0.0120	0.0598	0.0199
15401	0.0231	0.2607	0.0926	0.0231	0.2607	0.0930
15251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19841	0.1259	0.1259	0.1259	0.1259	0.1259	0.0000
601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
951	0.0943	0.0943	0.0943	0.0943	0.0943	0.0000
1541	0.0420	0.0724	0.0572	0.0420	0.0724	0.0215
1551	0.0858	0.0415	0.2033	0.0415	0.4826	0.2429
2451	0.1385	0.2116	0.1222	0.0152	0.2116	0.0810
6901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6931	0.1158	0.1158	0.1158	0.1158	0.1158	0.0000
7021	0.3171	0.1091	0.2131	0.1091	0.3171	0.1471
7701	0.1795	0.2476	0.1496	0.0217	0.2476	0.1159
7771	0.1497	0.1581	0.1332	0.0272	0.1978	0.0737
12361	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17661	0.2587	0.2587	0.2587	0.2587	0.2587	0.0000
17671	0.2967	0.2770	0.2868	0.2770	0.2967	0.0139
17771	0.1541	0.0682	0.1000	0.0682	0.1541	0.0471
7290	0.0433	0.0288	0.0415	0.0288	0.0643	0.0165
18991	0.2038	0.1530	0.1842	0.0279	0.3143	0.1050
19021	0.0935	0.1164	0.1547	0.0020	0.4319	0.1454
7330	0.1023	0.0465	0.0306	0.0000	0.1023	0.0346
19041	0.0699	0.0936	0.1176	0.0598	0.2940	0.0783
3701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4031	0.1002	0.1002	0.1002	0.1002	0.1002	0.0000
12201	0.3159	0.1343	0.2251	0.1343	0.3159	0.1285
12501	0.0036	0.0896	0.0656	0.0036	0.1037	0.0541
12511	0.0374	0.1080	0.0652	0.0374	0.1080	0.0301
4860	0.0932	0.0205	0.0505	0.0084	0.0932	0.0375
5160	0.0927	0.1498	0.0716	0.0058	0.1498	0.0526
12621	0.0618	0.0299	0.0207	0.0047	0.0618	0.0200
4980	0.0365	0.1325	0.0641	0.0074	0.1325	0.0382
5020	0.0478	0.0229	0.0440	0.0000	0.1774	0.0524
5150	0.0019	0.0011	0.0013	0.0000	0.0026	0.0008
12851	0.0276	0.0002	0.0502	0.0000	0.2081	0.0674
5620	0.0440	0.0000	0.0343	0.0000	0.1411	0.0486
12961	0.1620	0.0000	0.1072	0.0000	0.2423	0.0764
13581	0.0500	0.1283	0.0476	0.0000	0.1283	0.0358
5730	0.0516	0.2771	0.0950	0.0000	0.2771	0.0972
5860	0.0489	0.2775	0.0881	0.0000	0.2775	0.0973
13821	0.1243	0.0118	0.0532	0.0000	0.1731	0.0589
6380	0.1623	0.0275	0.0598	0.0000	0.1623	0.0422
6400	0.1043	0.0978	0.0648	0.0000	0.1857	0.0512
6410	0.0875	0.1711	0.0651	0.0000	0.1711	0.0456
14241	0.0979	0.1613	0.0606	0.0000	0.1839	0.0573
15311	0.0406	0.0462	0.0538	0.0000	0.1578	0.0369
15331	0.1042	0.0849	0.1295	0.0013	0.3697	0.1051
21061	0.1014	0.0623	0.0382	0.0000	0.1061	0.0337
9781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9851	0.4413	0.4413	0.4413	0.4413	0.4413	0.0000
9861	0.2581	0.1699	0.2140	0.1699	0.2581	0.0623
3630	0.0383	0.0140	0.0174	0.0000	0.0383	0.0194
10081	0.1037	0.1039	0.0670	0.0001	0.1039	0.0491
15211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15301	0.1555	0.1555	0.1555	0.1555	0.1555	0.0000
15411	0.3666	0.1453	0.2560	0.1453	0.3666	0.1565
6360	0.1222	0.1892	0.1722	0.1222	0.2052	0.0440
15591	0.1275	0.1808	0.1944	0.1275	0.2839	0.0652
16871	0.2074	0.2786	0.2151	0.1701	0.2786	0.0405
7090	0.0651	0.2682	0.1580	0.0651	0.2682	0.0715
7100	0.0209	0.0396	0.0572	0.0209	0.0996	0.0266
16921	0.2823	0.0270	0.1620	0.0270	0.2823	0.0713
21071	0.2390	0.0671	0.0999	0.0332	0.2390	0.0615
19591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19651	0.0528	0.0528	0.0528	0.0528	0.0528	0.0000
19721	0.1279	0.0111	0.0695	0.0111	0.1279	0.0826
19811	0.0286	0.0261	0.0298	0.0261	0.0348	0.0045
20011	0.2372	0.0818	0.1254	0.0020	0.2372	0.1043
581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
661	0.4213	0.4213	0.4213	0.4213	0.4213	0.0000
2741	0.0000	0.1484	0.0742	0.0000	0.1484	0.1049
6801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12591	0.0760	0.0760	0.0760	0.0760	0.0760	0.0000
13111	0.2499	0.0196	0.1347	0.0196	0.2499	0.1629
5350	0.2104	0.5815	0.2880	0.0722	0.5815	0.2634
5360	0.1964	0.3891	0.3210	0.0853	0.6131	0.2317
7810	0.1911	0.4342	0.3691	0.0548	0.5885	0.2377
13151	0.0984	0.3112	0.2135	0.0500	0.3616	0.1204
5340	0.0528	0.1738	0.0784	0.0312	0.1738	0.0532
17611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17711	0.0060	0.0060	0.0060	0.0060	0.0060	0.0000
17751	0.1278	0.0201	0.0739	0.0201	0.1278	0.0762
7640	0.2740	0.1112	0.1296	0.0036	0.2740	0.1362
7650	0.1263	0.0440	0.0656	0.0024	0.1263	0.0539
17941	0.2921	0.1247	0.1659	0.0443	0.2921	0.0915
17991	0.1869	0.3235	0.1330	0.0255	0.3235	0.1100
7660	0.0225	0.3194	0.0916	0.0135	0.3194	0.1078
20611	0.2437	0.0741	0.1931	0.0490	0.3977	0.1199
7700	0.1793	0.4072	0.1693	0.0172	0.4072	0.1315
7710	0.1326	0.3868	0.1211	0.0096	0.3868	0.1087
20631	0.1461	0.1022	0.1452	0.0118	0.2718	0.0870
20701	0.0926	0.0806	0.0869	0.0131	0.1627	0.0437
3601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3781	0.3404	0.3404	0.3404	0.3404	0.3404	0.0000
950	0.5183	0.3275	0.4229	0.3275	0.5183	0.1349
6591	0.3387	0.2486	0.2544	0.1760	0.3387	0.0815
2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6631	0.5159	0.0000	0.2889	0.0000	0.5159	0.1890
9661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9691	0.2185	0.2185	0.2185	0.2185	0.2185	0.0000
3400	0.0066	0.0157	0.0112	0.0066	0.0157	0.0064
3770	0.0758	0.0186	0.1042	0.0186	0.2182	0.1028
3780	0.0070	0.1967	0.0846	0.0070	0.1967	0.0837
9711	0.1393	0.0000	0.0456	0.0000	0.1393	0.0541
10281	0.0866	0.0253	0.0526	0.0127	0.1020	0.0392
10301	0.0938	0.0741	0.0785	0.0000	0.1973	0.0785
10441	0.1480	0.2489	0.1055	0.0067	0.2489	0.0902
15181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15201	0.3337	0.3337	0.3337	0.3337	0.3337	0.0000
6320	0.1348	0.1507	0.1427	0.1348	0.1507	0.0113
6770	0.0949	0.0196	0.0547	0.0196	0.0949	0.0379
7070	0.1748	0.1472	0.1848	0.1210	0.2961	0.0774
16941	0.2502	0.2061	0.1631	0.0587	0.2502	0.0764
17001	0.2011	0.0623	0.1192	0.0581	0.2272	0.0757
17171	0.2495	0.1763	0.1628	0.0885	0.2495	0.0626
6890	0.2527	0.1551	0.1450	0.0584	0.2527	0.0693
6900	0.1123	0.1416	0.0905	0.0227	0.1416	0.0398
6920	0.1858	0.1480	0.1458	0.0492	0.3664	0.0864
17191	0.1435	0.1173	0.1029	0.0332	0.1533	0.0426
17841	0.0627	0.0471	0.0519	0.0222	0.0861	0.0173
18731	0.2340	0.0343	0.1345	0.0343	0.2340	0.0724
19561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19751	0.4046	0.4046	0.4046	0.4046	0.4046	0.0000
551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3041	0.1384	0.1384	0.1384	0.1384	0.1384	0.0000
680	0.0485	0.1325	0.0905	0.0485	0.1325	0.0594
3761	0.0368	0.0486	0.0412	0.0368	0.0486	0.0064
1360	0.0008	0.0184	0.0298	0.0008	0.0953	0.0443
1880	0.0022	0.0161	0.0166	0.0015	0.0396	0.0160
4441	0.0744	0.0001	0.0871	0.0001	0.1951	0.0712
1220	0.0041	0.1134	0.0402	0.0041	0.1134	0.0429
4641	0.0675	0.1084	0.0863	0.0066	0.1573	0.0575
4920	0.0025	0.2632	0.0653	0.0002	0.2632	0.0888
