ID	FIRST	PREV	AVG	MIN	MAX	STDEV
3000	0.1452	0.1172	0.0564	0.0000	0.2684	0.0713
9131	0.0133	0.0463	0.0348	0.0000	0.1597	0.0343
2990	0.0418	0.0356	0.0426	0.0000	0.4279	0.0835
9151	0.0093	0.0780	0.0400	0.0000	0.1635	0.0431
9181	0.0570	0.2016	0.0657	0.0000	0.3868	0.0972
9321	0.3094	0.3625	0.1391	0.0000	0.3625	0.1121
9421	0.1719	0.3933	0.0968	0.0000	0.3933	0.0902
9571	0.0897	0.0785	0.0999	0.0000	0.8122	0.1551
9591	0.0544	0.6641	0.1104	0.0000	0.6641	0.1555
9931	0.1911	0.1779	0.0918	0.0000	0.2877	0.0790
3570	0.2851	0.1239	0.0838	0.0000	0.2851	0.0753
4030	0.1725	0.1116	0.0740	0.0115	0.1914	0.0465
9971	0.0035	0.0156	0.0181	0.0000	0.0780	0.0217
10001	0.0447	0.0370	0.0705	0.0000	0.5190	0.1223
10261	0.1357	0.0183	0.0659	0.0000	0.1830	0.0445
10621	0.0425	0.0492	0.0404	0.0000	0.1419	0.0336
10731	0.2077	0.0147	0.0916	0.0020	0.2652	0.0688
11031	0.1850	0.1596	0.1059	0.0000	0.3250	0.0754
11081	0.1655	0.2826	0.1158	0.0000	0.2895	0.0753
11871	0.1146	0.0057	0.0293	0.0000	0.1951	0.0447
4260	0.0603	0.1576	0.0444	0.0000	0.2235	0.0440
4310	0.0729	0.2226	0.0360	0.0000	0.2453	0.0581
4540	0.0829	0.1434	0.0444	0.0000	0.2429	0.0482
4580	0.0632	0.1694	0.0558	0.0000	0.2128	0.0511
5820	0.0429	0.1224	0.0451	0.0000	0.1515	0.0365
12431	0.1786	0.0537	0.0791	0.0047	0.2510	0.0568
4790	0.3306	0.2895	0.1020	0.0000	0.3306	0.0858
15221	0.0086	0.0000	0.0951	0.0000	0.4664	0.1136
13161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4841	0.3491	0.3491	0.3491	0.3491	0.3491	0.0000
13131	0.3064	0.3859	0.3461	0.3064	0.3859	0.0562
10521	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10711	0.4661	0.4661	0.4661	0.4661	0.4661	0.0000
4020	0.0282	0.0119	0.0200	0.0119	0.0282	0.0115
11051	0.2434	0.0090	0.1489	0.0090	0.2434	0.1236
15871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15881	0.0104	0.0104	0.0104	0.0104	0.0104	0.0000
20551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20601	0.0836	0.0836	0.0836	0.0836	0.0836	0.0000
1071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1111	0.6439	0.6439	0.6439	0.6439	0.6439	0.0000
1601	0.0046	0.0314	0.0180	0.0046	0.0314	0.0189
320	0.0035	0.1829	0.0634	0.0035	0.1829	0.1035
1661	0.0497	0.0544	0.0527	0.0288	0.0780	0.0202
380	0.0000	0.0007	0.0450	0.0000	0.2216	0.0987
7391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7431	0.3441	0.3441	0.3441	0.3441	0.3441	0.0000
7461	0.5474	0.3658	0.4566	0.3658	0.5474	0.1284
7521	0.4058	0.3324	0.3452	0.2973	0.4058	0.0554
7551	0.1238	0.0774	0.0931	0.0774	0.1238	0.0216
2810	0.1491	0.0830	0.1460	0.0830	0.1833	0.0397
7661	0.2039	0.1693	0.1879	0.0645	0.2662	0.0688
7761	0.4388	0.2531	0.2863	0.1137	0.4388	0.1172
7831	0.3648	0.3440	0.2778	0.1700	0.3699	0.0773
7921	0.3440	0.1789	0.1647	0.0663	0.3440	0.0839
2830	0.0246	0.0111	0.0343	0.0111	0.0817	0.0289
8601	0.2524	0.0054	0.0807	0.0054	0.2524	0.0705
13091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13191	0.3900	0.3900	0.3900	0.3900	0.3900	0.0000
13261	0.3664	0.3820	0.3742	0.3664	0.3820	0.0110
13371	0.2458	0.3041	0.2943	0.2458	0.3331	0.0444
5390	0.0662	0.1153	0.1028	0.0662	0.1263	0.0261
13431	0.0889	0.0836	0.1117	0.0195	0.1868	0.0709
14441	0.2558	0.0289	0.1568	0.0289	0.2558	0.0960
18181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20411	0.0607	0.0607	0.0607	0.0607	0.0607	0.0000
20481	0.0573	0.5807	0.3190	0.0573	0.5807	0.3701
20531	0.1234	0.3637	0.2123	0.1234	0.3637	0.1318
20571	0.1864	0.1736	0.2155	0.1736	0.2961	0.0554
1061	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1131	0.3194	0.3194	0.3194	0.3194	0.3194	0.0000
1441	0.1927	0.0851	0.1389	0.0851	0.1927	0.0761
1451	0.3002	0.0059	0.1678	0.0059	0.3002	0.1493
2291	0.3094	0.1521	0.2188	0.1412	0.3094	0.0848
7371	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13571	0.0329	0.0329	0.0329	0.0329	0.0329	0.0000
18161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18171	0.1470	0.1470	0.1470	0.1470	0.1470	0.0000
7160	0.2077	0.3009	0.2543	0.2077	0.3009	0.0659
18191	0.0934	0.1633	0.1507	0.0934	0.1953	0.0521
18201	0.2829	0.1263	0.2294	0.1263	0.2829	0.0704
18231	0.2435	0.1269	0.1502	0.0872	0.2435	0.0705
18381	0.1577	0.2394	0.1206	0.0591	0.2394	0.0674
20741	0.1854	0.1290	0.1373	0.0966	0.2041	0.0420
4711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10511	0.0099	0.0099	0.0099	0.0099	0.0099	0.0000
3840	0.0301	0.0054	0.0178	0.0054	0.0301	0.0175
10531	0.0610	0.0173	0.0408	0.0173	0.0610	0.0220
15781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17871	0.1380	0.1380	0.1380	0.1380	0.1380	0.0000
20241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20391	0.1062	0.1062	0.1062	0.1062	0.1062	0.0000
7630	0.0538	0.0328	0.0433	0.0328	0.0538	0.0148
1041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1081	0.0672	0.0672	0.0672	0.0672	0.0672	0.0000
120	0.0398	0.0007	0.0202	0.0007	0.0398	0.0276
140	0.0197	0.3734	0.1355	0.0133	0.3734	0.2061
1101	0.0800	0.0040	0.0283	0.0008	0.0800	0.0366
160	0.1386	0.0824	0.0655	0.0200	0.1386	0.0483
230	0.0000	0.0000	0.0402	0.0000	0.2412	0.0985
7321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7331	0.1230	0.1230	0.1230	0.1230	0.1230	0.0000
7351	0.0799	0.0841	0.0820	0.0799	0.0841	0.0029
7451	0.0287	0.0000	0.0096	0.0000	0.0287	0.0165
7501	0.2216	0.1884	0.1294	0.0438	0.2216	0.0888
7631	0.0002	0.1910	0.0398	0.0000	0.1910	0.0846
13041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13071	0.3473	0.3473	0.3473	0.3473	0.3473	0.0000
5490	0.1272	0.2559	0.1915	0.1272	0.2559	0.0910
13361	0.3289	0.2285	0.2858	0.2285	0.3289	0.0516
14961	0.2523	0.2518	0.1767	0.0938	0.2523	0.0873
18121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11651	0.0690	0.0690	0.0690	0.0690	0.0690	0.0000
11991	0.0593	0.1052	0.0823	0.0593	0.1052	0.0325
4430	0.0226	0.0888	0.0445	0.0221	0.0888	0.0384
12381	0.0887	0.0173	0.0541	0.0173	0.0887	0.0323
12391	0.1463	0.0537	0.0820	0.0347	0.1463	0.0429
4770	0.0315	0.0833	0.0406	0.0138	0.0833	0.0280
6330	0.0268	0.0412	0.0521	0.0206	0.1095	0.0349
6950	0.1059	0.0622	0.0814	0.0271	0.1228	0.0343
6960	0.1145	0.2662	0.1277	0.0572	0.2662	0.0703
6980	0.0681	0.3239	0.1117	0.0250	0.3239	0.0903
14751	0.2311	0.0776	0.0998	0.0237	0.2311	0.0617
6180	0.1188	0.1733	0.1131	0.0442	0.2127	0.0477
6200	0.0570	0.0578	0.0394	0.0079	0.0587	0.0164
6730	0.0385	0.0371	0.0512	0.0261	0.0818	0.0192
16191	0.0204	0.0095	0.0361	0.0082	0.0865	0.0243
16321	0.1100	0.0119	0.0647	0.0119	0.1311	0.0395
16861	0.0314	0.0511	0.0666	0.0124	0.1242	0.0345
17181	0.0994	0.1183	0.0663	0.0048	0.1377	0.0431
7030	0.1365	0.0726	0.1024	0.0209	0.2652	0.0585
17581	0.1082	0.2345	0.1038	0.0280	0.2345	0.0531
7020	0.0860	0.1139	0.0827	0.0259	0.1431	0.0377
7040	0.1094	0.0833	0.1005	0.0232	0.2248	0.0499
17691	0.0204	0.2520	0.0635	0.0132	0.2520	0.0502
15741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15761	0.0663	0.0663	0.0663	0.0663	0.0663	0.0000
15791	0.0503	0.0291	0.0397	0.0291	0.0503	0.0150
15801	0.0797	0.0046	0.0288	0.0021	0.0797	0.0441
6820	0.0477	0.0047	0.0153	0.0031	0.0477	0.0217
15971	0.0566	0.0208	0.0817	0.0019	0.3127	0.1307
15991	0.1717	0.0607	0.0811	0.0296	0.1717	0.0503
6710	0.0869	0.0852	0.0491	0.0029	0.0869	0.0342
6830	0.0445	0.1252	0.0540	0.0016	0.1252	0.0479
16001	0.2640	0.0334	0.0652	0.0017	0.2640	0.0817
6700	0.1339	0.0840	0.0730	0.0257	0.1339	0.0363
18131	0.0978	0.0194	0.0351	0.0022	0.0978	0.0341
20171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1261	0.1231	0.1231	0.1231	0.1231	0.1231	0.0000
1271	0.0240	0.0779	0.0510	0.0240	0.0779	0.0381
1681	0.0405	0.0362	0.0566	0.0362	0.0932	0.0317
560	0.0026	0.1738	0.0448	0.0004	0.1738	0.0860
880	0.0560	0.0007	0.0152	0.0007	0.0560	0.0232
1640	0.1131	0.0198	0.0888	0.0039	0.2206	0.0853
1980	0.0784	0.2071	0.1137	0.0080	0.3278	0.1174
1701	0.0504	0.0217	0.0641	0.0045	0.1347	0.0439
2050	0.1246	0.1711	0.0571	0.0000	0.1711	0.0625
1791	0.0250	0.0469	0.0580	0.0038	0.1541	0.0473
450	0.0009	0.0394	0.0218	0.0009	0.0577	0.0201
990	0.0000	0.0000	0.0051	0.0000	0.0252	0.0082
1370	0.0153	0.0003	0.0099	0.0003	0.0500	0.0134
1851	0.0109	0.0013	0.0198	0.0001	0.0671	0.0228
1891	0.0823	0.0595	0.0594	0.0062	0.1166	0.0363
460	0.0506	0.0843	0.0464	0.0000	0.1713	0.0430
1030	0.0522	0.0722	0.0386	0.0001	0.1136	0.0328
1931	0.0204	0.1049	0.0292	0.0001	0.1128	0.0325
890	0.0936	0.2450	0.0564	0.0001	0.2450	0.0560
1941	0.0294	0.0374	0.0508	0.0042	0.1515	0.0361
1040	0.0561	0.2445	0.0392	0.0053	0.2445	0.0505
1110	0.0278	0.2852	0.0574	0.0001	0.2852	0.0769
1740	0.0437	0.1122	0.0619	0.0009	0.1561	0.0394
1991	0.0088	0.0641	0.0455	0.0000	0.1861	0.0465
2031	0.0198	0.0492	0.0273	0.0000	0.0812	0.0199
2181	0.0428	0.0282	0.0618	0.0001	0.1841	0.0406
1060	0.0723	0.1944	0.0399	0.0013	0.1944	0.0386
2231	0.0551	0.1018	0.0570	0.0076	0.1405	0.0385
2241	0.0367	0.0276	0.0616	0.0024	0.2165	0.0575
2251	0.0377	0.0154	0.0502	0.0041	0.1947	0.0413
2261	0.0911	0.0410	0.0596	0.0089	0.1290	0.0324
2301	0.0541	0.0588	0.0479	0.0001	0.1775	0.0366
1070	0.0076	0.1943	0.0308	0.0000	0.1943	0.0487
1530	0.0850	0.0000	0.0105	0.0000	0.0999	0.0243
2321	0.0208	0.0000	0.0745	0.0000	0.1981	0.0518
900	0.0880	0.0848	0.0560	0.0001	0.4724	0.0806
970	0.0482	0.0615	0.0465	0.0000	0.1569	0.0363
2331	0.0676	0.0472	0.0463	0.0000	0.1212	0.0343
580	0.0287	0.1826	0.0399	0.0000	0.1826	0.0394
590	0.0050	0.0149	0.0265	0.0003	0.0925	0.0244
1340	0.0138	0.0556	0.0368	0.0001	0.1696	0.0361
1630	0.0983	0.0376	0.0337	0.0000	0.1025	0.0274
2351	0.0504	0.0309	0.0598	0.0041	0.2545	0.0535
2361	0.0353	0.0161	0.0383	0.0000	0.1809	0.0378
1670	0.0023	0.0382	0.0241	0.0000	0.1269	0.0293
2371	0.0347	0.0382	0.0526	0.0000	0.1563	0.0369
2411	0.0490	0.0779	0.0520	0.0002	0.1250	0.0275
2461	0.0579	0.0930	0.0643	0.0001	0.1983	0.0427
2501	0.0359	0.1019	0.0744	0.0000	0.2142	0.0442
2511	0.0231	0.0274	0.0249	0.0000	0.0831	0.0190
2521	0.0631	0.0518	0.0664	0.0001	0.1992	0.0462
2531	0.0602	0.2009	0.0903	0.0000	0.2744	0.0656
2541	0.0401	0.1442	0.0793	0.0000	0.2323	0.0501
2551	0.0603	0.0611	0.0530	0.0000	0.1692	0.0436
2591	0.0052	0.0160	0.0508	0.0000	0.2778	0.0507
2611	0.0350	0.1354	0.0671	0.0000	0.2275	0.0474
2661	0.0552	0.0252	0.0395	0.0000	0.1197	0.0295
2701	0.0350	0.0490	0.0588	0.0000	0.1752	0.0407
2871	0.0493	0.0274	0.0558	0.0000	0.1993	0.0374
2891	0.0259	0.0800	0.0832	0.0000	0.3168	0.0693
2901	0.0246	0.0869	0.0364	0.0000	0.1442	0.0305
1970	0.0199	0.1068	0.0486	0.0000	0.1394	0.0359
2931	0.0342	0.0505	0.0465	0.0000	0.1752	0.0328
2941	0.0019	0.0121	0.0211	0.0000	0.1741	0.0285
2951	0.0108	0.0035	0.0605	0.0000	0.2430	0.0569
2971	0.0491	0.0646	0.0354	0.0000	0.1583	0.0342
2981	0.0545	0.0239	0.0556	0.0002	0.1825	0.0378
700	0.0571	0.1033	0.0295	0.0000	0.2413	0.0416
2991	0.0362	0.0238	0.0570	0.0076	0.1985	0.0345
3001	0.1054	0.0880	0.0772	0.0083	0.1661	0.0419
3011	0.0707	0.2113	0.0906	0.0000	0.2851	0.0550
3021	0.0795	0.1307	0.0703	0.0000	0.2198	0.0381
810	0.0000	0.0002	0.0054	0.0000	0.2093	0.0322
3031	0.1272	0.0001	0.0670	0.0000	0.2295	0.0459
3051	0.0331	0.0976	0.0614	0.0000	0.3075	0.0500
3061	0.0494	0.0799	0.0432	0.0000	0.2292	0.0406
3071	0.0638	0.0421	0.0584	0.0000	0.1976	0.0401
820	0.0000	0.0000	0.0030	0.0000	0.0762	0.0134
3081	0.0595	0.0000	0.0422	0.0000	0.1176	0.0263
3131	0.0266	0.0305	0.0334	0.0000	0.1050	0.0212
3141	0.0227	0.0295	0.0339	0.0000	0.1360	0.0259
1660	0.0606	0.1575	0.0265	0.0000	0.1575	0.0252
3181	0.0355	0.0194	0.0457	0.0000	0.2861	0.0411
3201	0.0183	0.1135	0.0756	0.0000	0.2077	0.0491
980	0.0317	0.0317	0.0242	0.0000	0.1458	0.0250
1290	0.0145	0.1698	0.0262	0.0000	0.1698	0.0290
3251	0.0673	0.0363	0.0558	0.0000	0.1477	0.0334
3291	0.0614	0.0602	0.0622	0.0000	0.2229	0.0416
3361	0.0417	0.1260	0.0637	0.0000	0.2100	0.0406
3381	0.0507	0.0887	0.0725	0.0000	0.2522	0.0459
910	0.0558	0.1707	0.0714	0.0000	0.3689	0.0575
1420	0.0064	0.0756	0.0165	0.0000	0.0756	0.0161
3431	0.0406	0.0426	0.0434	0.0000	0.1087	0.0271
3461	0.0347	0.0855	0.0652	0.0000	0.1346	0.0352
3481	0.0522	0.0671	0.0546	0.0000	0.2104	0.0429
3491	0.0217	0.0399	0.0339	0.0000	0.1522	0.0243
3551	0.0902	0.0380	0.0680	0.0000	0.1561	0.0382
3581	0.0377	0.0588	0.0521	0.0000	0.1394	0.0345
3611	0.0886	0.0516	0.0625	0.0000	0.1585	0.0357
3641	0.0203	0.0748	0.0710	0.0000	0.1810	0.0442
3671	0.0530	0.1157	0.0680	0.0000	0.6512	0.0702
3801	0.0445	0.3698	0.0572	0.0000	0.3698	0.0692
3831	0.0454	0.1436	0.0507	0.0000	0.2734	0.0411
3861	0.0109	0.0273	0.0583	0.0000	0.1733	0.0443
3891	0.0407	0.0534	0.0504	0.0000	0.1826	0.0414
3911	0.0443	0.0153	0.0298	0.0000	0.1232	0.0201
1000	0.0416	0.2381	0.0287	0.0000	0.2381	0.0314
1020	0.0600	0.2120	0.0397	0.0000	0.2223	0.0354
3951	0.0696	0.0205	0.0478	0.0000	0.1686	0.0333
1080	0.0072	0.2591	0.0169	0.0000	0.2591	0.0257
1120	0.0423	0.3535	0.0149	0.0000	0.3535	0.0350
3961	0.0504	0.0025	0.0549	0.0000	0.2896	0.0432
3971	0.0720	0.0884	0.0709	0.0000	0.2600	0.0510
4001	0.0466	0.1512	0.0680	0.0000	0.1858	0.0414
4061	0.0574	0.1037	0.0565	0.0000	0.1733	0.0333
4071	0.0226	0.0285	0.0536	0.0000	0.3637	0.0473
4081	0.0306	0.2922	0.0860	0.0000	0.4682	0.0719
4161	0.0833	0.1188	0.0692	0.0000	0.2365	0.0487
4181	0.0663	0.0308	0.0510	0.0000	0.1642	0.0324
4221	0.0121	0.0556	0.0532	0.0000	0.2025	0.0409
4281	0.0108	0.0271	0.0426	0.0000	0.1327	0.0326
4291	0.0702	0.0825	0.0511	0.0000	0.1502	0.0314
4761	0.0207	0.0494	0.0508	0.0000	0.2246	0.0378
4811	0.0690	0.0743	0.0475	0.0000	0.1475	0.0289
5361	0.1159	0.0750	0.0776	0.0000	0.2187	0.0388
5411	0.0464	0.0833	0.0669	0.0000	0.1681	0.0406
5541	0.0376	0.0643	0.0455	0.0000	0.1649	0.0307
5711	0.0691	0.0283	0.0615	0.0000	0.1697	0.0381
5811	0.0395	0.0610	0.0668	0.0000	0.2072	0.0464
5971	0.0667	0.1229	0.0636	0.0000	0.2755	0.0421
6001	0.0127	0.1250	0.0537	0.0000	0.2407	0.0379
6021	0.0484	0.0566	0.0759	0.0000	0.2256	0.0431
6031	0.0503	0.0791	0.0613	0.0000	0.1681	0.0361
6071	0.0821	0.0585	0.0475	0.0000	0.1419	0.0297
6241	0.0533	0.0862	0.0659	0.0000	0.2243	0.0429
6291	0.0610	0.1217	0.0803	0.0000	0.1878	0.0471
6351	0.0449	0.1349	0.0784	0.0000	0.2775	0.0505
6401	0.0979	0.0724	0.0603	0.0000	0.1495	0.0340
6421	0.0991	0.0690	0.0775	0.0000	0.2351	0.0434
6451	0.0593	0.1390	0.0748	0.0000	0.3912	0.0580
6581	0.0444	0.1445	0.0767	0.0000	0.1852	0.0377
6701	0.0866	0.0695	0.0697	0.0000	0.2537	0.0515
6711	0.0777	0.1531	0.0607	0.0000	0.2121	0.0407
6731	0.0783	0.1259	0.0658	0.0000	0.1942	0.0408
6821	0.1445	0.1051	0.0675	0.0000	0.1989	0.0378
6841	0.0812	0.1614	0.0603	0.0000	0.1614	0.0344
6871	0.0436	0.0846	0.0523	0.0000	0.1272	0.0271
6881	0.0888	0.0870	0.0915	0.0000	0.2643	0.0503
6891	0.0948	0.1764	0.0785	0.0000	0.2167	0.0450
7311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8481	0.1095	0.1095	0.1095	0.1095	0.1095	0.0000
12731	0.0880	0.1369	0.1124	0.0880	0.1369	0.0346
12931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14931	0.1258	0.1258	0.1258	0.1258	0.1258	0.0000
18091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15681	0.0735	0.0735	0.0735	0.0735	0.0735	0.0000
15771	0.0896	0.0998	0.0947	0.0896	0.0998	0.0072
20111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20491	0.2690	0.2690	0.2690	0.2690	0.2690	0.0000
20581	0.3393	0.1831	0.2612	0.1831	0.3393	0.1105
20721	0.2471	0.1580	0.2175	0.1580	0.2473	0.0516
20811	0.1708	0.1760	0.1845	0.1699	0.2212	0.0246
22051	0.0872	0.1233	0.0616	0.0093	0.1233	0.0467
1011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7301	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7901	0.0499	0.0499	0.0499	0.0499	0.0499	0.0000
2530	0.0037	0.0056	0.0046	0.0037	0.0056	0.0013
2540	0.0315	0.0208	0.0527	0.0208	0.1060	0.0464
8201	0.0008	0.0024	0.0102	0.0008	0.0326	0.0151
12871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12981	0.2268	0.2268	0.2268	0.2268	0.2268	0.0000
13021	0.1001	0.0746	0.0874	0.0746	0.1001	0.0180
5190	0.2551	0.0659	0.1816	0.0659	0.2551	0.1014
13921	0.3028	0.3610	0.2555	0.0741	0.3610	0.1253
18031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4571	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5431	0.0711	0.0711	0.0711	0.0711	0.0711	0.0000
5461	0.0602	0.0443	0.0522	0.0443	0.0602	0.0113
10341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15651	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
21531	0.5671	0.5671	0.5671	0.5671	0.5671	0.0000
21611	0.1567	0.0261	0.0914	0.0261	0.1567	0.0924
911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
931	0.3789	0.3789	0.3789	0.3789	0.3789	0.0000
7261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12821	0.2479	0.2479	0.2479	0.2479	0.2479	0.0000
5060	0.1873	0.3317	0.2595	0.1873	0.3317	0.1021
5080	0.0901	0.0727	0.0741	0.0595	0.0901	0.0154
12841	0.1428	0.1075	0.1283	0.0938	0.1692	0.0342
13851	0.2048	0.1489	0.1381	0.0482	0.2048	0.0611
18001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18101	0.1983	0.1983	0.1983	0.1983	0.1983	0.0000
18301	0.0495	0.0644	0.0570	0.0495	0.0644	0.0105
7180	0.0205	0.1989	0.1035	0.0205	0.1989	0.0899
18461	0.2541	0.0710	0.1258	0.0289	0.2541	0.0990
18481	0.0784	0.1628	0.1139	0.0784	0.1628	0.0373
4491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6541	0.1532	0.1532	0.1532	0.1532	0.1532	0.0000
10251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10291	0.2031	0.2031	0.2031	0.2031	0.2031	0.0000
10331	0.2545	0.1061	0.1803	0.1061	0.2545	0.1049
3910	0.0060	0.1154	0.0411	0.0017	0.1154	0.0644
4010	0.2142	0.0019	0.1419	0.0019	0.2142	0.0972
10661	0.3757	0.2544	0.2038	0.0021	0.3757	0.1380
3920	0.0635	0.1396	0.0562	0.0001	0.1396	0.0514
3930	0.2049	0.0935	0.1410	0.0016	0.2296	0.0846
10691	0.1193	0.1796	0.0922	0.0029	0.1796	0.0629
3940	0.0233	0.0179	0.0430	0.0020	0.1446	0.0422
10741	0.3461	0.0151	0.1953	0.0026	0.3461	0.1197
3950	0.1692	0.1697	0.1066	0.0067	0.1697	0.0566
10881	0.1230	0.0848	0.1074	0.0044	0.2029	0.0617
10961	0.1261	0.0957	0.0769	0.0050	0.1329	0.0407
3980	0.1064	0.2470	0.0831	0.0001	0.2470	0.0599
4000	0.0873	0.0119	0.0550	0.0036	0.1383	0.0358
10991	0.1978	0.0683	0.1709	0.0048	0.3735	0.0972
15581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19991	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1281	0.1770	0.1770	0.1770	0.1770	0.1770	0.0000
410	0.2670	0.1876	0.2273	0.1876	0.2670	0.0561
1471	0.0635	0.0954	0.0780	0.0635	0.0954	0.0161
420	0.0018	0.2133	0.0966	0.0011	0.2133	0.1113
2391	0.0089	0.0017	0.0324	0.0017	0.0645	0.0275
8101	0.0678	0.1052	0.0581	0.0012	0.1052	0.0378
2560	0.0000	0.0000	0.0406	0.0000	0.2840	0.1074
7231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7281	0.0069	0.0069	0.0069	0.0069	0.0069	0.0000
7291	0.0053	0.1368	0.0710	0.0053	0.1368	0.0930
7471	0.0043	0.2372	0.0907	0.0043	0.2372	0.1276
7481	0.3679	0.0884	0.1329	0.0069	0.3679	0.1605
7511	0.0258	0.0905	0.1483	0.0258	0.3129	0.1238
7601	0.5455	0.1359	0.1932	0.0722	0.5455	0.1832
2310	0.3595	0.4378	0.2005	0.0180	0.4378	0.1546
2380	0.0440	0.2927	0.1123	0.0440	0.2927	0.0853
2450	0.0019	0.0088	0.0638	0.0019	0.1307	0.0465
7641	0.0851	0.1198	0.1660	0.0182	0.3635	0.1074
7681	0.5885	0.3311	0.2738	0.0652	0.5885	0.1809
2370	0.0375	0.3554	0.1156	0.0303	0.3554	0.0839
2400	0.0000	0.0055	0.0139	0.0000	0.0669	0.0240
7811	0.0419	0.0891	0.0198	0.0009	0.0891	0.0259
7951	0.0093	0.0133	0.0691	0.0093	0.1972	0.0637
2770	0.0143	0.2397	0.0616	0.0000	0.2397	0.0690
2920	0.0159	0.1099	0.0614	0.0000	0.1548	0.0520
8051	0.0002	0.0011	0.0300	0.0002	0.1199	0.0313
12761	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12921	0.3155	0.3155	0.3155	0.3155	0.3155	0.0000
5140	0.1639	0.0145	0.0892	0.0145	0.1639	0.1056
5660	0.1343	0.0413	0.1859	0.0413	0.3821	0.1762
12941	0.0957	0.2608	0.1834	0.0618	0.3152	0.1236
5170	0.1277	0.0473	0.2484	0.0115	0.7866	0.3167
13061	0.2048	0.1325	0.2100	0.1325	0.3118	0.0767
13221	0.1508	0.4457	0.2430	0.0555	0.4457	0.1597
13241	0.0889	0.3854	0.2108	0.0000	0.4660	0.1842
13711	0.1776	0.3640	0.3125	0.0524	0.6688	0.1980
13741	0.0502	0.4237	0.2100	0.0094	0.5015	0.1713
13771	0.1769	0.2467	0.2764	0.0000	0.4916	0.1790
13891	0.1033	0.0185	0.0857	0.0185	0.1554	0.0408
13901	0.1474	0.1447	0.2679	0.0080	0.5570	0.1652
13931	0.2036	0.2886	0.2858	0.0909	0.4978	0.1293
