ID	TOTAL PRON	AUXILIARY VERBS	1ST SINGULAR	3RD PLURAL	UNIQUE	NUMBERS	PREPOSITIONS	TOTAL 2ND	CONJUNCTIONS	ARTICLES	SWEAR WORDS	ABBREVIATIONS	1ST PLURAL	FUNCTION WORDS	3RD SINGULAR	SIXLTR	FUTURE TENSE	PERSONAL PRON	QUANTIFIERS	WPS	PRESENT TENSE	NEGATIONS	IMPERSONAL PRON	ADVERBS	PAST TENSE	COMMON VERBS	
21511	9.0909	0.0000	0.0000	0.0000	90.9091	0.0000	9.0909	9.0909	9.0909	0.0000	0.0000	0.0000	0.0000	54.5455	0.0000	18.1818	0.0000	9.0909	9.0909	11.0000	9.0909	0.0000	0.0000	18.1818	0.0000	9.0909	
21521	10.0000	3.3333	3.3333	0.0000	90.0000	0.0000	13.3333	6.6667	3.3333	10.0000	0.0000	0.0000	0.0000	50.0000	0.0000	20.0000	0.0000	10.0000	3.3333	6.0000	3.3333	0.0000	0.0000	13.3333	3.3333	6.6667	
21541	17.8571	10.7143	3.5714	0.0000	92.8571	0.0000	14.2857	7.1429	3.5714	10.7143	0.0000	0.0000	0.0000	60.7143	0.0000	7.1429	3.5714	10.7143	3.5714	14.0000	7.1429	0.0000	7.1429	0.0000	7.1429	21.4286	
21581	8.6538	4.8077	3.8462	0.0000	74.0385	0.9615	18.2692	0.0000	4.8077	6.7308	0.0000	0.0000	0.0000	50.9615	0.0000	25.0000	0.0000	3.8462	4.8077	14.8571	5.7692	0.0000	4.8077	2.8846	3.8462	10.5769	
21591	16.6667	0.0000	4.1667	0.0000	95.8333	4.1667	8.3333	4.1667	4.1667	0.0000	0.0000	0.0000	0.0000	41.6667	0.0000	29.1667	0.0000	8.3333	8.3333	8.0000	12.5000	0.0000	8.3333	0.0000	0.0000	12.5000	
21601	8.6957	8.6957	4.3478	0.0000	95.6522	0.0000	13.0435	4.3478	4.3478	4.3478	4.3478	0.0000	0.0000	47.8261	0.0000	17.3913	0.0000	8.6957	4.3478	5.7500	8.6957	0.0000	0.0000	8.6957	4.3478	13.0435	
21621	7.4074	5.5556	1.8519	1.8519	90.7407	1.8519	11.1111	0.0000	11.1111	3.7037	0.0000	0.0000	1.8519	44.4444	0.0000	14.8148	1.8519	5.5556	3.7037	10.8000	7.4074	0.0000	1.8519	5.5556	1.8519	11.1111	
21651	11.2676	2.8169	4.2254	1.4085	72.5352	0.0000	14.0845	2.1127	7.0423	2.1127	0.0000	0.0000	0.0000	47.8873	0.0000	26.7606	0.0000	7.7465	7.0423	23.6667	6.3380	2.1127	3.5211	5.6338	2.1127	8.4507	
21671	11.5385	7.6923	3.8462	0.0000	82.6923	1.9231	5.7692	0.0000	7.6923	1.9231	0.0000	0.0000	0.0000	53.8462	1.9231	32.6923	1.9231	5.7692	5.7692	13.0000	3.8462	0.0000	5.7692	11.5385	3.8462	9.6154	
21681	22.5806	6.4516	6.4516	0.0000	87.0968	0.0000	6.4516	9.6774	6.4516	6.4516	0.0000	0.0000	0.0000	58.0645	0.0000	25.8065	3.2258	16.1290	6.4516	10.3333	12.9032	0.0000	6.4516	6.4516	0.0000	16.1290	
21831	17.2840	9.8765	2.4691	0.0000	81.4815	2.4691	8.6420	3.7037	6.1728	7.4074	0.0000	1.2346	0.0000	55.5556	0.0000	14.8148	1.2346	6.1728	1.2346	16.2000	6.1728	0.0000	11.1111	6.1728	1.2346	11.1111	
21901	9.0909	9.0909	0.0000	0.0000	100.0000	0.0000	9.0909	9.0909	9.0909	9.0909	0.0000	0.0000	0.0000	45.4545	0.0000	9.0909	0.0000	9.0909	0.0000	5.5000	27.2727	0.0000	0.0000	0.0000	0.0000	27.2727	
21941	12.0879	4.3956	5.4945	0.0000	73.6264	0.0000	16.4835	0.0000	9.8901	8.7912	0.0000	0.0000	0.0000	51.6484	0.0000	26.3736	2.1978	5.4945	0.0000	11.3750	3.2967	0.0000	6.5934	4.3956	7.6923	13.1868	
21991	17.3913	10.8696	8.6957	0.0000	84.7826	4.3478	10.8696	4.3478	2.1739	2.1739	0.0000	0.0000	0.0000	52.1739	0.0000	21.7391	0.0000	13.0435	4.3478	5.7500	13.0435	0.0000	4.3478	2.1739	0.0000	15.2174	
22001	17.6991	8.8496	7.9646	0.0000	72.5664	0.0000	8.8496	3.5398	4.4248	7.9646	0.0000	0.0000	0.0000	59.2920	0.0000	19.4690	0.8850	11.5044	5.3097	12.5556	6.1947	1.7699	6.1947	5.3097	6.1947	13.2743	
22011	12.0000	4.0000	4.0000	0.0000	88.0000	0.0000	0.0000	4.0000	8.0000	4.0000	0.0000	0.0000	0.0000	52.0000	0.0000	24.0000	0.0000	8.0000	4.0000	8.3333	4.0000	0.0000	4.0000	20.0000	4.0000	8.0000	
22021	13.1148	8.1967	4.9180	0.0000	85.2459	0.0000	14.7541	1.6393	9.8361	4.9180	0.0000	0.0000	0.0000	59.0164	0.0000	19.6721	3.2787	6.5574	3.2787	12.2000	6.5574	1.6393	6.5574	6.5574	4.9180	14.7541	
22031	13.5338	7.5188	9.0226	0.7519	64.6617	0.0000	13.5338	0.7519	8.2707	8.2707	0.0000	0.0000	0.0000	58.6466	0.0000	23.3083	0.0000	10.5263	4.5113	16.6250	7.5188	0.7519	3.0075	5.2632	3.7594	12.0301	
22061	15.0000	7.0000	5.0000	0.0000	75.0000	1.0000	11.0000	2.0000	6.0000	11.0000	0.0000	0.0000	0.0000	56.0000	0.0000	22.0000	1.0000	7.0000	2.0000	14.2857	6.0000	0.0000	8.0000	4.0000	2.0000	9.0000	
22071	13.6054	7.4830	6.8027	0.0000	64.6259	1.3605	12.2449	1.3605	6.8027	9.5238	0.0000	0.0000	0.6803	57.1429	0.0000	17.6871	0.6803	8.8435	4.0816	18.3750	4.7619	0.6803	4.7619	3.4014	6.1224	12.2449	
22081	8.5106	4.2553	2.1277	2.1277	91.4894	0.0000	17.0213	0.0000	4.2553	6.3830	0.0000	0.0000	0.0000	46.8085	0.0000	23.4043	0.0000	4.2553	4.2553	11.7500	12.7660	0.0000	4.2553	2.1277	2.1277	14.8936	
22101	17.0732	6.0976	9.7561	0.0000	71.9512	2.4390	12.1951	0.0000	3.6585	6.0976	0.0000	0.0000	0.0000	54.8780	0.0000	21.9512	0.0000	9.7561	2.4390	10.2500	3.6585	1.2195	7.3171	3.6585	7.3171	10.9756	
22121	11.1111	0.0000	0.0000	0.0000	100.0000	0.0000	11.1111	11.1111	0.0000	11.1111	0.0000	0.0000	0.0000	33.3333	0.0000	22.2222	0.0000	11.1111	0.0000	9.0000	11.1111	0.0000	0.0000	0.0000	0.0000	11.1111	
22131	10.1449	1.4493	5.7971	0.0000	82.6087	0.0000	7.2464	1.4493	4.3478	8.6957	0.0000	0.0000	0.0000	47.8261	0.0000	28.9855	0.0000	7.2464	5.7971	9.8571	5.7971	1.4493	2.8986	8.6957	1.4493	7.2464	
22141	19.1489	0.0000	12.7660	0.0000	76.5957	2.1277	10.6383	2.1277	6.3830	2.1277	0.0000	0.0000	0.0000	42.5532	0.0000	21.2766	0.0000	14.8936	4.2553	7.8333	6.3830	0.0000	4.2553	0.0000	0.0000	6.3830	
7950	18.0556	1.3889	5.5556	0.0000	75.0000	0.0000	13.8889	2.7778	6.9444	8.3333	0.0000	0.0000	0.0000	52.7778	0.0000	26.3889	0.0000	8.3333	2.7778	12.0000	2.7778	0.0000	9.7222	2.7778	2.7778	5.5556	
20561	20.7317	9.7561	6.0976	0.0000	73.1707	0.0000	3.6585	7.3171	8.5366	8.5366	0.0000	0.0000	1.2195	59.7561	0.0000	15.8537	1.2195	14.6341	1.2195	27.3333	10.9756	1.2195	6.0976	9.7561	1.2195	13.4146	
20841	11.1111	0.0000	5.5556	0.0000	94.4444	0.0000	16.6667	0.0000	0.0000	16.6667	0.0000	0.0000	0.0000	44.4444	0.0000	16.6667	0.0000	5.5556	0.0000	18.0000	0.0000	0.0000	5.5556	0.0000	5.5556	5.5556	
7780	15.3846	7.6923	0.0000	0.0000	100.0000	0.0000	15.3846	0.0000	0.0000	0.0000	0.0000	0.0000	7.6923	46.1538	0.0000	7.6923	0.0000	7.6923	7.6923	6.5000	15.3846	0.0000	7.6923	0.0000	0.0000	15.3846	
7880	44.4444	0.0000	22.2222	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.5556	0.0000	0.0000	0.0000	22.2222	0.0000	3.0000	11.1111	0.0000	22.2222	11.1111	0.0000	11.1111	
7890	20.0000	20.0000	20.0000	0.0000	100.0000	0.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.0000	0.0000	0.0000	0.0000	20.0000	0.0000	2.5000	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	
20901	20.0000	0.0000	10.0000	10.0000	100.0000	0.0000	10.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	60.0000	0.0000	10.0000	0.0000	20.0000	10.0000	5.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	
20921	15.6250	3.1250	9.3750	0.0000	96.8750	3.1250	12.5000	3.1250	6.2500	3.1250	0.0000	0.0000	0.0000	43.7500	0.0000	15.6250	0.0000	12.5000	0.0000	8.0000	6.2500	0.0000	3.1250	6.2500	3.1250	12.5000	
20931	12.5000	0.0000	6.2500	0.0000	93.7500	0.0000	6.2500	6.2500	6.2500	6.2500	0.0000	0.0000	0.0000	43.7500	0.0000	12.5000	0.0000	12.5000	6.2500	4.0000	0.0000	0.0000	0.0000	6.2500	0.0000	0.0000	
20971	11.8644	8.4746	5.0847	1.6949	83.0508	0.0000	15.2542	3.3898	5.0847	0.0000	0.0000	0.0000	0.0000	50.8475	0.0000	11.8644	3.3898	10.1695	5.0847	8.4286	8.4746	0.0000	1.6949	8.4746	1.6949	16.9492	
20981	8.3333	8.3333	8.3333	0.0000	91.6667	8.3333	8.3333	0.0000	0.0000	16.6667	0.0000	0.0000	0.0000	58.3333	0.0000	8.3333	0.0000	8.3333	0.0000	6.0000	8.3333	0.0000	0.0000	8.3333	0.0000	8.3333	
20991	25.0000	0.0000	25.0000	0.0000	87.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.5000	0.0000	12.5000	0.0000	25.0000	0.0000	8.0000	0.0000	12.5000	0.0000	0.0000	0.0000	0.0000	
21081	12.5000	8.3333	8.3333	0.0000	95.8333	0.0000	4.1667	0.0000	4.1667	8.3333	0.0000	0.0000	0.0000	37.5000	0.0000	8.3333	4.1667	8.3333	4.1667	8.0000	4.1667	0.0000	4.1667	0.0000	4.1667	16.6667	
21381	17.2414	3.4483	12.0690	0.0000	84.4828	0.0000	15.5172	1.7241	6.8966	8.6207	0.0000	0.0000	0.0000	51.7241	0.0000	15.5172	0.0000	13.7931	1.7241	19.3333	3.4483	0.0000	3.4483	3.4483	6.8966	12.0690	
21441	16.6667	6.6667	6.6667	0.0000	83.3333	3.3333	6.6667	3.3333	13.3333	3.3333	0.0000	0.0000	0.0000	63.3333	0.0000	10.0000	0.0000	10.0000	13.3333	5.0000	10.0000	0.0000	6.6667	13.3333	3.3333	13.3333	
21451	9.0909	9.0909	9.0909	0.0000	100.0000	9.0909	0.0000	0.0000	9.0909	18.1818	0.0000	0.0000	0.0000	63.6364	0.0000	0.0000	0.0000	9.0909	9.0909	5.5000	9.0909	0.0000	0.0000	18.1818	18.1818	27.2727	
21471	27.2727	9.0909	13.6364	0.0000	90.9091	0.0000	4.5455	9.0909	4.5455	9.0909	0.0000	0.0000	0.0000	59.0909	0.0000	13.6364	0.0000	22.7273	4.5455	5.5000	13.6364	0.0000	4.5455	0.0000	4.5455	18.1818	
21481	11.1111	5.5556	5.5556	0.0000	94.4444	5.5556	11.1111	0.0000	0.0000	16.6667	0.0000	0.0000	0.0000	55.5556	0.0000	11.1111	0.0000	5.5556	11.1111	6.0000	5.5556	0.0000	5.5556	5.5556	11.1111	16.6667	
21731	18.1818	2.2727	4.5455	0.0000	93.1818	0.0000	11.3636	0.0000	4.5455	6.8182	0.0000	0.0000	0.0000	54.5455	2.2727	29.5455	0.0000	6.8182	6.8182	14.6667	2.2727	0.0000	11.3636	6.8182	2.2727	4.5455	
21911	8.3333	0.0000	8.3333	0.0000	91.6667	0.0000	16.6667	0.0000	8.3333	16.6667	0.0000	0.0000	0.0000	66.6667	0.0000	16.6667	0.0000	8.3333	8.3333	12.0000	0.0000	0.0000	0.0000	16.6667	8.3333	8.3333	
21931	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	20.0000	0.0000	0.0000	20.0000	0.0000	0.0000	0.0000	40.0000	0.0000	20.0000	0.0000	0.0000	0.0000	5.0000	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	
21951	4.2553	6.3830	2.1277	0.0000	87.2340	0.0000	10.6383	2.1277	4.2553	8.5106	0.0000	0.0000	0.0000	44.6809	0.0000	23.4043	0.0000	4.2553	8.5106	7.8333	10.6383	0.0000	0.0000	4.2553	0.0000	10.6383	
21961	16.6667	5.5556	8.3333	0.0000	91.6667	0.0000	11.1111	2.7778	5.5556	5.5556	0.0000	0.0000	0.0000	52.7778	2.7778	13.8889	2.7778	13.8889	5.5556	12.0000	2.7778	0.0000	2.7778	2.7778	0.0000	8.3333	
21971	4.1667	4.1667	2.0833	0.0000	83.3333	0.0000	18.7500	2.0833	12.5000	10.4167	0.0000	0.0000	0.0000	52.0833	0.0000	29.1667	0.0000	4.1667	0.0000	16.0000	4.1667	0.0000	0.0000	6.2500	4.1667	8.3333	
21981	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	40.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1091	15.1899	11.3924	3.7975	0.0000	63.2911	0.0000	12.6582	1.2658	3.7975	7.5949	0.0000	0.0000	1.2658	53.1646	0.0000	18.9873	5.0633	6.3291	1.2658	19.7500	10.1266	0.0000	8.8608	1.2658	0.0000	15.1899	
1121	12.5000	12.5000	0.0000	0.0000	95.8333	0.0000	8.3333	12.5000	4.1667	8.3333	0.0000	0.0000	0.0000	50.0000	0.0000	25.0000	4.1667	12.5000	4.1667	12.0000	8.3333	0.0000	0.0000	0.0000	0.0000	16.6667	
1191	10.3604	9.0090	1.3514	0.0000	60.8108	2.2523	11.7117	1.8018	5.8559	4.9550	0.0000	0.9009	0.4505	48.6486	0.4505	28.8288	1.8018	4.0541	3.1532	12.3333	8.5586	0.9009	6.3063	7.2072	0.0000	11.2613	
310	14.2857	0.0000	0.0000	0.0000	100.0000	0.0000	14.2857	14.2857	0.0000	14.2857	0.0000	0.0000	0.0000	42.8571	0.0000	28.5714	0.0000	14.2857	14.2857	7.0000	14.2857	0.0000	0.0000	0.0000	0.0000	14.2857	
1341	4.1667	0.0000	0.0000	0.0000	100.0000	8.3333	8.3333	4.1667	0.0000	4.1667	0.0000	0.0000	0.0000	20.8333	0.0000	29.1667	0.0000	4.1667	0.0000	12.0000	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	
7441	8.5227	7.3864	4.5455	0.5682	56.2500	5.6818	11.9318	0.5682	7.9545	7.3864	0.0000	0.0000	0.0000	45.4545	0.0000	18.7500	1.7045	5.6818	3.9773	35.2000	4.5455	0.5682	2.8409	4.5455	2.2727	9.0909	
7781	25.0000	0.0000	0.0000	25.0000	100.0000	0.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	50.0000	0.0000	25.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2930	30.0000	10.0000	0.0000	10.0000	100.0000	0.0000	10.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	0.0000	30.0000	0.0000	5.0000	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	
3680	14.2857	0.0000	0.0000	0.0000	100.0000	0.0000	14.2857	14.2857	0.0000	14.2857	0.0000	0.0000	0.0000	57.1429	0.0000	0.0000	0.0000	14.2857	14.2857	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4200	13.0435	13.0435	4.3478	0.0000	86.9565	0.0000	13.0435	0.0000	17.3913	0.0000	0.0000	0.0000	0.0000	65.2174	0.0000	17.3913	4.3478	4.3478	13.0435	5.7500	8.6957	4.3478	8.6957	8.6957	8.6957	26.0870	
4290	29.4118	17.6471	11.7647	0.0000	94.1176	0.0000	5.8824	5.8824	5.8824	0.0000	0.0000	0.0000	0.0000	70.5882	0.0000	17.6471	0.0000	17.6471	0.0000	5.6667	17.6471	0.0000	11.7647	17.6471	5.8824	29.4118	
4660	19.3182	14.7727	5.6818	2.2727	79.5455	1.1364	9.0909	6.8182	7.9545	2.2727	0.0000	0.0000	1.1364	63.6364	0.0000	10.2273	3.4091	15.9091	3.4091	17.6000	12.5000	2.2727	3.4091	6.8182	2.2727	21.5909	
4670	10.9091	11.8182	7.2727	0.9091	70.9091	0.9091	15.4545	0.0000	4.5455	10.0000	0.0000	0.0000	0.0000	56.3636	0.9091	17.2727	1.8182	9.0909	2.7273	27.5000	10.9091	0.0000	1.8182	1.8182	3.6364	18.1818	
4700	10.5263	3.5088	5.2632	0.0000	89.4737	5.2632	8.7719	1.7544	5.2632	8.7719	0.0000	0.0000	0.0000	47.3684	0.0000	21.0526	1.7544	7.0175	5.2632	11.4000	3.5088	1.7544	3.5088	3.5088	0.0000	5.2632	
8011	17.3077	5.7692	7.6923	0.0000	82.6923	0.0000	9.6154	3.8462	7.6923	11.5385	0.0000	0.0000	0.0000	55.7692	0.0000	11.5385	0.0000	11.5385	3.8462	10.4000	7.6923	0.0000	5.7692	3.8462	3.8462	13.4615	
2490	12.1212	6.0606	6.0606	3.0303	84.8485	0.0000	15.1515	3.0303	6.0606	9.0909	0.0000	0.0000	0.0000	51.5152	0.0000	15.1515	0.0000	12.1212	0.0000	16.5000	3.0303	0.0000	0.0000	6.0606	9.0909	15.1515	
2660	25.0000	5.0000	5.0000	15.0000	85.0000	0.0000	10.0000	5.0000	10.0000	0.0000	0.0000	0.0000	0.0000	60.0000	0.0000	30.0000	0.0000	25.0000	0.0000	10.0000	10.0000	0.0000	0.0000	10.0000	0.0000	10.0000	
3540	8.9552	2.9851	5.9701	0.0000	79.1045	0.0000	13.4328	1.4925	10.4478	5.9701	0.0000	0.0000	0.0000	53.7313	0.0000	16.4179	0.0000	7.4627	8.9552	16.7500	5.9701	0.0000	1.4925	4.4776	0.0000	5.9701	
3550	9.6774	3.2258	6.4516	0.0000	93.5484	0.0000	6.4516	0.0000	6.4516	6.4516	0.0000	0.0000	0.0000	45.1613	0.0000	22.5806	0.0000	6.4516	9.6774	10.3333	3.2258	6.4516	3.2258	3.2258	6.4516	9.6774	
8141	18.8679	5.6604	1.8868	1.8868	81.1321	0.0000	11.3208	7.5472	5.6604	11.3208	0.0000	0.0000	1.8868	64.1509	0.0000	11.3208	0.0000	13.2075	1.8868	26.5000	11.3208	0.0000	5.6604	11.3208	0.0000	11.3208	
4170	10.5263	10.5263	0.0000	0.0000	81.5789	3.9474	6.5789	0.0000	2.6316	5.2632	0.0000	0.0000	0.0000	46.0526	0.0000	14.4737	1.3158	0.0000	6.5789	15.2000	10.5263	0.0000	10.5263	3.9474	1.3158	15.7895	
4190	17.6056	11.2676	4.9296	2.8169	64.7887	0.7042	17.6056	0.0000	7.7465	6.3380	0.0000	0.0000	0.7042	63.3803	0.0000	12.6761	2.1127	8.4507	0.7042	35.5000	7.0423	0.0000	9.1549	5.6338	0.7042	13.3803	
8171	0.0000	33.3333	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	16.6667	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	
2570	20.0000	4.0000	8.0000	0.0000	88.0000	0.0000	20.0000	0.0000	8.0000	8.0000	0.0000	0.0000	0.0000	60.0000	0.0000	8.0000	0.0000	8.0000	0.0000	25.0000	8.0000	0.0000	12.0000	0.0000	4.0000	12.0000	
2800	7.6923	7.6923	3.8462	0.0000	96.1538	0.0000	7.6923	3.8462	15.3846	7.6923	0.0000	0.0000	0.0000	61.5385	0.0000	15.3846	0.0000	7.6923	7.6923	8.6667	7.6923	0.0000	0.0000	11.5385	0.0000	11.5385	
2840	11.7647	3.9216	7.8431	0.0000	80.3922	0.0000	11.7647	0.0000	3.9216	9.8039	0.0000	0.0000	0.0000	50.9804	0.0000	13.7255	1.9608	7.8431	1.9608	17.0000	7.8431	0.0000	3.9216	7.8431	3.9216	13.7255	
8691	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	14.2857	0.0000	0.0000	14.2857	0.0000	0.0000	0.0000	42.8571	0.0000	14.2857	0.0000	0.0000	0.0000	3.5000	0.0000	14.2857	0.0000	0.0000	0.0000	0.0000	
2790	7.6923	0.0000	7.6923	0.0000	92.3077	7.6923	15.3846	0.0000	0.0000	15.3846	0.0000	0.0000	0.0000	46.1538	0.0000	7.6923	0.0000	7.6923	0.0000	6.5000	0.0000	0.0000	0.0000	7.6923	0.0000	0.0000	
8701	16.6667	8.3333	8.3333	0.0000	100.0000	8.3333	8.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.3333	0.0000	25.0000	0.0000	8.3333	0.0000	6.0000	25.0000	8.3333	8.3333	25.0000	0.0000	25.0000	
8881	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9071	5.5556	11.1111	0.0000	0.0000	94.4444	5.5556	22.2222	0.0000	5.5556	11.1111	0.0000	0.0000	0.0000	55.5556	0.0000	11.1111	0.0000	0.0000	0.0000	18.0000	5.5556	0.0000	5.5556	5.5556	5.5556	11.1111	
2970	16.6667	16.6667	0.0000	0.0000	100.0000	8.3333	0.0000	8.3333	8.3333	8.3333	0.0000	0.0000	0.0000	58.3333	0.0000	8.3333	0.0000	8.3333	0.0000	12.0000	16.6667	0.0000	8.3333	0.0000	0.0000	16.6667	
2980	16.6667	10.0000	5.0000	8.3333	76.6667	1.6667	10.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	53.3333	0.0000	11.6667	1.6667	13.3333	3.3333	20.0000	10.0000	0.0000	3.3333	5.0000	1.6667	16.6667	
3000	14.2857	0.0000	14.2857	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	14.2857	0.0000	0.0000	0.0000	28.5714	0.0000	0.0000	0.0000	14.2857	0.0000	3.5000	28.5714	0.0000	0.0000	0.0000	0.0000	28.5714	
9131	29.4118	5.8824	11.7647	0.0000	94.1176	0.0000	0.0000	11.7647	11.7647	5.8824	0.0000	0.0000	0.0000	64.7059	0.0000	11.7647	0.0000	23.5294	5.8824	5.6667	11.7647	5.8824	5.8824	0.0000	5.8824	17.6471	
2990	14.2857	14.2857	0.0000	14.2857	100.0000	0.0000	14.2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.8571	0.0000	14.2857	0.0000	14.2857	0.0000	7.0000	28.5714	0.0000	0.0000	0.0000	14.2857	42.8571	
9151	40.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	40.0000	0.0000	20.0000	0.0000	0.0000	0.0000	80.0000	0.0000	0.0000	0.0000	40.0000	20.0000	2.5000	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	
9181	33.3333	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	33.3333	0.0000	3.0000	33.3333	0.0000	0.0000	0.0000	0.0000	33.3333	
9321	20.0000	15.0000	5.0000	0.0000	90.0000	0.0000	10.0000	5.0000	5.0000	5.0000	0.0000	0.0000	0.0000	60.0000	0.0000	5.0000	0.0000	10.0000	0.0000	20.0000	20.0000	0.0000	10.0000	5.0000	0.0000	25.0000	
9421	20.0000	20.0000	0.0000	0.0000	100.0000	0.0000	0.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.0000	0.0000	20.0000	0.0000	20.0000	0.0000	5.0000	40.0000	0.0000	0.0000	0.0000	0.0000	40.0000	
9571	20.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	0.0000	60.0000	0.0000	0.0000	0.0000	20.0000	20.0000	5.0000	20.0000	0.0000	0.0000	20.0000	0.0000	20.0000	
9591	22.2222	0.0000	0.0000	0.0000	100.0000	0.0000	11.1111	22.2222	0.0000	0.0000	0.0000	0.0000	0.0000	55.5556	0.0000	11.1111	0.0000	22.2222	11.1111	9.0000	11.1111	0.0000	0.0000	11.1111	0.0000	11.1111	
9931	23.5294	0.0000	0.0000	0.0000	94.1176	0.0000	11.7647	11.7647	11.7647	0.0000	0.0000	0.0000	0.0000	47.0588	0.0000	0.0000	0.0000	11.7647	0.0000	8.5000	5.8824	0.0000	11.7647	5.8824	5.8824	11.7647	
3570	3.6364	1.8182	3.6364	0.0000	74.5455	3.6364	21.8182	0.0000	7.2727	10.9091	0.0000	0.0000	0.0000	49.0909	0.0000	16.3636	0.0000	3.6364	3.6364	27.5000	7.2727	0.0000	0.0000	0.0000	0.0000	7.2727	
4030	11.2245	8.1633	3.0612	0.0000	72.4490	7.1429	15.3061	2.0408	8.1633	10.2041	0.0000	0.0000	1.0204	57.1429	0.0000	17.3469	1.0204	6.1224	2.0408	19.6000	6.1224	0.0000	5.1020	3.0612	3.0612	11.2245	
9971	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	33.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	33.3333	0.0000	0.0000	0.0000	0.0000	33.3333	
10001	16.6667	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	16.6667	0.0000	0.0000	0.0000	6.0000	16.6667	0.0000	16.6667	0.0000	0.0000	16.6667	
10261	11.4286	14.2857	5.7143	0.0000	85.7143	0.0000	11.4286	2.8571	5.7143	5.7143	0.0000	0.0000	0.0000	60.0000	0.0000	8.5714	5.7143	8.5714	5.7143	8.7500	8.5714	0.0000	2.8571	5.7143	2.8571	20.0000	
10621	20.0000	3.3333	10.0000	0.0000	93.3333	0.0000	20.0000	3.3333	6.6667	3.3333	0.0000	0.0000	0.0000	63.3333	0.0000	13.3333	3.3333	13.3333	6.6667	15.0000	3.3333	0.0000	6.6667	10.0000	3.3333	10.0000	
10731	10.5263	5.2632	7.8947	0.0000	89.4737	13.1579	15.7895	2.6316	7.8947	10.5263	0.0000	0.0000	0.0000	50.0000	0.0000	13.1579	0.0000	10.5263	2.6316	12.6667	2.6316	0.0000	0.0000	0.0000	0.0000	7.8947	
11031	15.3846	3.8462	3.8462	3.8462	88.4615	0.0000	15.3846	0.0000	3.8462	7.6923	0.0000	0.0000	0.0000	57.6923	0.0000	15.3846	3.8462	7.6923	3.8462	8.6667	15.3846	0.0000	7.6923	7.6923	0.0000	19.2308	
11081	19.2308	11.5385	7.6923	3.8462	92.3077	0.0000	11.5385	3.8462	11.5385	7.6923	0.0000	0.0000	0.0000	69.2308	0.0000	3.8462	0.0000	15.3846	3.8462	8.6667	7.6923	0.0000	3.8462	11.5385	11.5385	23.0769	
