ID	TOTAL PRON	AUXILIARY VERBS	1ST SINGULAR	3RD PLURAL	UNIQUE	NUMBERS	PREPOSITIONS	TOTAL 2ND	CONJUNCTIONS	ARTICLES	SWEAR WORDS	ABBREVIATIONS	1ST PLURAL	FUNCTION WORDS	3RD SINGULAR	SIXLTR	FUTURE TENSE	PERSONAL PRON	QUANTIFIERS	WPS	PRESENT TENSE	NEGATIONS	IMPERSONAL PRON	ADVERBS	PAST TENSE	COMMON VERBS	
4991	9.7143	5.7143	2.8571	0.5714	71.4286	1.7143	14.8571	1.1429	6.2857	6.8571	0.0000	0.5714	0.0000	49.7143	0.0000	24.5714	0.0000	4.5714	5.1429	43.7500	6.2857	1.1429	5.1429	4.5714	0.0000	7.4286	
10631	14.4928	7.2464	4.3478	0.0000	84.0580	0.0000	8.6957	1.4493	7.2464	5.7971	0.0000	0.0000	0.0000	50.7246	0.0000	24.6377	0.0000	5.7971	4.3478	9.8571	7.2464	0.0000	8.6957	5.7971	2.8986	10.1449	
11001	4.6154	3.0769	0.0000	1.5385	80.0000	3.0769	10.7692	0.0000	6.1538	13.8462	0.0000	0.0000	0.0000	49.2308	0.0000	23.0769	0.0000	1.5385	7.6923	16.2500	6.1538	0.0000	3.0769	4.6154	0.0000	6.1538	
11011	12.5000	4.3269	2.4038	0.4808	62.0192	1.4423	13.9423	2.4038	6.7308	5.7692	0.0000	0.0000	0.4808	50.0000	0.4808	24.5192	0.4808	6.2500	1.9231	52.0000	4.8077	0.4808	6.2500	5.7692	0.4808	5.7692	
12021	18.1818	0.0000	0.0000	0.0000	100.0000	0.0000	9.0909	18.1818	9.0909	0.0000	0.0000	0.0000	0.0000	45.4545	0.0000	9.0909	0.0000	18.1818	9.0909	5.5000	9.0909	0.0000	0.0000	0.0000	0.0000	9.0909	
16061	11.0000	9.0000	7.0000	0.0000	75.0000	6.0000	9.0000	1.0000	4.0000	6.0000	0.0000	1.0000	0.0000	40.0000	0.0000	29.0000	0.0000	8.0000	4.0000	20.0000	2.0000	0.0000	3.0000	1.0000	4.0000	10.0000	
20851	17.9487	10.2564	11.5385	0.0000	73.0769	0.0000	10.2564	0.0000	8.9744	3.8462	0.0000	0.0000	0.0000	55.1282	0.0000	23.0769	1.2821	11.5385	3.8462	13.0000	8.9744	1.2821	6.4103	3.8462	5.1282	15.3846	
20861	10.7843	6.8627	3.9216	2.9412	73.5294	1.9608	4.9020	0.0000	5.8824	6.8627	0.0000	0.0000	0.0000	50.0000	0.0000	22.5490	0.9804	6.8627	4.9020	17.0000	7.8431	0.9804	3.9216	10.7843	1.9608	11.7647	
7790	12.9630	11.1111	1.8519	0.0000	79.6296	1.8519	12.9630	1.8519	3.7037	3.7037	0.0000	0.0000	0.0000	46.2963	0.0000	18.5185	5.5556	3.7037	1.8519	54.0000	5.5556	0.0000	9.2593	1.8519	1.8519	16.6667	
1171	6.2500	25.0000	6.2500	0.0000	93.7500	0.0000	12.5000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	56.2500	0.0000	37.5000	12.5000	6.2500	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	
1291	18.5185	11.1111	3.7037	0.0000	85.1852	0.0000	7.4074	0.0000	7.4074	7.4074	0.0000	0.0000	7.4074	66.6667	0.0000	14.8148	0.0000	11.1111	3.7037	13.5000	18.5185	3.7037	7.4074	11.1111	0.0000	18.5185	
570	15.0000	20.0000	5.0000	0.0000	90.0000	0.0000	5.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	55.0000	0.0000	30.0000	0.0000	5.0000	10.0000	20.0000	10.0000	0.0000	10.0000	0.0000	5.0000	25.0000	
1401	12.3457	12.3457	1.2346	0.0000	76.5432	0.0000	13.5802	0.0000	9.8765	7.4074	0.0000	0.0000	2.4691	60.4938	0.0000	19.7531	0.0000	3.7037	3.7037	40.5000	12.3457	0.0000	8.6420	3.7037	4.9383	19.7531	
300	12.7660	4.2553	2.1277	0.0000	87.2340	0.0000	14.8936	4.2553	8.5106	6.3830	0.0000	0.0000	0.0000	59.5745	0.0000	25.5319	0.0000	6.3830	6.3830	15.6667	2.1277	0.0000	6.3830	8.5106	10.6383	12.7660	
370	13.2353	11.7647	5.1471	0.0000	64.7059	2.2059	16.1765	0.0000	3.6765	8.0882	0.0000	0.0000	0.0000	58.0882	2.2059	18.3824	2.2059	7.3529	2.2059	22.6667	5.8824	0.7353	5.8824	3.6765	6.6176	15.4412	
390	6.7485	5.5215	1.8405	0.0000	75.4601	6.1350	9.8160	0.6135	3.6810	7.3620	0.0000	0.0000	0.0000	42.3313	0.0000	22.6994	1.2270	2.4540	3.6810	23.2857	4.9080	0.6135	4.2945	4.9080	2.4540	9.2025	
400	16.0000	2.0000	10.0000	2.0000	82.0000	0.0000	18.0000	0.0000	6.0000	8.0000	0.0000	0.0000	0.0000	58.0000	0.0000	20.0000	0.0000	12.0000	4.0000	12.5000	2.0000	0.0000	4.0000	4.0000	8.0000	10.0000	
5930	15.5172	6.8966	10.3448	0.0000	74.1379	0.0000	15.5172	0.0000	10.3448	8.6207	0.0000	0.0000	0.0000	56.8966	0.0000	15.5172	1.7241	10.3448	1.7241	19.3333	15.5172	0.0000	5.1724	3.4483	3.4483	20.6897	
6340	14.2857	5.3571	1.7857	3.5714	82.1429	0.0000	10.7143	0.0000	7.1429	14.2857	0.0000	0.0000	1.7857	53.5714	0.0000	19.6429	1.7857	7.1429	0.0000	28.0000	8.9286	1.7857	7.1429	1.7857	5.3571	17.8571	
6840	15.4589	6.7633	6.2802	0.0000	65.2174	2.8986	13.5266	0.9662	5.7971	3.3816	0.0000	0.4831	0.4831	52.6570	0.0000	18.8406	0.4831	7.7295	2.4155	15.9231	6.7633	0.9662	7.7295	4.3478	2.4155	10.6280	
1581	30.0000	20.0000	10.0000	0.0000	100.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	30.0000	0.0000	20.0000	0.0000	10.0000	10.0000	0.0000	10.0000	0.0000	0.0000	20.0000	
1621	6.0606	3.0303	1.5152	0.0000	70.4545	0.0000	7.5758	0.0000	12.1212	7.5758	0.0000	0.7576	0.0000	37.8788	0.0000	39.3939	0.7576	1.5152	0.7576	26.4000	4.5455	0.0000	4.5455	6.8182	0.7576	6.0606	
350	21.4286	3.5714	3.5714	0.0000	89.2857	0.0000	17.8571	0.0000	0.0000	3.5714	0.0000	0.0000	3.5714	53.5714	0.0000	25.0000	0.0000	7.1429	3.5714	28.0000	7.1429	0.0000	14.2857	3.5714	0.0000	7.1429	
470	15.0000	10.0000	10.0000	0.0000	85.0000	0.0000	10.0000	0.0000	10.0000	10.0000	0.0000	0.0000	0.0000	55.0000	0.0000	20.0000	0.0000	10.0000	0.0000	20.0000	15.0000	0.0000	5.0000	5.0000	0.0000	15.0000	
730	3.8961	7.7922	0.6494	0.0000	72.0779	0.0000	11.0390	0.0000	7.1429	3.2468	0.0000	2.5974	0.0000	38.9610	0.0000	39.6104	0.0000	0.6494	4.5455	15.4000	8.4416	1.2987	3.2468	3.2468	1.2987	10.3896	
1761	13.0435	7.2464	1.4493	0.0000	79.7101	1.4493	14.4928	0.0000	8.6957	11.5942	0.0000	0.0000	1.4493	55.0725	0.0000	31.8841	0.0000	2.8986	1.4493	69.0000	5.7971	2.8986	10.1449	2.8986	1.4493	8.6957	
2081	4.0000	2.0000	0.0000	0.0000	78.0000	6.0000	6.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	20.0000	0.0000	22.0000	0.0000	0.0000	2.0000	50.0000	2.0000	0.0000	4.0000	0.0000	0.0000	2.0000	
2211	17.8571	3.5714	8.9286	0.0000	89.2857	1.7857	8.9286	1.7857	5.3571	1.7857	0.0000	0.0000	0.0000	44.6429	0.0000	19.6429	0.0000	10.7143	3.5714	11.2000	7.1429	0.0000	7.1429	1.7857	0.0000	7.1429	
2651	18.7500	4.1667	8.3333	0.0000	83.3333	0.0000	14.5833	0.0000	6.2500	6.2500	0.0000	0.0000	2.0833	50.0000	0.0000	25.0000	0.0000	10.4167	0.0000	9.6000	12.5000	0.0000	8.3333	6.2500	0.0000	12.5000	
2911	13.3333	13.3333	6.6667	0.0000	100.0000	0.0000	0.0000	0.0000	13.3333	6.6667	0.0000	0.0000	0.0000	46.6667	0.0000	26.6667	6.6667	6.6667	0.0000	15.0000	0.0000	0.0000	6.6667	6.6667	6.6667	13.3333	
3161	16.6667	0.0000	8.3333	0.0000	100.0000	0.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	25.0000	0.0000	8.3333	0.0000	12.0000	8.3333	0.0000	8.3333	8.3333	0.0000	8.3333	
3241	11.1111	0.0000	5.5556	0.0000	100.0000	0.0000	16.6667	0.0000	5.5556	11.1111	0.0000	0.0000	0.0000	44.4444	0.0000	33.3333	0.0000	5.5556	0.0000	9.0000	5.5556	0.0000	5.5556	0.0000	0.0000	5.5556	
6880	11.1111	0.0000	0.0000	0.0000	88.8889	0.0000	22.2222	11.1111	0.0000	0.0000	0.0000	0.0000	0.0000	44.4444	0.0000	16.6667	0.0000	11.1111	5.5556	4.5000	5.5556	0.0000	0.0000	5.5556	0.0000	5.5556	
3341	11.4035	7.8947	6.1404	0.0000	76.3158	0.0000	15.7895	0.8772	7.0175	7.8947	0.0000	0.0000	0.0000	56.1404	0.0000	23.6842	1.7544	7.0175	4.3860	16.2857	7.8947	0.0000	4.3860	5.2632	2.6316	14.9123	
790	15.1899	7.5949	7.5949	0.0000	77.2152	0.0000	21.5190	1.2658	5.0633	8.8608	0.0000	0.0000	1.2658	65.8228	0.0000	13.9241	0.0000	10.1266	5.0633	26.3333	8.8608	1.2658	5.0633	6.3291	3.7975	13.9241	
1050	16.1290	6.4516	12.9032	0.0000	77.4194	0.0000	12.9032	0.0000	3.2258	6.4516	0.0000	0.0000	0.0000	45.1613	0.0000	32.2581	3.2258	12.9032	0.0000	10.3333	9.6774	0.0000	3.2258	0.0000	0.0000	12.9032	
3401	7.7778	3.3333	2.2222	1.1111	73.3333	1.1111	14.4444	1.1111	5.5556	13.3333	0.0000	0.0000	1.1111	46.6667	0.0000	23.3333	0.0000	5.5556	0.0000	45.0000	2.2222	1.1111	2.2222	2.2222	2.2222	6.6667	
10781	7.1429	7.1429	0.0000	0.0000	100.0000	0.0000	7.1429	7.1429	0.0000	7.1429	0.0000	0.0000	0.0000	35.7143	0.0000	14.2857	0.0000	7.1429	0.0000	14.0000	14.2857	0.0000	0.0000	14.2857	0.0000	14.2857	
17151	13.5593	15.2542	3.3898	0.0000	81.3559	0.0000	13.5593	0.0000	10.1695	1.6949	0.0000	0.0000	0.0000	59.3220	0.0000	18.6441	3.3898	3.3898	5.0847	19.6667	13.5593	0.0000	10.1695	6.7797	1.6949	20.3390	
17381	11.9048	9.5238	4.7619	0.0000	78.5714	0.0000	7.1429	0.0000	7.1429	11.9048	0.0000	0.0000	0.0000	50.0000	0.0000	35.7143	0.0000	4.7619	2.3810	10.5000	16.6667	0.0000	7.1429	0.0000	0.0000	16.6667	
7721	11.2245	9.1837	5.1020	2.0408	67.3469	0.0000	11.2245	0.0000	7.1429	12.2449	0.0000	0.0000	1.0204	56.1224	0.0000	17.3469	3.0612	8.1633	4.0816	24.5000	5.1020	1.0204	3.0612	7.1429	6.1224	17.3469	
7911	9.5238	19.0476	4.7619	0.0000	100.0000	4.7619	9.5238	0.0000	9.5238	9.5238	0.0000	0.0000	0.0000	66.6667	0.0000	14.2857	4.7619	4.7619	4.7619	10.5000	4.7619	0.0000	4.7619	9.5238	0.0000	19.0476	
7941	20.0000	20.0000	0.0000	0.0000	100.0000	10.0000	10.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	20.0000	0.0000	10.0000	0.0000	10.0000	20.0000	0.0000	10.0000	0.0000	0.0000	20.0000	
7961	11.7647	5.8824	8.8235	0.0000	91.1765	2.9412	8.8235	0.0000	2.9412	5.8824	0.0000	0.0000	0.0000	52.9412	0.0000	23.5294	0.0000	8.8235	5.8824	34.0000	0.0000	5.8824	2.9412	2.9412	5.8824	8.8235	
2750	16.6667	6.2500	6.2500	3.1250	79.1667	0.0000	14.5833	1.0417	6.2500	9.3750	0.0000	0.0000	1.0417	64.5833	0.0000	12.5000	1.0417	11.4583	4.1667	16.0000	7.2917	2.0833	5.2083	9.3750	0.0000	9.3750	
8041	16.4835	2.1978	6.5934	1.0989	71.4286	6.5934	9.8901	2.1978	5.4945	6.5934	0.0000	0.0000	0.0000	52.7473	2.1978	19.7802	0.0000	12.0879	4.3956	30.3333	4.3956	1.0989	4.3956	3.2967	6.5934	10.9890	
2510	8.3333	16.6667	0.0000	0.0000	95.8333	0.0000	8.3333	4.1667	0.0000	8.3333	0.0000	0.0000	4.1667	54.1667	0.0000	29.1667	4.1667	8.3333	4.1667	8.0000	12.5000	4.1667	0.0000	4.1667	0.0000	20.8333	
2520	13.6364	0.0000	0.0000	0.0000	90.9091	4.5455	4.5455	9.0909	4.5455	13.6364	0.0000	0.0000	0.0000	40.9091	0.0000	13.6364	0.0000	9.0909	4.5455	22.0000	4.5455	0.0000	4.5455	0.0000	0.0000	4.5455	
2590	10.0000	10.0000	0.0000	0.0000	67.5000	5.0000	12.5000	2.5000	5.0000	20.0000	0.0000	0.0000	0.0000	62.5000	0.0000	5.0000	0.0000	2.5000	5.0000	40.0000	10.0000	0.0000	7.5000	2.5000	0.0000	10.0000	
2600	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2610	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	75.0000	0.0000	0.0000	0.0000	1.3333	25.0000	0.0000	0.0000	0.0000	0.0000	25.0000	
2720	10.9589	6.8493	4.1096	0.0000	75.3425	5.4795	9.5890	0.0000	8.2192	9.5890	0.0000	0.0000	0.0000	56.1644	0.0000	15.0685	0.0000	4.1096	5.4795	18.2500	9.5890	1.3699	6.8493	4.1096	1.3699	10.9589	
2730	14.8649	10.8108	2.7027	0.0000	77.0270	2.7027	14.8649	0.0000	5.4054	6.7568	0.0000	0.0000	2.7027	55.4054	0.0000	27.0270	1.3514	5.4054	0.0000	14.8000	8.1081	0.0000	9.4595	2.7027	6.7568	16.2162	
2870	9.2308	6.1538	3.0769	0.0000	63.0769	0.0000	6.1538	1.5385	3.0769	15.3846	0.0000	0.0000	0.0000	46.1538	0.0000	23.0769	0.0000	4.6154	4.6154	21.6667	6.1538	0.0000	4.6154	3.0769	1.5385	7.6923	
2880	11.1111	0.0000	11.1111	0.0000	94.4444	11.1111	16.6667	0.0000	0.0000	5.5556	0.0000	0.0000	0.0000	44.4444	0.0000	16.6667	0.0000	11.1111	0.0000	18.0000	0.0000	0.0000	0.0000	0.0000	5.5556	5.5556	
8071	11.8421	10.5263	0.0000	0.0000	77.6316	1.3158	10.5263	5.2632	6.5789	11.8421	0.0000	0.0000	0.0000	57.8947	0.0000	18.4211	2.6316	5.2632	2.6316	15.2000	9.2105	1.3158	6.5789	2.6316	0.0000	13.1579	
2640	15.9091	9.0909	9.0909	0.0000	81.8182	4.5455	13.6364	0.0000	6.8182	4.5455	0.0000	0.0000	0.0000	56.8182	0.0000	15.9091	0.0000	9.0909	0.0000	22.0000	13.6364	0.0000	6.8182	9.0909	2.2727	15.9091	
8161	10.9589	13.6986	2.7397	0.0000	69.8630	1.3699	10.9589	2.7397	2.7397	10.9589	0.0000	0.0000	1.3699	56.1644	0.0000	27.3973	4.1096	6.8493	1.3699	73.0000	4.1096	0.0000	4.1096	4.1096	2.7397	16.4384	
2550	21.5054	4.3011	10.7527	0.0000	77.4194	0.0000	12.9032	0.0000	5.3763	2.1505	0.0000	0.0000	1.0753	53.7634	0.0000	16.1290	0.0000	11.8280	2.1505	18.6000	4.3011	1.0753	9.6774	5.3763	4.3011	9.6774	
8191	6.4516	9.6774	0.0000	0.0000	93.5484	0.0000	16.1290	0.0000	6.4516	6.4516	0.0000	0.0000	0.0000	51.6129	0.0000	22.5806	3.2258	0.0000	6.4516	7.7500	6.4516	3.2258	6.4516	0.0000	0.0000	12.9032	
2580	7.4074	7.4074	0.0000	0.0000	92.5926	0.0000	11.1111	0.0000	0.0000	11.1111	0.0000	0.0000	0.0000	44.4444	0.0000	25.9259	0.0000	0.0000	3.7037	13.5000	7.4074	3.7037	7.4074	0.0000	0.0000	7.4074	
8371	5.4348	14.1304	2.1739	0.0000	80.4348	1.0870	9.7826	0.0000	4.3478	6.5217	0.0000	0.0000	1.0870	51.0870	0.0000	35.8696	4.3478	3.2609	4.3478	23.0000	7.6087	2.1739	2.1739	5.4348	3.2609	17.3913	
3020	16.6667	6.2500	2.0833	0.0000	83.3333	0.0000	8.3333	0.0000	10.4167	10.4167	0.0000	0.0000	0.0000	62.5000	0.0000	18.7500	0.0000	2.0833	4.1667	24.0000	4.1667	4.1667	14.5833	4.1667	0.0000	6.2500	
3040	16.0000	8.0000	4.0000	0.0000	92.0000	0.0000	12.0000	0.0000	8.0000	8.0000	0.0000	0.0000	4.0000	52.0000	0.0000	16.0000	4.0000	8.0000	0.0000	25.0000	0.0000	0.0000	8.0000	4.0000	8.0000	16.0000	
3820	21.8750	3.1250	15.6250	0.0000	87.5000	3.1250	12.5000	0.0000	6.2500	0.0000	0.0000	0.0000	0.0000	53.1250	0.0000	21.8750	0.0000	15.6250	3.1250	32.0000	9.3750	0.0000	6.2500	9.3750	0.0000	9.3750	
8511	16.8142	9.7345	10.6195	0.0000	66.3717	1.7699	10.6195	0.0000	6.1947	9.7345	0.0000	0.0000	0.0000	63.7168	0.0000	20.3540	0.8850	10.6195	1.7699	22.6000	7.0796	4.4248	6.1947	3.5398	3.5398	14.1593	
3050	22.5806	0.0000	12.9032	0.0000	80.6452	0.0000	9.6774	3.2258	6.4516	9.6774	0.0000	0.0000	0.0000	48.3871	0.0000	16.1290	0.0000	16.1290	0.0000	15.5000	6.4516	0.0000	6.4516	0.0000	0.0000	6.4516	
8531	7.6923	5.1282	2.5641	0.0000	68.3761	1.7094	13.6752	0.0000	8.5470	9.4017	0.0000	0.0000	1.7094	55.5556	0.0000	17.9487	0.8547	4.2735	5.1282	23.4000	5.9829	1.7094	3.4188	5.1282	0.8547	7.6923	
3060	4.5455	7.5758	4.5455	0.0000	78.7879	0.0000	13.6364	0.0000	9.0909	6.0606	0.0000	0.0000	0.0000	51.5152	0.0000	19.6970	1.5152	4.5455	7.5758	16.5000	10.6061	1.5152	0.0000	6.0606	0.0000	13.6364	
3850	5.7377	9.8361	3.2787	0.0000	76.2295	2.4590	9.8361	0.0000	3.2787	5.7377	0.0000	0.8197	0.0000	46.7213	0.8197	28.6885	4.0984	4.0984	5.7377	40.6667	5.7377	2.4590	1.6393	4.0984	0.8197	12.2951	
3870	22.2222	0.0000	11.1111	0.0000	100.0000	0.0000	11.1111	11.1111	0.0000	0.0000	0.0000	0.0000	0.0000	44.4444	0.0000	22.2222	0.0000	22.2222	0.0000	3.0000	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	
3880	14.6853	5.5944	0.6993	0.6993	67.8322	2.0979	15.3846	1.3986	6.9930	6.2937	0.0000	0.0000	4.8951	55.9441	0.6993	23.0769	0.0000	8.3916	4.1958	20.4286	8.3916	1.3986	6.2937	4.1958	1.3986	11.1888	
8591	7.4074	7.4074	3.7037	0.0000	96.2963	3.7037	11.1111	0.0000	3.7037	14.8148	0.0000	0.0000	0.0000	51.8519	0.0000	29.6296	3.7037	3.7037	3.7037	13.5000	7.4074	0.0000	3.7037	3.7037	0.0000	14.8148	
8621	13.7931	6.8966	3.4483	0.0000	96.5517	0.0000	3.4483	3.4483	6.8966	6.8966	0.0000	0.0000	0.0000	37.9310	0.0000	17.2414	3.4483	6.8966	0.0000	14.5000	3.4483	0.0000	6.8966	3.4483	6.8966	13.7931	
3070	18.1818	12.1212	6.0606	0.0000	93.9394	0.0000	12.1212	0.0000	6.0606	3.0303	0.0000	0.0000	0.0000	57.5758	0.0000	12.1212	3.0303	6.0606	3.0303	33.0000	6.0606	0.0000	12.1212	6.0606	6.0606	18.1818	
3140	12.3711	3.0928	6.1856	0.0000	74.2268	0.0000	11.3402	2.0619	9.2784	8.2474	0.0000	0.0000	1.0309	48.4536	0.0000	21.6495	0.0000	9.2784	1.0309	32.3333	6.1856	1.0309	3.0928	5.1546	3.0928	9.2784	
8631	10.9244	4.2017	9.2437	0.0000	73.1092	4.2017	9.2437	0.0000	10.9244	9.2437	0.0000	0.0000	0.0000	52.9412	0.0000	21.8487	0.0000	9.2437	4.2017	14.8750	5.0420	1.6807	1.6807	5.8824	0.8403	5.8824	
2780	10.2941	8.8235	5.8824	0.0000	86.7647	2.9412	7.3529	0.0000	8.8235	5.8824	0.0000	0.0000	1.4706	52.9412	0.0000	25.0000	0.0000	7.3529	4.4118	9.7143	7.3529	1.4706	2.9412	5.8824	7.3529	14.7059	
2900	7.6923	0.0000	0.0000	0.0000	100.0000	7.6923	15.3846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.4615	0.0000	23.0769	0.0000	0.0000	15.3846	4.3333	7.6923	0.0000	7.6923	0.0000	0.0000	7.6923	
8671	15.4930	7.0423	5.6338	0.0000	78.8732	7.0423	12.6761	0.0000	8.4507	4.2254	0.0000	0.0000	1.4085	56.3380	0.0000	19.7183	0.0000	7.0423	4.2254	17.7500	7.0423	1.4085	8.4507	7.0423	4.2254	12.6761	
2950	18.5714	7.1429	7.1429	0.0000	81.4286	4.2857	14.2857	1.4286	7.1429	7.1429	0.0000	0.0000	0.0000	62.8571	0.0000	8.5714	1.4286	8.5714	2.8571	23.3333	8.5714	1.4286	10.0000	5.7143	4.2857	14.2857	
8711	6.6667	13.3333	3.3333	0.0000	96.6667	0.0000	16.6667	0.0000	0.0000	6.6667	0.0000	0.0000	0.0000	60.0000	0.0000	20.0000	3.3333	3.3333	13.3333	15.0000	6.6667	0.0000	3.3333	6.6667	3.3333	20.0000	
8891	9.7561	12.1951	0.0000	0.0000	80.4878	2.4390	19.5122	4.8780	2.4390	9.7561	0.0000	0.0000	4.8780	53.6585	0.0000	7.3171	4.8780	9.7561	0.0000	10.2500	7.3171	0.0000	0.0000	2.4390	0.0000	19.5122	
3240	20.0000	0.0000	10.0000	0.0000	90.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.0000	0.0000	10.0000	0.0000	20.0000	0.0000	2.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	
3250	18.1818	18.1818	9.0909	0.0000	100.0000	0.0000	9.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	54.5455	0.0000	18.1818	0.0000	9.0909	0.0000	5.5000	27.2727	0.0000	9.0909	9.0909	9.0909	36.3636	
3270	15.3846	10.2564	7.6923	0.0000	84.6154	0.0000	17.9487	0.0000	5.1282	10.2564	0.0000	0.0000	0.0000	61.5385	0.0000	15.3846	0.0000	7.6923	0.0000	9.7500	2.5641	0.0000	7.6923	2.5641	10.2564	12.8205	
3460	0.0000	20.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	40.0000	0.0000	40.0000	0.0000	0.0000	0.0000	2.5000	20.0000	0.0000	0.0000	20.0000	0.0000	20.0000	
3860	10.0000	10.0000	0.0000	0.0000	100.0000	10.0000	10.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.0000	0.0000	20.0000	0.0000	10.0000	0.0000	10.0000	10.0000	0.0000	0.0000	0.0000	0.0000	10.0000	
9011	6.6667	0.0000	0.0000	0.0000	86.6667	0.0000	13.3333	0.0000	6.6667	20.0000	0.0000	0.0000	0.0000	53.3333	0.0000	13.3333	0.0000	0.0000	6.6667	5.0000	13.3333	0.0000	6.6667	0.0000	6.6667	20.0000	
9161	33.3333	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	33.3333	0.0000	1.5000	33.3333	0.0000	0.0000	0.0000	0.0000	33.3333	
9191	15.0943	5.6604	5.6604	1.8868	83.0189	9.4340	7.5472	0.0000	5.6604	3.7736	0.0000	0.0000	0.0000	52.8302	0.0000	15.0943	0.0000	7.5472	7.5472	17.6667	5.6604	0.0000	7.5472	3.7736	3.7736	9.4340	
3010	17.5000	5.0000	7.5000	0.0000	80.0000	10.0000	5.0000	5.0000	5.0000	10.0000	0.0000	0.0000	0.0000	55.0000	0.0000	17.5000	0.0000	12.5000	5.0000	40.0000	5.0000	0.0000	5.0000	5.0000	10.0000	15.0000	
3030	8.8235	0.0000	8.8235	0.0000	79.4118	2.9412	14.7059	0.0000	11.7647	2.9412	0.0000	0.0000	0.0000	52.9412	0.0000	26.4706	0.0000	8.8235	8.8235	17.0000	5.8824	0.0000	0.0000	8.8235	0.0000	5.8824	
9221	20.5128	12.8205	10.2564	0.0000	84.6154	2.5641	15.3846	0.0000	0.0000	5.1282	0.0000	0.0000	0.0000	61.5385	0.0000	10.2564	0.0000	10.2564	0.0000	19.5000	10.2564	5.1282	10.2564	0.0000	5.1282	17.9487	
9241	9.2593	7.4074	5.5556	0.0000	72.2222	0.0000	7.4074	0.0000	9.2593	12.9630	0.0000	0.0000	0.0000	50.0000	0.0000	14.8148	0.0000	5.5556	1.8519	27.0000	12.9630	0.0000	3.7037	3.7037	0.0000	14.8148	
9261	6.1404	5.2632	0.0000	0.8772	74.5614	1.7544	15.7895	0.0000	4.3860	7.0175	0.0000	0.0000	0.8772	44.7368	0.0000	24.5614	0.8772	1.7544	3.5088	28.5000	9.6491	0.8772	4.3860	3.5088	0.8772	13.1579	
9521	14.0496	7.4380	6.6116	0.0000	74.3802	5.7851	5.7851	0.0000	8.2645	4.1322	0.0000	0.0000	0.8264	45.4545	0.0000	20.6612	0.0000	7.4380	2.4793	9.3077	7.4380	0.8264	6.6116	2.4793	6.6116	14.0496	
3230	0.0000	0.0000	0.0000	0.0000	92.3077	0.0000	15.3846	0.0000	0.0000	23.0769	0.0000	0.0000	0.0000	61.5385	0.0000	7.6923	0.0000	0.0000	7.6923	13.0000	7.6923	7.6923	0.0000	7.6923	0.0000	7.6923	
3280	10.0000	7.5000	0.0000	0.0000	77.5000	12.5000	15.0000	2.5000	2.5000	10.0000	0.0000	0.0000	0.0000	50.0000	0.0000	15.0000	2.5000	2.5000	2.5000	10.0000	7.5000	0.0000	7.5000	0.0000	0.0000	10.0000	
3300	12.0000	0.0000	8.0000	0.0000	64.0000	0.0000	16.0000	0.0000	8.0000	12.0000	0.0000	0.0000	0.0000	60.0000	0.0000	4.0000	0.0000	8.0000	8.0000	12.5000	8.0000	0.0000	4.0000	8.0000	0.0000	8.0000	
3320	23.8095	9.5238	9.5238	0.0000	85.7143	0.0000	9.5238	0.0000	19.0476	4.7619	0.0000	0.0000	0.0000	61.9048	0.0000	14.2857	0.0000	9.5238	0.0000	21.0000	4.7619	0.0000	14.2857	4.7619	14.2857	19.0476	
9891	14.0351	7.0175	3.5088	0.0000	85.9649	5.2632	12.2807	5.2632	0.0000	8.7719	0.0000	0.0000	0.0000	50.8772	0.0000	24.5614	0.0000	8.7719	1.7544	11.4000	1.7544	0.0000	5.2632	3.5088	5.2632	12.2807	
