ID	ABSOLUTE_MOD	RELATIVE_MOD
1021	0.0000	0.0000
260	3.0000	0.0211
1331	0.0000	0.0000
270	0.0000	0.0000
1611	0.0000	0.0000
5621	0.0000	0.0000
6811	1.0000	0.0128
2160	1.0000	0.0182
2170	2.0000	0.0225
2360	0.0000	0.0000
6911	1.0000	0.0500
6941	1.0000	0.0156
6951	0.0000	0.0000
6961	0.0000	0.0000
6971	1.0000	0.0208
6981	0.0000	0.0000
2220	0.0000	0.0000
7751	0.0000	0.0000
7871	0.0000	0.0000
11421	7.0000	0.0376
11431	1.0000	0.0217
4160	1.0000	0.0833
11441	0.0000	0.0000
4180	0.0000	0.0000
4240	0.0000	0.0000
4440	0.0000	0.0000
4460	0.0000	0.0000
4480	0.0000	0.0000
4510	0.0000	0.0000
4690	3.0000	0.0224
11451	2.0000	0.0222
11461	0.0000	0.0000
4210	0.0000	0.0000
4520	0.0000	0.0000
5500	0.0000	0.0000
11471	5.0000	0.0246
11481	0.0000	0.0000
4220	0.0000	0.0000
4550	0.0000	0.0000
5510	0.0000	0.0000
11491	4.0000	0.0223
11511	1.0000	0.0102
4370	0.0000	0.0000
4570	0.0000	0.0000
11531	1.0000	0.0133
4380	0.0000	0.0000
4610	0.0000	0.0000
11541	1.0000	0.0137
4620	0.0000	0.0000
11551	1.0000	0.0111
4400	0.0000	0.0000
4630	0.0000	0.0000
11561	1.0000	0.0103
4390	0.0000	0.0000
4640	0.0000	0.0000
11571	1.0000	0.0526
12251	3.0000	0.0291
4680	2.0000	0.0127
4910	3.0000	0.0323
4970	6.0000	0.0270
5100	3.0000	0.0143
5110	2.0000	0.0211
5600	5.0000	0.0485
16671	1.0000	0.0270
16711	1.0000	0.0208
16981	3.0000	0.0288
6910	0.0000	0.0000
6970	0.0000	0.0000
17221	2.0000	0.1250
17401	0.0000	0.0000
1841	1.0000	0.0133
1971	0.0000	0.0000
2001	4.0000	0.0367
2131	0.0000	0.0000
2191	1.0000	0.0222
2641	0.0000	0.0000
3811	1.0000	0.0213
3921	0.0000	0.0000
4151	2.0000	0.0345
7361	1.0000	0.0192
15731	0.0000	0.0000
15891	1.0000	0.0179
15901	0.0000	0.0000
8851	3.0000	0.0492
9171	0.0000	0.0000
4070	0.0000	0.0000
9231	2.0000	0.0154
14381	1.0000	0.0085
14531	0.0000	0.0000
14571	2.0000	0.0250
15101	0.0000	0.0000
18821	0.0000	0.0000
19281	1.0000	0.0182
161	0.0000	0.0000
5571	1.0000	0.0128
11411	1.0000	0.0069
11731	4.0000	0.0305
4320	0.0000	0.0000
16641	4.0000	0.0174
16781	0.0000	0.0000
16901	1.0000	0.0208
17761	2.0000	0.0134
7140	1.0000	0.0161
1771	2.0000	0.0588
1831	6.0000	0.0476
510	2.0000	0.0253
640	1.0000	0.0092
8731	1.0000	0.0172
8781	0.0000	0.0000
8791	3.0000	0.0361
14371	2.0000	0.0117
18801	1.0000	0.0036
19161	0.0000	0.0000
19241	1.0000	0.0244
19271	2.0000	0.0263
20791	1.0000	0.0049
151	0.0000	0.0000
871	0.0000	0.0000
881	0.0000	0.0000
3711	0.0000	0.0000
5531	0.0000	0.0000
11331	1.0000	0.0111
11351	1.0000	0.0110
4350	1.0000	0.0037
4360	0.0000	0.0000
4780	1.0000	0.0086
4820	10.0000	0.0181
4830	3.0000	0.0067
4850	0.0000	0.0000
11361	4.0000	0.0155
4840	3.0000	0.0275
11401	0.0000	0.0000
11581	2.0000	0.0080
11601	2.0000	0.0148
11631	4.0000	0.0145
11641	3.0000	0.0102
4800	1.0000	0.0161
11671	6.0000	0.0221
11691	1.0000	0.0161
11711	6.0000	0.0508
12481	1.0000	0.0086
12521	0.0000	0.0000
13231	1.0000	0.0049
13531	0.0000	0.0000
5450	1.0000	0.0385
13541	3.0000	0.0060
5460	0.0000	0.0000
13561	0.0000	0.0000
5530	1.0000	0.0147
5550	0.0000	0.0000
5640	0.0000	0.0000
5850	1.0000	0.0130
16631	0.0000	0.0000
1751	0.0000	0.0000
4931	2.0000	0.0377
8651	0.0000	0.0000
10141	0.0000	0.0000
14361	1.0000	0.0213
15391	2.0000	0.0149
18791	0.0000	0.0000
141	4.0000	0.0288
451	0.0000	0.0000
130	2.0000	0.0102
180	1.0000	0.0057
1221	2.0000	0.0064
5481	0.0000	0.0000
5511	0.0000	0.0000
5871	0.0000	0.0000
6041	0.0000	0.0000
6301	0.0000	0.0000
6521	0.0000	0.0000
11271	0.0000	0.0000
16601	6.0000	0.0377
16961	1.0000	0.0217
16971	2.0000	0.0317
16991	1.0000	0.0208
17041	1.0000	0.0149
6850	0.0000	0.0000
17101	3.0000	0.0184
17561	1.0000	0.0714
1731	1.0000	0.0161
8561	1.0000	0.0357
8901	1.0000	0.0088
8991	0.0000	0.0000
14351	2.0000	0.0074
14431	0.0000	0.0000
14721	0.0000	0.0000
6640	3.0000	0.0306
6660	0.0000	0.0000
14861	3.0000	0.0536
6650	7.0000	0.0229
14871	1.0000	0.0263
14921	1.0000	0.0062
6170	0.0000	0.0000
15551	6.0000	0.0448
6500	1.0000	0.0055
6570	7.0000	0.0155
6600	2.0000	0.0222
15811	3.0000	0.0240
18671	1.0000	0.0104
18681	0.0000	0.0000
18691	0.0000	0.0000
18921	0.0000	0.0000
131	0.0000	0.0000
2071	0.0000	0.0000
2881	0.0000	0.0000
3791	3.0000	0.0370
4521	0.0000	0.0000
1210	0.0000	0.0000
5471	2.0000	0.0235
5661	0.0000	0.0000
1600	0.0000	0.0000
5701	0.0000	0.0000
5761	0.0000	0.0000
11221	13.0000	0.0349
11301	1.0000	0.0102
11381	4.0000	0.0202
4120	0.0000	0.0000
4150	2.0000	0.0328
16571	0.0000	0.0000
16751	0.0000	0.0000
1691	0.0000	0.0000
1861	0.0000	0.0000
610	2.0000	0.0256
6260	1.0000	0.0323
6630	3.0000	0.0263
1911	0.0000	0.0000
1961	2.0000	0.0189
600	2.0000	0.0328
2601	2.0000	0.0152
8091	3.0000	0.0361
2620	1.0000	0.0079
2760	6.0000	0.0333
5560	0.0000	0.0000
8681	0.0000	0.0000
8411	3.0000	0.0612
8451	1.0000	0.0333
8551	1.0000	0.0909
8581	1.0000	0.0714
9461	2.0000	0.0435
14271	0.0000	0.0000
14791	1.0000	0.0147
6110	1.0000	0.0074
6120	3.0000	0.0162
6140	2.0000	0.0385
14971	2.0000	0.0127
18661	2.0000	0.0131
18701	2.0000	0.0260
18721	0.0000	0.0000
18861	0.0000	0.0000
18881	0.0000	0.0000
18891	2.0000	0.0513
18951	3.0000	0.0448
121	3.0000	0.0345
171	1.0000	0.0132
10	3.0000	0.1071
150	3.0000	0.0211
170	2.0000	0.0455
670	1.0000	0.0250
2250	3.0000	0.0183
2300	0.0000	0.0000
201	9.0000	0.0570
20	25.0000	0.0145
220	0.0000	0.0000
430	0.0000	0.0000
480	0.0000	0.0000
650	0.0000	0.0000
2330	6.0000	0.0306
211	4.0000	0.0388
261	2.0000	0.0286
321	0.0000	0.0000
351	0.0000	0.0000
90	1.0000	0.0714
1321	1.0000	0.0323
2801	1.0000	0.0455
1750	0.0000	0.0000
2230	1.0000	0.0130
2320	1.0000	0.0161
2420	1.0000	0.0588
5991	1.0000	0.0064
7081	1.0000	0.0189
7111	1.0000	0.0050
2140	0.0000	0.0000
7581	2.0000	0.0299
2290	1.0000	0.0222
2350	4.0000	0.0292
7711	4.0000	0.0201
2390	0.0000	0.0000
8921	2.0000	0.0213
2910	1.0000	0.0179
9031	0.0000	0.0000
5451	0.0000	0.0000
5611	0.0000	0.0000
5651	1.0000	0.0417
1870	0.0000	0.0000
5831	0.0000	0.0000
5841	0.0000	0.0000
6161	1.0000	0.0417
6171	3.0000	0.0155
6571	0.0000	0.0000
11191	2.0000	0.0345
11201	0.0000	0.0000
4100	1.0000	0.0227
4140	0.0000	0.0000
4490	0.0000	0.0000
11371	0.0000	0.0000
4130	0.0000	0.0000
4300	0.0000	0.0000
11591	0.0000	0.0000
5030	2.0000	0.0198
5290	0.0000	0.0000
11611	1.0000	0.0263
6090	0.0000	0.0000
11621	0.0000	0.0000
4420	2.0000	0.0690
11721	0.0000	0.0000
5300	0.0000	0.0000
5330	3.0000	0.0612
5520	1.0000	0.0103
5880	0.0000	0.0000
11741	0.0000	0.0000
4500	1.0000	0.1111
11931	1.0000	0.0135
4280	0.0000	0.0000
12371	5.0000	0.0327
4870	4.0000	0.0336
4880	1.0000	0.0091
4900	5.0000	0.0431
5000	1.0000	0.0185
5830	1.0000	0.0147
6010	3.0000	0.0184
12561	2.0000	0.0091
13081	1.0000	0.0323
13281	6.0000	0.0246
13341	1.0000	0.0093
5580	2.0000	0.0183
13511	1.0000	0.0526
13671	1.0000	0.0182
13791	0.0000	0.0000
5690	0.0000	0.0000
14281	1.0000	0.0149
5900	0.0000	0.0000
5990	0.0000	0.0000
14291	0.0000	0.0000
6100	0.0000	0.0000
14541	2.0000	0.0260
14561	1.0000	0.0094
6000	0.0000	0.0000
14601	1.0000	0.0323
14641	0.0000	0.0000
14761	3.0000	0.0326
14771	0.0000	0.0000
16561	1.0000	0.0122
16721	0.0000	0.0000
16761	0.0000	0.0000
16771	0.0000	0.0000
16791	3.0000	0.0789
16821	0.0000	0.0000
16951	0.0000	0.0000
6940	0.0000	0.0000
17511	0.0000	0.0000
17521	2.0000	0.0339
1671	0.0000	0.0000
2201	0.0000	0.0000
2271	0.0000	0.0000
2441	0.0000	0.0000
2471	0.0000	0.0000
2561	0.0000	0.0000
2621	0.0000	0.0000
660	0.0000	0.0000
1430	0.0000	0.0000
4581	0.0000	0.0000
6081	0.0000	0.0000
2010	0.0000	0.0000
2070	0.0000	0.0000
11061	1.0000	0.0156
11241	0.0000	0.0000
14171	0.0000	0.0000
5840	0.0000	0.0000
14511	0.0000	0.0000
7310	0.0000	0.0000
7320	0.0000	0.0000
8361	0.0000	0.0000
8381	1.0000	0.0118
8831	1.0000	0.0060
14221	1.0000	0.0127
14341	0.0000	0.0000
14581	0.0000	0.0000
18611	1.0000	0.0147
19001	0.0000	0.0000
7300	1.0000	0.0094
111	0.0000	0.0000
5381	7.0000	0.0363
6621	1.0000	0.0143
2030	2.0000	0.0278
11181	4.0000	0.0154
11261	2.0000	0.0183
16551	2.0000	0.0105
21861	1.0000	0.0476
21891	4.0000	0.0162
1531	1.0000	0.0147
1591	5.0000	0.0225
2161	3.0000	0.0148
3281	6.0000	0.0209
3841	0.0000	0.0000
8341	1.0000	0.0070
9341	0.0000	0.0000
9411	1.0000	0.0065
14191	6.0000	0.0302
14211	3.0000	0.0833
5960	1.0000	0.0041
18581	2.0000	0.0408
19251	4.0000	0.0315
20451	1.0000	0.0312
20541	2.0000	0.0308
101	0.0000	0.0000
5371	5.0000	0.0227
11131	1.0000	0.0065
12771	0.0000	0.0000
12901	0.0000	0.0000
16531	1.0000	0.0294
21811	2.0000	0.0400
21821	0.0000	0.0000
21871	0.0000	0.0000
21881	2.0000	0.0303
1521	1.0000	0.0088
1561	2.0000	0.0247
840	2.0000	0.0082
860	7.0000	0.0278
1651	3.0000	0.0065
940	0.0000	0.0000
1721	2.0000	0.0426
1811	6.0000	0.0181
3511	1.0000	0.0061
3561	4.0000	0.0163
3721	2.0000	0.0099
8301	2.0000	0.0091
8351	2.0000	0.0080
8721	2.0000	0.0145
13121	0.0000	0.0000
14121	0.0000	0.0000
18571	0.0000	0.0000
18591	1.0000	0.0161
18601	2.0000	0.0137
18641	3.0000	0.0135
18711	1.0000	0.0417
18751	0.0000	0.0000
18771	0.0000	0.0000
18811	0.0000	0.0000
18851	2.0000	0.0370
18871	2.0000	0.0526
91	3.0000	0.0132
5321	4.0000	0.0238
5391	7.0000	0.0654
11111	7.0000	0.0058
13721	2.0000	0.0312
5590	9.0000	0.0395
13811	3.0000	0.0288
5740	0.0000	0.0000
16481	3.0000	0.0116
17201	0.0000	0.0000
21771	2.0000	0.0220
21781	0.0000	0.0000
21791	2.0000	0.0377
21801	2.0000	0.0408
1491	1.0000	0.0303
2401	0.0000	0.0000
4791	1.0000	0.0270
6741	2.0000	0.0153
2040	2.0000	0.0235
7861	1.0000	0.0435
2460	2.0000	0.0263
8031	2.0000	0.0333
2470	2.0000	0.0235
12301	3.0000	0.0217
4530	1.0000	0.0189
7730	2.0000	0.0500
15841	0.0000	0.0000
8281	12.0000	0.0130
8771	0.0000	0.0000
14031	2.0000	0.0238
14061	0.0000	0.0000
5750	2.0000	0.0556
14151	3.0000	0.0236
14181	1.0000	0.0417
14201	0.0000	0.0000
14251	0.0000	0.0000
5870	1.0000	0.0294
5890	0.0000	0.0000
16661	2.0000	0.0192
18561	1.0000	0.0118
21561	0.0000	0.0000
81	4.0000	0.0153
5261	0.0000	0.0000
6461	0.0000	0.0000
6471	1.0000	0.0769
7121	1.0000	0.1000
2100	0.0000	0.0000
2130	3.0000	0.0526
2190	5.0000	0.0658
2340	1.0000	0.0200
3310	3.0000	0.0349
7161	0.0000	0.0000
10841	0.0000	0.0000
3970	1.0000	0.0152
11071	1.0000	0.0345
11751	0.0000	0.0000
6720	0.0000	0.0000
12341	0.0000	0.0000
12791	1.0000	0.0417
5050	0.0000	0.0000
11101	1.0000	0.0476
11291	4.0000	0.0229
15351	0.0000	0.0000
16471	0.0000	0.0000
16611	0.0000	0.0000
16681	0.0000	0.0000
16801	0.0000	0.0000
16891	0.0000	0.0000
21751	2.0000	0.1053
21921	1.0000	0.0400
22091	1.0000	0.0078
1481	0.0000	0.0000
8181	0.0000	0.0000
8741	2.0000	0.0137
3340	1.0000	0.0200
14011	1.0000	0.0143
14051	1.0000	0.0476
5710	0.0000	0.0000
5760	0.0000	0.0000
5770	0.0000	0.0000
5780	0.0000	0.0000
6460	0.0000	0.0000
14111	0.0000	0.0000
14161	0.0000	0.0000
6470	1.0000	0.0122
6490	0.0000	0.0000
6540	0.0000	0.0000
6930	1.0000	0.0208
15701	0.0000	0.0000
6550	0.0000	0.0000
6560	0.0000	0.0000
15721	1.0000	0.0175
17131	3.0000	0.0484
17371	0.0000	0.0000
18521	0.0000	0.0000
18541	0.0000	0.0000
71	4.0000	0.0157
5211	3.0000	0.0361
5241	1.0000	0.0417
10971	0.0000	0.0000
16291	0.0000	0.0000
16451	1.0000	0.0385
16521	0.0000	0.0000
16581	0.0000	0.0000
16931	1.0000	0.0078
21661	2.0000	0.0082
21701	2.0000	0.0118
1461	1.0000	0.0196
2731	1.0000	0.0455
3091	0.0000	0.0000
3391	0.0000	0.0000
3471	0.0000	0.0000
8121	4.0000	0.0193
8151	4.0000	0.0606
8221	2.0000	0.0161
8231	9.0000	0.0257
8491	7.0000	0.0338
8761	6.0000	0.0244
8821	8.0000	0.0144
13981	0.0000	0.0000
14081	0.0000	0.0000
14231	1.0000	0.0128
14731	0.0000	0.0000
15561	0.0000	0.0000
18511	1.0000	0.0064
18531	0.0000	0.0000
7270	0.0000	0.0000
61	3.0000	0.0131
5151	0.0000	0.0000
5161	0.0000	0.0000
5251	0.0000	0.0000
1520	1.0000	0.0238
5291	2.0000	0.0222
5331	1.0000	0.0046
5351	1.0000	0.0099
1550	1.0000	0.0077
10901	0.0000	0.0000
11141	0.0000	0.0000
16281	0.0000	0.0000
16361	0.0000	0.0000
6790	0.0000	0.0000
16401	0.0000	0.0000
16431	1.0000	0.0526
16621	1.0000	0.0400
21641	1.0000	0.0303
21711	1.0000	0.0357
21721	1.0000	0.0244
21741	6.0000	0.0308
1431	0.0000	0.0000
2311	1.0000	0.0122
2671	1.0000	0.0101
3531	5.0000	0.0385
5401	0.0000	0.0000
8081	0.0000	0.0000
8211	2.0000	0.0317
13961	0.0000	0.0000
13991	0.0000	0.0000
14041	1.0000	0.0112
5720	0.0000	0.0000
6020	2.0000	0.0164
6060	2.0000	0.0106
6070	2.0000	0.0063
6080	0.0000	0.0000
6510	0.0000	0.0000
6580	1.0000	0.0145
14141	0.0000	0.0000
5790	2.0000	0.0351
5800	0.0000	0.0000
6030	2.0000	0.0952
6040	1.0000	0.2000
6520	1.0000	0.0217
15751	1.0000	0.0083
18501	0.0000	0.0000
51	3.0000	0.0123
5121	0.0000	0.0000
5501	4.0000	0.0233
1720	3.0000	0.0357
5581	4.0000	0.0119
5601	0.0000	0.0000
10861	0.0000	0.0000
10911	0.0000	0.0000
16271	1.0000	0.0156
16351	0.0000	0.0000
16371	1.0000	0.0625
16651	0.0000	0.0000
6810	2.0000	0.0308
21571	4.0000	0.0174
1421	0.0000	0.0000
5441	0.0000	0.0000
1540	0.0000	0.0000
6761	1.0000	0.0076
2430	0.0000	0.0000
4950	0.0000	0.0000
7991	0.0000	0.0000
13861	1.0000	0.0159
13881	0.0000	0.0000
14131	0.0000	0.0000
18491	4.0000	0.0294
41	5.0000	0.0194
5111	0.0000	0.0000
5141	0.0000	0.0000
5191	0.0000	0.0000
5201	0.0000	0.0000
6091	0.0000	0.0000
6671	0.0000	0.0000
6831	0.0000	0.0000
7401	0.0000	0.0000
7891	0.0000	0.0000
9201	0.0000	0.0000
3200	0.0000	0.0000
3500	0.0000	0.0000
3510	0.0000	0.0000
3760	0.0000	0.0000
3890	0.0000	0.0000
9581	1.0000	0.0105
3490	0.0000	0.0000
3590	0.0000	0.0000
10811	0.0000	0.0000
17391	0.0000	0.0000
18071	0.0000	0.0000
21761	0.0000	0.0000
10831	1.0000	0.0233
11311	3.0000	0.0536
16141	0.0000	0.0000
16211	1.0000	0.0385
16221	0.0000	0.0000
6740	0.0000	0.0000
16231	2.0000	0.0260
6760	0.0000	0.0000
16241	0.0000	0.0000
16691	3.0000	0.0882
16811	2.0000	0.0714
21391	0.0000	0.0000
21431	1.0000	0.0167
21491	2.0000	0.0417
7920	1.0000	0.0139
1311	11.0000	0.0259
1361	0.0000	0.0000
1391	0.0000	0.0000
290	0.0000	0.0000
1951	0.0000	0.0000
2571	2.0000	0.0238
630	0.0000	0.0000
2841	1.0000	0.0244
2110	1.0000	0.0294
11661	4.0000	0.0268
4990	0.0000	0.0000
7981	5.0000	0.0472
8061	3.0000	0.0303
8251	6.0000	0.0426
8541	4.0000	0.0370
13801	0.0000	0.0000
13831	4.0000	0.0061
5630	2.0000	0.0208
13841	1.0000	0.0044
5650	4.0000	0.0667
7430	1.0000	0.0068
7820	2.0000	0.0222
21091	1.0000	0.0112
18441	4.0000	0.0142
18471	2.0000	0.0513
18621	0.0000	0.0000
31	3.0000	0.0123
5081	0.0000	0.0000
10761	0.0000	0.0000
10951	2.0000	0.0270
11321	0.0000	0.0000
16111	1.0000	0.0085
21051	1.0000	0.0278
21121	1.0000	0.0556
7830	1.0000	0.0476
7840	0.0000	0.0000
21241	0.0000	0.0000
7910	0.0000	0.0000
21341	3.0000	0.0280
21691	0.0000	0.0000
1241	1.0000	0.0087
3261	0.0000	0.0000
7931	1.0000	0.0370
13601	0.0000	0.0000
13621	0.0000	0.0000
13631	0.0000	0.0000
13911	0.0000	0.0000
5670	0.0000	0.0000
5700	1.0000	0.0500
14391	0.0000	0.0000
14411	1.0000	0.0476
5940	0.0000	0.0000
5950	0.0000	0.0000
18421	0.0000	0.0000
18451	1.0000	0.0435
5061	0.0000	0.0000
5091	0.0000	0.0000
5421	0.0000	0.0000
10681	0.0000	0.0000
10701	0.0000	0.0000
11831	0.0000	0.0000
12141	0.0000	0.0000
16101	1.0000	0.0161
16151	1.0000	0.0435
16201	0.0000	0.0000
6780	1.0000	0.0270
7010	1.0000	0.0357
16391	0.0000	0.0000
16851	0.0000	0.0000
18901	0.0000	0.0000
20751	2.0000	0.0211
21311	1.0000	0.0263
21331	0.0000	0.0000
1231	1.0000	0.0400
1301	0.0000	0.0000
1411	3.0000	0.0297
1501	0.0000	0.0000
1511	1.0000	0.0185
3351	1.0000	0.0114
7821	0.0000	0.0000
7971	1.0000	0.0139
9751	0.0000	0.0000
10181	0.0000	0.0000
3710	1.0000	0.0052
13551	0.0000	0.0000
14091	1.0000	0.0909
18391	0.0000	0.0000
11	3.0000	0.0122
5001	1.0000	0.0048
5691	0.0000	0.0000
10641	1.0000	0.0185
10651	0.0000	0.0000
16081	1.0000	0.0102
21201	1.0000	0.0152
21221	0.0000	0.0000
21231	0.0000	0.0000
7850	0.0000	0.0000
21371	2.0000	0.0645
21631	1.0000	0.0294
1201	1.0000	0.0137
1211	3.0000	0.0500
4781	0.0000	0.0000
7731	3.0000	0.0171
13451	1.0000	0.0133
13471	0.0000	0.0000
13481	0.0000	0.0000
5420	0.0000	0.0000
13651	0.0000	0.0000
13731	0.0000	0.0000
