ID	LINKS
1370	1
1851	0
1891	0
460	0
1030	0
1931	0
890	1
1941	0
1040	0
1110	0
1740	0
1991	0
2031	0
2181	0
1060	0
2231	0
2241	0
2251	0
2261	0
2301	0
1070	0
1530	0
2321	0
900	1
970	0
2331	0
580	0
590	0
1340	0
1630	0
2351	0
2361	0
1670	0
2371	0
2411	0
2461	0
2501	0
2511	0
2521	0
2531	0
2541	0
2551	0
2591	0
2611	0
2661	0
2701	0
2871	0
2891	0
2901	0
1970	0
2931	0
2941	0
2951	0
2971	0
2981	1
700	0
2991	0
3001	0
3011	0
3021	0
810	0
3031	0
3051	0
3061	0
3071	0
820	0
3081	0
3131	0
3141	0
1660	0
3181	0
3201	0
980	0
1290	0
3251	0
3291	0
3361	0
3381	1
910	1
1420	0
3431	1
3461	0
3481	0
3491	0
3551	0
3581	0
3611	0
3641	0
3671	1
3801	0
3831	0
3861	0
3891	0
3911	0
1000	0
1020	1
3951	0
1080	0
1120	0
3961	0
3971	0
4001	0
4061	0
4071	0
4081	0
4161	0
4181	1
4221	0
4281	0
4291	0
4761	0
4811	0
5361	0
5411	0
5541	0
5711	0
5811	0
5971	0
6001	0
6021	0
6031	0
6071	0
6241	0
6291	0
6351	0
6401	1
6421	0
6451	0
6581	1
6701	0
6711	0
6731	0
6821	0
6841	1
6871	0
6881	0
6891	0
7311	0
8481	0
12731	0
12931	0
14931	0
18091	1
4591	0
10401	0
15661	1
15681	0
15771	1
20111	0
20491	0
20581	0
20721	1
20811	0
22051	0
1011	0
7301	0
7901	0
2530	0
2540	0
8201	0
12871	1
12981	0
13021	6
5190	0
13921	0
18031	0
4571	1
5431	0
5461	1
10341	0
10351	1
15651	0
20091	1
21531	0
21611	0
911	2
931	1
7261	1
12801	0
12821	0
5060	0
5080	0
12841	0
13851	0
18001	0
18101	0
18301	0
7180	1
18461	0
18481	0
4491	0
6541	0
10251	7
10291	0
10331	0
3910	0
4010	0
10661	1
3920	1
3930	0
10691	1
3940	0
10741	0
3950	0
10881	0
10961	0
3980	0
4000	0
10991	0
15581	0
19991	0
811	0
1281	0
410	0
1471	1
420	0
2391	0
8101	0
2560	0
7231	0
7281	0
7291	0
7471	0
7481	0
7511	0
7601	0
2310	0
2380	0
2450	0
7641	0
7681	0
2370	0
2400	0
7811	0
7951	0
2770	0
2920	0
8051	0
12761	2
12921	0
5140	0
5660	0
12941	0
5170	0
13061	0
13221	0
13241	0
13711	0
13741	0
13771	0
13891	0
13901	0
13931	0
13941	0
13971	0
14261	0
14321	0
14331	0
14451	0
14521	0
14591	0
14621	0
15951	0
6670	0
6680	0
6690	0
16131	0
16261	0
17971	1
18221	0
4301	0
4341	0
10231	0
15531	1
19961	0
20021	0
20271	0
731	0
851	1
1161	0
190	0
1190	0
1351	3
530	0
1631	0
550	1
1711	2
540	0
2121	0
710	0
3331	0
4561	2
4891	1
4951	1
6221	2
6651	4
6851	0
6861	0
10391	0
10411	0
11701	1
7211	1
7531	0
7561	0
7611	0
10461	0
12681	0
13141	0
13611	0
13641	2
5570	0
17961	0
18631	0
7370	0
18761	0
7280	0
19261	0
4231	1
4251	0
4361	0
4481	0
4551	0
4621	0
7151	0
7181	0
10051	0
10101	0
10581	0
15451	1
15491	0
15501	0
15911	1
15921	1
15961	0
15981	0
16161	1
16421	0
19951	0
20161	0
20501	0
20781	0
20821	0
21551	0
701	0
721	1
1641	0
1741	0
1821	0
1901	0
1921	0
2151	0
3931	0
4511	0
1620	0
5731	0
8461	0
10821	0
10891	0
4270	0
12321	0
12541	0
4930	0
12551	0
7201	1
7241	0
3650	1
7541	0
2410	0
7621	0
7841	0
4050	0
7851	0
9801	0
3480	0
3660	0
3960	0
9961	0
10111	0
10121	0
10131	0
10321	0
3790	0
11041	1
4040	0
12671	0
17921	0
17931	0
17981	0
4191	0
10021	0
10271	0
10421	0
10791	0
10921	0
10941	0
11151	0
13681	0
14101	0
15441	1
15511	0
6420	0
6440	0
15541	1
19911	0
691	1
7171	0
11251	0
11391	0
12571	0
12611	4
17891	3
18011	1
18061	0
4111	1
9951	0
10071	1
10091	1
3640	0
3690	0
3720	0
3990	1
15431	0
15461	0
15521	1
19831	1
20051	1
681	0
981	0
1881	0
440	0
7131	0
20431	0
20441	0
12491	0
17881	1
4101	0
4131	1
4311	0
4351	0
1350	0
1390	0
15371	0
15641	2
19801	0
20041	0
20071	0
20101	0
20641	0
641	0
711	0
841	1
891	1
5031	1
1400	0
2090	0
2200	0
7091	0
2120	0
2210	1
6530	0
7271	1
6991	2
7011	0
7341	0
7881	0
12471	2
12721	0
12811	0
7200	0
18551	0
17741	2
17801	0
7230	0
17901	0
18321	0
18361	0
18651	0
18741	0
18781	0
3981	1
9831	0
15271	0
15291	1
15611	0
15631	0
15691	0
15821	0
16011	0
6800	0
16731	0
17731	0
19671	0
19681	0
19711	0
7440	0
7590	0
19741	0
7600	0
7670	0
19761	0
19781	0
19791	0
7470	1
7490	0
611	0
651	0
110	0
500	0
741	1
100	0
1781	0
490	0
6921	3
7041	0
7051	1
12451	3
12631	0
17651	0
17701	0
17721	0
17821	0
7130	0
7250	0
17831	0
7080	0
18051	0
7120	0
18371	0
7210	0
18431	0
7220	0
7240	0
7260	0
18831	0
3941	0
5051	0
9811	0
12951	0
13251	0
13271	0
14071	0
15261	0
15401	0
15251	0
19621	0
19841	0
601	0
951	2
1541	0
1551	0
2451	0
6901	0
6931	0
7021	0
7701	0
7771	1
12361	2
17621	0
17661	0
17671	0
17771	0
7290	0
18991	0
19021	0
7330	0
19041	0
3701	0
4031	0
12201	0
12501	0
12511	0
4860	0
5160	0
12621	0
4980	0
5020	0
5150	0
12851	0
5620	0
12961	0
13581	0
5730	0
5860	0
13821	0
6380	0
6400	0
6410	0
14241	0
15311	0
15331	1
21061	0
9781	0
9851	0
9861	0
3630	0
10081	0
15211	0
15301	0
15411	0
6360	0
15591	0
16871	0
7090	0
7100	0
16921	0
21071	0
19591	0
19651	0
19721	0
19811	0
20011	0
581	1
661	1
2741	0
6801	0
12311	0
12591	0
13111	0
5350	0
5360	0
7810	0
13151	0
5340	0
17611	0
17711	0
17751	0
7640	0
7650	0
17941	0
17991	0
7660	0
20611	0
7700	0
7710	0
20631	0
20701	0
3601	0
3781	0
950	0
6591	0
2000	0
6631	0
9661	1
9691	0
3400	0
3770	0
3780	0
9711	0
10281	0
10301	0
10441	0
15181	0
15201	0
6320	0
6770	0
7070	0
16941	0
17001	0
17171	0
6890	0
6900	0
6920	0
17191	0
17841	0
18731	0
19561	2
19751	1
551	0
3041	0
680	0
3761	0
1360	1
1880	0
4441	0
1220	0
4641	0
4920	1
4651	0
3740	0
4801	0
5181	0
7101	0
7141	0
2240	0
12531	0
12601	0
18841	3
6781	0
10031	0
10061	0
10381	0
12161	0
12171	1
5260	0
12221	0
12231	0
4940	0
12261	0
4600	0
4760	0
5090	0
5240	0
5250	0
5270	0
5470	0
12271	0
12351	0
12411	0
12461	0
12581	0
12691	0
5010	0
5280	0
5480	0
5810	0
12711	0
12751	0
12891	0
5120	0
5130	0
13201	0
13321	0
13591	0
17501	0
3371	0
3411	0
1990	0
3451	0
1460	0
9641	1
15131	1
15151	0
15161	0
6270	0
15191	0
6300	0
19481	0
19731	0
21851	0
7900	0
541	0
751	1
6681	1
6721	4
6751	0
6771	0
12071	3
12181	1
12701	0
17481	0
3311	0
3321	0
3991	0
4211	0
4411	0
4471	0
4661	0
4831	0
4861	0
4871	0
4901	0
4911	0
5681	1
5721	0
1610	0
5861	0
9551	0
10311	0
10361	1
15091	8
19431	0
19451	0
19491	0
19501	0
19521	0
19531	0
19541	0
7400	0
19551	0
19581	0
7520	0
7530	0
20001	0
20511	0
7690	0
20691	0
531	0
761	1
6441	1
8571	1
8641	1
8751	1
8871	1
9491	1
9921	1
10161	1
10191	1
10201	1
10211	1
10221	1
10241	1
10771	1
10801	1
10871	1
11121	1
11161	1
11771	1
21841	1
22041	1
22151	1
12061	0
12091	0
12101	0
12111	0
12401	0
13011	0
14301	0
14671	1
14711	0
17471	0
3231	0
9531	0
9761	0
15021	0
15031	0
15051	0
6220	0
6230	0
6240	0
6430	0
15341	0
6450	0
15381	0
15471	0
15481	0
6370	0
6390	0
16461	0
19411	0
19881	0
7480	2
19901	3
19931	0
20381	0
521	0
591	0
901	0
1571	0
2341	0
4331	0
6331	0
6341	0
6481	0
6661	0
12041	1
12081	0
12121	0
12191	0
17361	1
17421	1
17441	0
3221	0
3421	0
1450	0
3441	0
1240	0
4011	0
1280	0
4141	1
1200	0
1250	0
4381	0
4541	2
1260	0
4611	0
1270	0
1300	0
1700	0
4631	0
5171	0
5231	0
1490	0
1500	1
1580	0
1680	0
1860	0
5491	0
1570	0
1780	0
5551	0
1710	0
5561	0
1770	0
6141	0
6511	0
7061	0
8331	0
12971	0
9501	0
9721	0
3530	0
3580	0
14991	0
15141	0
15281	0
15711	0
15861	0
16301	0
6750	0
19371	0
19391	0
511	0
571	0
2421	0
6261	0
12031	1
13001	0
18151	0
18241	0
19321	0
19381	4
7410	0
17351	0
17811	0
20771	0
3191	0
9401	1
9631	0
9771	0
9791	0
3900	0
14941	0
15061	2
15071	2
15081	0
19361	0
461	0
491	0
781	1
6211	0
6601	0
6641	1
7001	0
2060	3
2260	0
7421	0
2280	3
7741	0
8841	0
13491	0
13691	3
14001	1
16701	0
7150	5
17121	0
7340	0
17681	2
19231	0
19301	1
12011	0
12051	0
13351	0
17341	1
2921	0
3271	0
9351	0
9361	1
9391	0
9441	0
9451	0
14881	0
14891	1
14901	0
6160	0
15241	0
19211	0
19291	1
7350	3
421	2
791	1
2781	0
690	0
720	0
850	0
920	0
930	0
3101	0
3151	0
8291	0
8391	0
3670	0
6051	0
6111	0
6491	0
11981	0
12001	0
12281	0
12881	0
12911	0
13101	2
13211	0
17321	1
2631	0
11941	2
11951	0
9281	0
9381	0
9731	0
9821	0
14851	0
15121	0
6280	0
6290	0
15171	0
19201	0
19221	0
7360	0
7380	0
7390	0
7420	0
7450	0
19311	0
19331	0
19341	0
19351	0
19421	0
19471	0
19861	0
7460	0
381	0
831	1
1001	0
3571	0
3621	0
7251	0
5961	1
5981	0
1890	0
6061	1
6101	0
6311	0
6321	0
7071	0
7191	0
7221	0
7411	1
8271	0
11971	0
17291	2
17311	0
17331	0
17431	0
17451	0
17531	0
17551	0
17571	0
17641	0
17781	0
17791	0
7060	0
17951	0
18311	0
2381	1
4171	0
1330	0
1440	0
1510	0
1650	0
1900	0
4261	0
1320	0
4271	0
1150	0
1730	0
1920	0
4080	1
4321	4
1160	0
4681	0
1310	0
1560	0
4701	0
4961	0
5011	0
5521	0
5771	0
5791	0
5901	0
6011	0
6191	0
6371	0
7791	0
2480	0
8021	0
8521	0
8611	0
9251	0
9271	0
14741	0
14801	0
14841	0
15321	0
15601	0
16841	0
19171	1
291	0
341	0
30	0
40	0
431	0
441	0
801	1
1051	0
3691	0
7381	0
5951	0
6151	0
11911	0
17231	0
17261	0
17271	0
17301	0
17461	0
17491	0
17591	0
2171	0
2691	0
800	0
2711	0
2771	0
9211	0
9481	0
9541	0
9681	0
4250	0
9701	0
3450	0
9881	0
9901	0
10981	0
4750	0
11171	1
11231	0
11281	0
12641	0
14681	0
19081	0
20141	3
20201	0
20351	0
7610	1
7620	0
7680	0
20521	0
281	1
941	1
971	1
2141	0
4851	0
8111	0
8131	1
5931	2
6121	0
1940	0
7031	0
8261	0
2630	0
2650	0
8401	0
11901	0
14021	1
14421	0
17211	0
17241	0
17251	1
7050	0
17281	0
17411	0
17541	0
6990	0
7000	0
17601	1
17861	2
17911	0
18021	0
18041	1
18081	0
18281	8
7190	0
18291	2
2051	0
2281	0
1810	2
2180	0
2961	0
1820	0
3211	0
3301	0
1830	0
3741	0
1760	0
1790	0
4041	0
4051	0
1800	0
4091	0
4391	0
4421	0
4981	0
5071	0
1840	0
5851	0
1960	0
6201	0
1850	0
1930	0
1950	0
6381	0
2150	0
9081	0
9291	0
3120	0
3170	0
3180	0
3190	0
3210	0
9331	0
3290	1
3350	0
3440	0
9371	0
3700	1
9561	0
9611	1
9671	0
3260	0
3360	0
9741	0
3370	0
3390	0
3410	0
3420	0
3430	0
3470	0
9841	0
3520	0
3620	1
9911	0
3600	1
3610	0
9981	1
3730	0
3750	0
9991	0
10171	0
10431	0
3810	1
3830	0
10591	0
10611	0
14651	1
14661	0
14701	0
14811	0
14821	0
14831	3
19071	0
19121	0
19701	0
19771	0
20731	0
21101	0
7870	0
271	0
361	0
401	0
821	1
1251	0
830	0
1590	0
3501	0
870	0
5641	0
9871	0
5970	0
11211	0
12991	0
13411	0
13761	0
13781	0
14481	0
5921	0
6131	0
11881	2
11891	0
12651	4
5070	0
5410	0
5540	1
12831	0
5200	0
5220	0
13171	0
5210	0
5230	1
5910	0
5920	4
17161	0
2041	0
2431	0
2761	0
2821	0
3121	1
3521	0
3591	0
3651	0
3661	0
3751	0
3771	0
960	0
2080	0
3821	0
4121	0
4501	0
5631	0
6361	0
6611	0
9061	0
9101	0
2940	0
2960	0
14631	0
16741	0
18981	0
19871	0
7500	0
7540	0
7550	0
20031	0
7570	0
20421	0
241	0
411	8
60	0
70	0
80	0
861	1
6620	0
15851	0
5781	0
9651	0
13031	0
15571	0
16911	0
18141	0
19031	0
20711	0
11851	0
17111	1
17141	0
17631	0
17851	0
2021	0
9021	1
9041	0
3220	0
3380	0
9621	0
13661	1
14501	0
18961	3
19141	0
231	0
501	0
771	1
5751	1
11801	0
11811	0
4230	0
11821	0
4710	0
12211	1
5180	0
5610	0
12661	0
17031	0
17061	2
6870	1
2011	0
8981	0
9141	0
9431	0
14491	0
14611	0
14691	2
6050	0
6130	0
6150	0
14981	0
6190	0
15011	0
6610	0
15361	0
18941	0
221	0
331	0
471	0
1801	0
2101	3
740	0
3681	0
5741	0
5911	0
6251	0
6281	0
6411	0
6561	0
11091	0
12291	0
4890	0
11791	0
11841	0
4340	0
11921	0
4330	1
4410	0
4450	0
4470	0
12131	1
12151	1
4590	1
12421	0
4740	0
4960	0
12781	0
5040	0
17011	0
17081	0
1981	0
8931	0
8941	0
8971	0
9051	0
3080	0
9301	1
9311	1
3110	2
3130	1
14461	0
14471	1
14551	0
14781	0
15621	1
6590	0
15671	0
15941	0
16381	1
16411	0
18931	4
19051	0
21111	0
21321	0
191	0
391	0
50	0
481	0
621	0
330	0
631	0
360	0
671	0
921	2
961	0
340	0
5671	0
11761	2
16881	0
1871	0
2061	0
750	0
2860	0
2111	0
760	0
2581	0
2681	0
770	0
2721	0
2751	1
780	0
2811	0
2831	0
1230	0
2851	0
2861	0
3111	0
3171	0
3541	0
3631	0
3731	0
3871	0
3901	0
1010	0
1090	1
1100	0
1130	1
1170	0
1690	0
4021	0
4201	0
4241	0
1140	0
4371	0
1180	0
4401	0
4671	0
4691	0
4721	0
4741	0
2850	0
2890	0
4821	0
4881	0
1470	0
5021	0
1410	0
5101	0
5221	1
5281	0
5591	0
5801	1
5821	0
5881	0
1910	0
5891	0
5941	0
6181	0
6231	0
6531	0
8861	0
9001	0
9091	1
9121	0
10451	0
10491	1
14401	0
15231	2
6480	1
18911	0
19061	0
19131	0
181	5
251	0
311	0
371	0
240	0
991	1
250	0
1021	1
260	1
1331	0
270	0
1611	1
5621	0
6811	0
2160	0
2170	0
2360	0
6911	0
6941	1
6951	0
6961	0
6971	0
6981	0
2220	0
7751	0
7871	0
11421	1
11431	0
4160	0
11441	1
4180	0
4240	0
4440	0
4460	0
4480	0
4510	0
4690	2
11451	0
11461	2
4210	0
4520	0
5500	0
11471	2
11481	3
4220	0
4550	0
5510	0
11491	1
11511	3
4370	0
4570	0
11531	2
4380	0
4610	0
11541	2
4620	0
11551	2
4400	0
4630	0
11561	2
4390	0
4640	0
11571	0
12251	0
4680	0
4910	0
4970	0
5100	0
5110	0
5600	0
16671	0
16711	1
16981	1
6910	0
6970	1
17221	1
17401	1
1841	0
1971	0
2001	0
2131	0
2191	1
2641	0
3811	0
3921	1
4151	0
7361	0
15731	0
15891	0
15901	0
8851	0
9171	1
4070	0
9231	0
14381	1
14531	0
14571	1
15101	0
18821	0
19281	0
161	0
5571	0
11411	0
11731	1
4320	0
16641	2
16781	1
16901	0
17761	0
7140	0
1771	0
1831	0
510	0
640	0
8731	0
8781	0
8791	0
14371	0
18801	2
19161	2
19241	1
19271	0
20791	1
151	0
871	1
881	1
3711	1
5531	0
11331	0
11351	0
4350	6
4360	0
4780	1
4820	10
4830	13
4850	0
11361	0
4840	0
11401	0
11581	0
11601	0
11631	0
11641	0
4800	0
11671	0
11691	0
11711	0
12481	1
12521	1
13231	5
13531	0
5450	0
13541	9
5460	1
13561	0
5530	1
5550	0
5640	0
5850	1
16631	0
1751	0
4931	0
8651	0
10141	0
14361	0
15391	2
18791	1
141	1
451	0
130	1
180	0
1221	1
5481	0
5511	0
5871	0
6041	0
6301	0
6521	0
11271	0
16601	0
16961	0
16971	0
16991	0
17041	0
6850	0
17101	1
17561	0
1731	2
8561	0
8901	1
8991	0
14351	0
14431	1
14721	0
6640	0
6660	1
14861	0
6650	0
14871	0
14921	0
6170	0
15551	0
6500	0
6570	1
6600	0
15811	0
18671	0
18681	1
18691	1
18921	0
131	0
2071	0
2881	0
3791	0
4521	1
1210	0
5471	0
5661	3
1600	0
5701	0
5761	0
11221	0
11301	1
11381	0
4120	1
4150	1
16571	0
16751	0
1691	1
1861	0
610	0
6260	0
6630	0
1911	0
1961	0
600	1
2601	1
8091	0
2620	0
2760	0
5560	0
8681	1
8411	0
8451	0
8551	0
8581	0
9461	0
14271	1
14791	0
6110	1
6120	2
6140	0
14971	0
18661	0
18701	0
18721	0
18861	0
18881	0
18891	0
18951	0
121	0
171	0
10	0
150	0
170	0
670	0
2250	0
2300	0
201	0
20	1
220	0
430	0
480	0
650	0
2330	0
211	0
261	0
321	0
351	0
90	0
1321	1
2801	0
1750	0
2230	0
2320	0
2420	0
5991	0
7081	0
7111	0
2140	0
7581	0
2290	0
2350	0
7711	0
2390	0
8921	0
2910	0
9031	0
5451	0
5611	0
5651	0
1870	0
5831	0
5841	0
6161	0
6171	0
6571	0
11191	0
11201	0
4100	0
4140	0
4490	1
11371	0
4130	0
4300	0
11591	0
5030	0
5290	0
11611	1
6090	0
11621	0
4420	0
11721	0
5300	0
5330	1
5520	0
5880	0
11741	1
4500	0
11931	0
4280	0
12371	0
4870	0
4880	0
4900	0
5000	0
5830	0
6010	0
12561	0
13081	1
13281	0
13341	0
5580	0
13511	1
13671	0
13791	0
5690	0
14281	0
5900	0
5990	0
14291	0
6100	0
14541	0
14561	0
6000	0
14601	0
14641	0
14761	0
14771	0
16561	0
16721	0
16761	0
16771	0
16791	0
16821	0
16951	0
6940	0
17511	0
17521	0
1671	2
2201	0
2271	0
2441	1
2471	0
2561	0
2621	0
660	0
1430	1
4581	0
6081	1
2010	0
2070	2
11061	1
11241	2
14171	0
5840	0
14511	2
7310	0
7320	0
8361	0
8381	0
8831	0
14221	0
14341	0
14581	0
18611	0
19001	0
7300	1
111	0
5381	0
6621	0
2030	1
11181	1
11261	2
16551	1
21861	0
21891	1
1531	0
1591	0
2161	0
3281	1
3841	0
8341	0
9341	1
9411	1
14191	0
14211	2
5960	1
18581	0
19251	0
20451	0
20541	0
101	0
5371	0
11131	0
12771	0
12901	0
16531	0
21811	1
21821	0
21871	0
21881	0
1521	0
1561	0
840	0
860	1
1651	0
940	0
1721	0
1811	3
3511	0
3561	0
3721	0
8301	1
8351	1
8721	0
13121	0
14121	0
18571	0
18591	1
18601	0
18641	0
18711	0
18751	0
18771	0
18811	0
18851	0
18871	0
91	0
5321	0
5391	0
11111	9
13721	0
5590	0
13811	1
5740	0
16481	0
17201	0
21771	0
21781	0
21791	0
21801	0
1491	0
2401	0
4791	1
6741	0
2040	0
7861	0
2460	0
8031	0
2470	0
12301	0
4530	0
7730	0
15841	0
8281	1
8771	0
14031	0
14061	0
5750	0
14151	0
14181	0
14201	1
14251	1
5870	0
5890	1
16661	1
18561	1
21561	1
81	0
5261	0
6461	0
6471	0
7121	0
2100	0
2130	0
2190	0
2340	0
3310	0
7161	0
10841	0
3970	0
11071	0
11751	0
6720	0
12341	0
12791	0
5050	0
11101	0
11291	0
15351	0
16471	0
16611	0
16681	0
16801	0
16891	1
21751	0
21921	1
22091	0
1481	0
8181	0
8741	4
3340	0
14011	0
14051	0
5710	0
5760	1
5770	0
5780	0
6460	0
14111	1
14161	0
6470	0
6490	0
6540	0
6930	0
15701	0
6550	0
6560	0
15721	0
17131	0
17371	1
18521	0
18541	0
71	0
5211	0
5241	0
10971	0
16291	0
16451	0
16521	0
16581	0
16931	0
21661	0
21701	0
1461	0
2731	0
3091	0
3391	0
3471	0
8121	0
8151	0
8221	0
8231	0
8491	0
8761	0
8821	0
13981	0
14081	0
14231	0
14731	0
15561	0
18511	0
18531	0
7270	0
61	0
5151	0
5161	0
5251	0
1520	0
5291	0
5331	0
5351	1
1550	4
10901	1
11141	0
16281	1
16361	0
6790	0
16401	0
16431	0
16621	1
21641	0
21711	0
21721	0
21741	1
1431	0
2311	0
2671	0
3531	0
5401	3
8081	0
8211	1
13961	4
13991	0
14041	0
5720	0
6020	0
6060	0
6070	1
6080	0
6510	3
6580	0
14141	1
5790	0
5800	0
6030	0
6040	0
6520	0
15751	2
18501	0
51	0
5121	0
5501	0
1720	0
5581	1
5601	0
10861	0
10911	0
16271	0
16351	0
16371	0
16651	1
6810	0
21571	2
1421	0
5441	1
1540	0
6761	3
2430	0
4950	0
7991	0
13861	0
13881	0
14131	0
18491	0
41	0
5111	2
5141	0
5191	0
5201	0
6091	1
6671	1
6831	0
7401	0
7891	0
9201	0
3200	0
3500	0
3510	0
3760	0
3890	0
9581	0
3490	0
3590	0
10811	1
17391	0
18071	0
21761	0
10831	0
11311	1
16141	0
16211	0
16221	1
6740	0
16231	1
6760	0
16241	0
16691	0
16811	0
21391	1
21431	0
21491	0
7920	0
